Question,Answer,LLAMA_response
"[""Did Bill Murray not portray the character of Bob Harris in the 2003 movie 'Lost in Translation'?""]",no,yes
"[""Did American actor and comedian Bill Murray portray the character of Bob Harris in the 2003 movie 'Lost in Translation'?""]",yes,yes
"[""Did Scarlett Johansson not play the role of Charlotte, a recent college graduate, in the 2003 movie 'Lost in Translation'?""]",no,yes
"[""Did Scarlett Johansson play the role of Charlotte, a recent college graduate, in the 2003 movie 'Lost in Translation'?""]",yes,yes
"[""Did Giovanni Ribisi not play the character John in the 2003 movie 'Lost in Translation'?""]",no,yes
"[""Did Italian-American actor Giovanni Ribisi portray the character John, Charlotte's husband and a celebrity photographer, in the movie 'Lost in Translation' released in 2003?""]",yes,yes
"[""Did Anna Faris play a character named Kelly in the 2003 movie 'Lost in Translation'?""]",yes,no
"[""In the movie 'Lost in Translation' released in 2003, was the character Kelly portrayed by an actor other than Anna Faris?""]",no,no
"[""Did Fumihiro Hayashi play the role of Bob Harris in the 2003 movie 'Lost in Translation'?""]",no,no
"[""In the 2003 movie 'Lost in Translation', does Japanese actor Fumihiro Hayashi portray a character named Charlie, who is a friend of Charlotte?""]",yes,yes
"[""Was Catherine Lambert a professional footballer in the 2003 movie 'Lost in Translation'?""]",no,no
"[""Did Canadian actress Catherine Lambert play the role of a jazz singer in the 2003 movie 'Lost in Translation'?""]",yes,yes
"[""Did Matthew Minami play a fictional character in the 2003 movie 'Lost in Translation'?""]",no,yes
"[""Did Japanese actor Matthew Minami appear as himself in the 2003 film 'Lost in Translation'?""]",yes,yes
"[""Did Hiroshi Fujiwara play the role of a named character in the 2003 movie 'Lost in Translation'?""]",no,yes
"[""Did Japanese fashion designer and DJ Hiroshi Fujiwara appear as an unnamed party guest in the 2003 movie 'Lost in Translation'?""]",yes,yes
"""Is it true that the Japanese singer and songwriter Hiromix did not appear as a nightclub guest in the 2003 movie 'Lost in Translation'?""",no,yes
"""Can Japanese singer and songwriter Hiromix be seen as a nightclub guest towards the end of the credits roll in the 2003 movie 'Lost in Translation'?""",yes,yes
"[""Did Akira Yamaguchi play the role of a hotel bellboy in the 2003 movie 'Lost in Translation'?""]",yes,yes
"[""In the 2003 movie 'Lost in Translation', was Akira Yamaguchi's role unrelated to a hotel bellboy?""]",no,yes
,,0.6
