Question,Answer,LLAMA_response
"[""Did Daniel Day-Lewis not play the character Daniel Plainview in the 2007 movie 'There Will Be Blood'?""]",no,yes
"[""Did Daniel Day-Lewis portray the character Daniel Plainview in the 2007 film 'There Will Be Blood'?""]",yes,yes
"[""Did Kevin J. O'Connor play the character named Henry in the 2007 movie 'There Will Be Blood'?""]",yes,yes
"[""In the movie 'There Will Be Blood' released in 2007, was the character Henry portrayed by an actor other than Kevin J. O'Connor?""]",no,yes
"[""Did Ciarán Hinds play the role of Jack Vincennes in the 2007 movie 'There Will Be Blood'?""]",no,yes
"[""In the 2007 movie 'There Will Be Blood', was the role of Fletcher Hamilton played by Ciarán Hinds?""]",yes,yes
"[""Did the actress Colleen Foy play the role of Mary Sunday in the 2007 movie 'There Will Be Blood'?""]",yes,no
"[""In the 2007 movie 'There Will Be Blood', was the role of Mary Sunday played by an actor other than Colleen Foy?""]",no,yes
"[""Did actor David Willis play the role of Abel Sunday in the 2007 movie 'There Will Be Blood'?""]",yes,yes
"[""Was the character Abel Sunday in the movie 'There Will Be Blood' released in 2007 portrayed by actor Tom Hanks?""]",no,no
"""Did the actor Hans Howes portray a character named Bandy in the 2007 movie 'There Will Be Blood'?""",yes,yes
"""In the 2007 movie 'There Will Be Blood', was the character Bandy portrayed by an actor other than Hans Howes?""",no,yes
"[""Did the actor Paul F. Tompkins play the role of a character named Prescott in the 2007 movie, 'There Will Be Blood'?""]",yes,yes
"[""In the movie 'There Will Be Blood' released in 2007, was the character Prescott played by an actor other than Paul F. Tompkins?""]",no,no
"""Did the actor Jim Downey portray the character Al Rose in the 2007 movie 'There Will Be Blood'?""",yes,yes
"""In the 2007 movie 'There Will Be Blood', was the character Al Rose portrayed by an actor other than Jim Downey?""",no,yes
"[""Did the actor David Warshofsky play the role of H.M. Tilford in the 2007 movie 'There Will Be Blood'?""]",yes,yes
"[""In the 2007 movie 'There Will Be Blood', was the character H.M. Tilford played by an actor other than David Warshofsky?""]",no,yes
"[""Did Barry Del Sherman play the character H.B. Ailman in the 2007 movie 'There Will Be Blood'?""]",yes,no
"[""In the 2007 movie 'There Will Be Blood', was the character H.B. Ailman portrayed by an actor other than Barry Del Sherman?""]",no,yes
,,0.5
