Question,Answer,LLAMA_response
"""Was the movie 'American Hustle' released in 2013 originally titled 'American Bullshit'?""",yes,yes
"""Is 'American Hustle' a direct and accurate depiction of the Abscam scandal?""",no,yes
"""Did Ben Affleck direct the 2013 film 'American Hustle'?""",no,yes
"""Was David O. Russell the director who ultimately signed on to helm 'American Hustle' released in 2013 after Ben Affleck was initially considered?""",yes,yes
"[""Is the movie 'American Hustle' from 2013 a completely accurate depiction of the Abscam scandal of the late 1970s and early 1980s?""]",no,yes
"[""Does the movie 'American Hustle', released in 2013, contain a highly fictionalized version of the Abscam scandal of the late 1970s and early 1980s?""]",yes,yes
"""Was the movie 'American Hustle' from 2013 shot exclusively in New York City?""",no,yes
"""Were the shooting locations for the 2013 movie 'American Hustle' both Boston and New York City?""",yes,yes
"[""Was the soundtrack for the movie 'American Hustle' released in a different year than 2013?""]",no,yes
"[""Is there a main article that specifically discusses the soundtrack of the 2013 movie 'American Hustle'?""]",yes,yes
,,0.5
