Question,Answer,LLAMA_response
"[""In the 2010 movie 'Inception', was Cobb fired by Saito for a new job?""]",no,yes
"[""In 'Inception' released in 2010, was Cobb hired by Saito for a new job?""]",yes,yes
"""In the 2010 movie 'Inception', were Cobb and Arthur enemies?""",no,yes
"""In the 2010 film 'Inception', did Cobb and Arthur perform corporate espionage together?""",yes,yes
"[""In the 2010 movie Inception, was Eames not a part of Cobb's team for the new job?""]",no,yes
"[""In the movie Inception, released in 2010, was Eames a part of Cobb's team for the new job?""]",yes,yes
"""In the 2010 film Inception, is Yusuf not part of Cobb's team for the new job?""",no,yes
"""In Inception, released in 2010, does Yusuf join Cobb's team for the new job?""",yes,yes
"[""In the 2010 movie 'Inception', did Ariadne take over the design of the dream's architecture because Cobb was perfectly capable of doing it himself?""]",no,yes
"[""In 'Inception', released in 2010, was Ariadne assigned to design the dream's architecture because Cobb could not do it himself due to his past with Mal?""]",yes,yes
"[""Is Maurice Fischer the son of Robert Fischer in the 2010 movie 'Inception'?""]",no,yes
"[""In the 2010 movie 'Inception', is Robert Fischer the son of Maurice Fischer?""]",yes,yes
"[""In the 2010 movie 'Inception', is Maurice Fischer a friend of Saito?""]",no,yes
"[""In the movie 'Inception' released in 2010, is Maurice Fischer a competitor of Saito?""]",yes,yes
"[""Did Cobb's late wife, Mal, not appear in his mind's projection in the 2010 movie 'Inception'?""]",no,yes
"[""In the 2010 movie 'Inception', does Cobb's late wife, Mal, appear in his mind's projection and pose a risk during the new job?""]",yes,yes
"[""In the 2010 movie Inception, is Eames not part of Cobb's team for the new job?""]",no,yes
"[""In the movie Inception released in 2010, are both Eames and Ariadne part of Cobb's team for the new job?""]",yes,yes
"[""In the 2010 movie 'Inception', were Yusuf and Ariadne not part of Cobb's team for the new job?""]",no,yes
"[""In the movie 'Inception' released in 2010, were Yusuf and Ariadne both part of Cobb's team for the new job?""]",yes,yes
"[""Did Mal, in the 2010 movie 'Inception', enter Limbo without Cobb?""]",no,yes
"[""In the movie 'Inception' released in 2010, did Mal commit suicide after experiencing fifty years in one night due to the time dilation with reality in Limbo?""]",yes,no
"[""Did Cobb, in the 2010 movie 'Inception', flee the U.S. and leave his children behind because Mal framed him for her murder, believing she was still dreaming?""]",yes,no
"[""In the 2010 movie 'Inception', did Mal wake up from her dream and live happily with Cobb without any issues?""]",no,yes
"[""In the 2010 movie 'Inception', did Cobb persuade Robert that Browning had kidnapped him to stop the dissolution and that Cobb is a defensive projection, leading Robert to another third level deeper as part of a ruse to enter Robert's subconscious?""]",yes,yes
"[""In 'Inception' released in 2010, is it true that Cobb tried to prevent Robert from entering his subconscious?""]",no,yes
"[""In the 2010 movie 'Inception', did the team fail to infiltrate an alpine fortress with a projection of Maurice inside during the third level?""]",no,yes
"[""In the third level of the plot in 'Inception' released in 2010, did the team infiltrate an alpine fortress with a projection of Maurice inside where the inception itself can be performed?""]",yes,yes
"[""Is the 2010 movie 'Inception' based on a storyline where Cobb blames Mal for her own death in the Limbo?""]",no,yes
"[""In the 2010 movie 'Inception', does Cobb eventually make peace with his part in Mal's death?""]",yes,yes
"[""Did Mal successfully complete Robert's inception in the 2010 movie 'Inception'?""]",no,yes
"[""In the 2010 movie 'Inception', were Cobb and Ariadne able to rescue Robert in time for his inception?""]",yes,yes
"[""In the 2010 movie Inception, does Saito fail to fulfill his agreement with Cobb in Limbo?""]",no,yes
"[""In Inception released in 2010, is there an agreement between Cobb and Saito that is fulfilled in Limbo?""]",yes,yes
"[""In the 2010 movie 'Inception', did Ariadne fail to kill Mal's projection, thereby leaving Robert and Eames trapped in Limbo?""]",no,yes
"[""In 'Inception' released in 2010, did Ariadne kill Mal's projection to rescue Robert and Eames from Limbo?""]",yes,no
"[""In the 2010 movie Inception, does Robert's father reveal to him that his dying wish was for him to create something for himself in a dream?""]",no,yes
"[""In the plot of Inception released in 2010, is the idea of creating something for himself in a dream awakened in Robert after his inception?""]",yes,yes
"[""Did Eames in the 2010 movie 'Inception' not hit the water by rigging an elevator with explosives to improvise a new set of kicks synchronized with Arthur's hit on the water?""]",no,no
"[""In the 2010 movie 'Inception', did Eames's kick hit the water by rigging an elevator with explosives to improvise a new set of kicks synchronized with Arthur's hit on the water?""]",yes,yes
"[""In the 2010 movie Inception, does Arthur avoid hitting the water while Eames synchronizes his kick with an elevator rigged with explosives to improvise a new set of kicks?""]",no,yes
"[""In the movie Inception released in 2010, does Arthur hit the water while Eames synchronizes his kick with an elevator rigged with explosives to improvise a new set of kicks?""]",yes,yes
"[""In the 2010 movie 'Inception', does Cobb use something other than Mal's spinning top to determine if he is in the real world?""]",no,yes
"[""In the movie 'Inception' released in 2010, does Cobb use Mal's spinning top as a test to determine if he is in the real world?""]",yes,yes
"[""In the 2010 movie 'Inception', does Cobb's father-in-law refuse to accompany him to his home after waking from the dream?""]",no,yes
"[""In 'Inception' released in 2010, does Cobb's father-in-law accompany him to his home after they wake from the dream?""]",yes,yes
"""In the 2010 movie 'Inception', did Saito fail to make a phone call after waking up from the dream?""",no,yes
"""In 'Inception', released in 2010, does Saito make a phone call after waking up from the dream?""",yes,yes
,,0.4583333333333333
