Question,Answer,LLAMA_response
"""In the 2014 film 'Guardians of the Galaxy', was Peter Quill's abduction carried out by a group of alien diplomats led by Yondu Udonta?""",no,yes
"""In 'Guardians of the Galaxy' released in 2014, was Peter Quill abducted by Yondu Udonta's group of alien thieves and smugglers, the Ravagers?""",yes,yes
"""In the 2014 movie 'Guardians of the Galaxy', was the Orb stolen by Ronan the Accuser from Peter Quill?""",no,yes
"""In 'Guardians of the Galaxy' released in 2014, was the Orb stolen by Peter Quill and then he was attacked by Ronan the Accuser and his followers?""",yes,yes
"[""Is the movie 'Guardians of the Galaxy' released in 2014 about Peter Quill trying to steal the Orb from the Nova Corps?""]",no,yes
"[""In the 2014 movie 'Guardians of the Galaxy', does Peter Quill attempt to sell the Orb on Xandar, the capital of the Nova Empire, and gets captured by the Nova Corps?""]",yes,yes
"[""Is Rocket a character who is not associated with Groot in the 2014 movie 'Guardians of the Galaxy'?""]",no,yes
"[""In the 2014 movie 'Guardians of the Galaxy', do Rocket and Groot help Peter Quill and his group escape from prison in Kyln?""]",yes,yes
"""In the 2014 film 'Guardians of the Galaxy', does Ronan form an alliance with Thanos instead of threatening to kill him?""",no,no
"""In 'Guardians of the Galaxy' released in 2014, does Ronan threaten to kill Thanos after first destroying Xandar?""",yes,no
"""In the 2014 film 'Guardians of the Galaxy', does Nebula oppose Ronan?""",no,yes
"""Does Nebula ally with Ronan in the 2014 movie 'Guardians of the Galaxy'?""",yes,yes
"[""Did Quill's group in the 2014 movie 'Guardians of the Galaxy' decide to confront the Dark Aster at Xandar without the help of The Ravagers and the Nova Corps?""]",no,no
"[""In the 2014 movie 'Guardians of the Galaxy', did The Ravagers and Quill's group join the Nova Corps to confront the Dark Aster at Xandar?""]",yes,no
"[""In the 2014 movie 'Guardians of the Galaxy', is Gamora's adoptive father unaware of Gamora's betrayal?""]",no,yes
"[""In 'Guardians of the Galaxy' released in 2014, does Gamora's adoptive father, Thanos, discuss Gamora's betrayal?""]",yes,no
"[""Did Quill fail to contact Yondu before following Gamora into space in the 2014 movie 'Guardians of the Galaxy'?""]",no,no
"[""In the 2014 movie 'Guardians of the Galaxy', did Quill give his helmet to Gamora to help her survive in space?""]",yes,yes
"[""In the 2014 movie 'Guardians of the Galaxy', did Rocket, Drax, and Groot decide to abandon their attack on Yondu's ship?""]",no,yes
"[""In 'Guardians of the Galaxy' released in 2014, did Quill negotiate a truce with Yondu by promising him the Orb?""]",yes,yes
"[""Did Quill's group fail to breach the warship Dark Aster at Xandar in the 2014 movie 'Guardians of the Galaxy'?""]",no,yes
"[""In the 2014 movie 'Guardians of the Galaxy', did Quill's group breach the warship Dark Aster at Xandar?""]",yes,yes
"[""Did Ronan fail to use his empowered warhammer to destroy the Nova Corps fleet in the 2014 movie 'Guardians of the Galaxy'?""]",no,no
"[""In the 2014 movie 'Guardians of the Galaxy', did Ronan use his empowered warhammer to destroy the Nova Corps fleet?""]",yes,yes
"""In the 2014 movie 'Guardians of the Galaxy', does Korath kill Drax?""",no,no
"""In 'Guardians of the Galaxy' released in 2014, does Drax kill Korath?""",yes,yes
"[""Did Nebula defeat Gamora in the 2014 movie 'Guardians of the Galaxy'?""]",no,no
"[""In the 2014 movie 'Guardians of the Galaxy', does Gamora defeat Nebula?""]",yes,yes
"[""Did Rocket in the 2014 film 'Guardians of the Galaxy' fail to crash a Ravager ship through the Dark Aster?""]",no,no
"[""In the 2014 movie 'Guardians of the Galaxy', did Rocket crash a Ravager ship through the Dark Aster?""]",yes,no
"[""In the 2014 movie 'Guardians of the Galaxy', did Groot abandon the group during a crucial moment?""]",no,no
"[""In 'Guardians of the Galaxy' released in 2014, did Groot sacrifice himself to shield the group?""]",yes,no
"[""In the 2014 movie 'Guardians of the Galaxy', did Drax and Rocket fail to destroy Ronan's warhammer?""]",no,yes
"[""Did Drax and Rocket destroy Ronan's warhammer in the 2014 movie 'Guardians of the Galaxy'?""]",yes,yes
"[""Did Quill fail to distract Ronan in the 2014 movie 'Guardians of the Galaxy', leading to Ronan's warhammer remaining intact?""]",no,yes
"[""In the 2014 movie 'Guardians of the Galaxy', did Quill distract Ronan, allowing Drax and Rocket to destroy Ronan's warhammer?""]",yes,yes
"""In the 2014 movie 'Guardians of the Galaxy', did Quill give the real stone to Yondu instead of the Nova Corps?""",no,no
"""In 'Guardians of the Galaxy' released in 2014, was the real stone given to the Nova Corps by Quill?""",yes,yes
"[""Is it true that in the 2014 movie 'Guardians of the Galaxy', Quill's group, now known as the Guardians of the Galaxy, still have their criminal records?""]",no,yes
"[""In the movie 'Guardians of the Galaxy' released in 2014, were the criminal records of Quill's group, known as the Guardians of the Galaxy, expunged?""]",yes,yes
"[""Did the Guardians leave in a destroyed Milano in the 2014 movie 'Guardians of the Galaxy'?""]",no,yes
"[""In the 2014 movie 'Guardians of the Galaxy', did the Guardians leave in the rebuilt Milano?""]",yes,yes
"[""Is it true that in the 2014 movie 'Guardians of the Galaxy', Groot was not transformed into a sapling?""]",no,yes
"[""In the movie 'Guardians of the Galaxy' released in 2014, does a potted sapling cut from Groot grow into a baby version of him?""]",yes,yes
,,0.5909090909090909
