Question,Answer,LLAMA_response
"[""In the 2001 movie 'Shrek', was Shrek asked to rescue a queen instead of Princess Fiona?""]",no,yes
"[""In the 2001 movie 'Shrek', was Shrek's mission to rescue Princess Fiona in order to relocate the fairy-tale creatures that invaded his swamp?""]",yes,yes
"[""Did Donkey abandon Shrek during his journey to Lord Farquaad's castle in the 2001 movie 'Shrek'?""]",no,yes
"[""In the 2001 movie 'Shrek', did Donkey accompany and guide Shrek to Lord Farquaad's castle?""]",yes,yes
"[""Did Princess Fiona escape the castle without the help of Shrek and Donkey in the 2001 movie 'Shrek'?""]",no,yes
"[""In the 2001 movie 'Shrek', was Princess Fiona imprisoned in a castle guarded by a Dragon?""]",yes,yes
"[""In the 2001 movie 'Shrek', does Donkey fall in love with a female dragon that guards Princess Fiona's castle?""]",yes,no
"[""In the 2001 movie 'Shrek', does Donkey defeat the female dragon that guards Princess Fiona's castle?""]",no,yes
"[""Did Lord Farquaad ignore the Magic Mirror's advice in the 2001 movie 'Shrek'?""]",no,yes
"[""In the 2001 movie 'Shrek', did Lord Farquaad consult the Magic Mirror to learn how to become king?""]",yes,yes
"""In the 2001 film 'Shrek', did Fiona initially dislike Shrek due to his lack of romanticism and ogre appearance?""",yes,yes
"""Did Fiona in the 2001 movie 'Shrek' never develop any affection for Shrek throughout their journey together?""",no,yes
"[""In the 2001 movie 'Shrek', did Fiona reveal her secret of turning into an ogre at night to Donkey?""]",yes,yes
"[""In the 2001 film 'Shrek', did Donkey refuse to help Fiona keep her secret from Shrek after discovering she turns into an ogre at night?""]",no,yes
"""In the 2001 movie 'Shrek', did Fiona struggle to defeat Robin Hood and his band of Merry Men during their journey?""",no,yes
"""In the 2001 movie 'Shrek', was Shrek impressed by Fiona's ability to easily defeat Robin Hood and his band of Merry Men?""",yes,yes
"[""Did Shrek leave Fiona in the 2001 movie 'Shrek' because she referred to herself as an 'ugly beast'?""]",yes,yes
"[""In the 2001 movie 'Shrek', did Shrek fail to realize that he has fallen in love with Fiona?""]",no,yes
"[""In the 2001 movie Shrek, does Farquaad initially have a friendly relationship with Shrek?""]",no,yes
"[""In the 2001 movie Shrek, does Shrek return with Farquaad to help save Fiona after realizing she has transformed into an ogre at night?""]",yes,yes
"[""Did Shrek remain at Farquaad's wedding without interrupting it in the 2001 movie 'Shrek'?""]",no,yes
"[""In the 2001 movie 'Shrek', did Shrek expose Farquaad's true intentions at the wedding?""]",yes,yes
,,0.45454545454545453
