Question,Answer,LLAMA_response
"[""Was the character of Arthur Fleck / Joker in the 2019 movie 'Joker' portrayed by an actor other than Joaquin Phoenix?""]",no,yes
"[""In the 2019 movie 'Joker', did Joaquin Phoenix portray the character of Arthur Fleck / Joker, a mentally ill, impoverished party clown and stand-up comedian disregarded by society, whose history of abuse causes him to become a nihilistic criminal with a clown-inspired persona?""]",yes,yes
"[""Did Robert De Niro play the character of Murray Franklin in the 2019 movie 'Joker'?""]",yes,no
"[""In the 2019 movie 'Joker', was Murray Franklin portrayed by an actor other than Robert De Niro?""]",no,no
"[""Did Zazie Beetz portray the character of a cynical single mother named Sophie Dumond in the 2019 movie 'Joker'?""]",yes,yes
"[""Was Zazie Beetz's character, Sophie Dumond, portrayed as Arthur's enemy in the 2019 movie 'Joker'?""]",no,yes
"[""Did Frances Conroy not play the role of Penny Fleck, Arthur's mentally and physically ill mother, in the 2019 movie 'Joker'?""]",no,yes
"[""In the 2019 movie 'Joker', did Frances Conroy play the role of Penny Fleck, Arthur's mentally and physically ill mother?""]",yes,yes
"[""Did Hannah Gross play the role of young Penny in the 2019 movie 'Joker'?""]",yes,yes
"[""Is Hannah Gross the director of the 2019 movie 'Joker'?""]",no,no
"[""Did Brett Cullen portray the character of Batman in the 2019 movie 'Joker'?""]",no,no
"[""In the 2019 movie 'Joker', did Brett Cullen portray the character of Thomas Wayne, a billionaire running for mayor of Gotham?""]",yes,yes
,,0.6666666666666666
