Question,Answer,LLAMA_response
"""Did Fionn Whitehead and Tom Glynn-Carney not appear in the 2017 movie Dunkirk as Tommy and Peter Dawson, respectively?""",no,yes
"""Did both Fionn Whitehead and Tom Glynn-Carney play roles in the cast of the movie Dunkirk, released in 2017?""",yes,yes
"[""In the 2017 movie Dunkirk, did Fionn Whitehead and Jack Lowden not play any characters in the film?""]",no,yes
"[""In the 2017 movie Dunkirk, did Fionn Whitehead play the character Tommy and Jack Lowden portray Collins (Fortis 2)?""]",yes,yes
"[""In the 2017 movie Dunkirk, was Fionn Whitehead not part of the cast?""]",no,yes
"[""Did Harry Styles play the role of Alex in the 2017 movie Dunkirk?""]",yes,yes
"[""Did Fionn Whitehead not feature in the 2017 movie Dunkirk?""]",no,yes
"[""In the 2017 movie Dunkirk, did Aneurin Barnard portray the character Gibson?""]",yes,yes
"[""Did Fionn Whitehead play the role of Colonel Winnant in the 2017 movie Dunkirk?""]",no,no
"[""Were Fionn Whitehead and James D'Arcy part of the cast in the 2017 movie Dunkirk?""]",yes,yes
"[""Was Fionn Whitehead not a part of the cast in the 2017 movie Dunkirk?""]",no,yes
"[""Did both Fionn Whitehead and Barry Keoghan play roles in the 2017 movie Dunkirk?""]",yes,yes
"[""Was Fionn Whitehead not a part of the cast in the 2017 movie Dunkirk?""]",no,yes
"[""In the 2017 movie Dunkirk, did Kenneth Branagh play the role of Commander Bolton?""]",yes,no
"""Did Fionn Whitehead not play a role in the 2017 movie Dunkirk?""",no,yes
"""Were both Fionn Whitehead and Cillian Murphy part of the cast in the movie Dunkirk released in 2017?""",yes,yes
"""In the 2017 movie Dunkirk, was Tom Hardy cast in the role of Fortis Leader (voice)?""",no,yes
"""Does Tom Hardy play a character in the cast of the movie Dunkirk, released in 2017?""",yes,yes
"[""Did Michael Caine not voice the character of Fortis Leader in the 2017 movie Dunkirk?""]",no,no
"[""Did Michael Caine provide the voice for the character Fortis Leader in the movie Dunkirk released in 2017?""]",yes,yes
"[""Did Elliott Tittensor play the role of Highlander 2 in the 2017 movie Dunkirk?""]",no,no
"[""Are both Elliott Tittensor and Highlander 2 mentioned in the context of the cast of the movie Dunkirk released in 2017?""]",yes,no
"[""In the 2017 movie Dunkirk, was Will Attenborough not a part of the cast and did he not portray the character of Second Lieutenant?""]",no,no
"[""In the movie Dunkirk released in 2017, did Will Attenborough play the character of Second Lieutenant?""]",yes,no
,,0.5416666666666666
