Question,Answer,LLAMA_response
"[""Did Topher Grace portray a character other than Getty in the 2014 movie Interstellar?""]",no,yes
"[""Is Topher Grace's character, Getty, introduced as Murph's colleague and love interest in the 2014 movie Interstellar?""]",yes,no
"[""In the 2014 movie Interstellar, is Getty portrayed as an enemy of Murph?""]",no,yes
"[""In the 2014 film Interstellar, does the character Getty have a professional and romantic relationship with Murph?""]",yes,yes
"[""Was David Gyasi's character in the 2014 movie 'Interstellar' a low-ranking NASA member?""]",no,yes
"[""Did David Gyasi play the character of Professor Romilly, a high-ranking NASA member and an Endurance crew member, in the 2014 movie 'Interstellar'?""]",yes,yes
"""In the 2014 movie 'Interstellar', were Dr. Mann and Professor Romilly not part of the NASA crew sent to an icy planet during the Lazarus program?""",no,yes
"""In the movie 'Interstellar' released in 2014, were both Dr. Mann and Professor Romilly introduced as members of the NASA crew sent to an icy planet during the Lazarus program?""",yes,yes
"[""Did Topher Grace portray the character of Getty in the 2014 movie Interstellar?""]",yes,yes
"[""In the 2014 movie Interstellar, was Topher Grace's character, Getty, unrelated to Murph?""]",no,yes
"""Did Dr. Mann and Getty have no association in the Lazarus program together in the 2014 movie 'Interstellar'?""",no,no
"""In the 2014 movie 'Interstellar', is Dr. Mann associated with Getty through their involvement in the Lazarus program?""",yes,yes
"[""Did Josh Stewart play a human character in the 2014 movie 'Interstellar'?""]",no,no
"[""Was Josh Stewart the voice of CASE in the 2014 movie 'Interstellar'?""]",yes,no
"[""Did Leah Cairns play the character of Lois, Tom's wife, in the 2014 movie 'Interstellar'?""]",yes,no
"[""In the 2014 movie 'Interstellar', was Lois, Tom's wife, portrayed by an actor other than Leah Cairns?""]",no,yes
"""In the 2014 movie 'Interstellar', did David Oyelowo play the role of a school principal?""",yes,no
"""In 'Interstellar' released in 2014, was David Oyelowo's character a student?""",no,yes
"""In the 2014 movie Interstellar, did Collette Wolfe play the character of a teacher named Ms. Hanley?""",yes,yes
"""In the 2014 movie Interstellar, did Collette Wolfe play the character of an astronaut?""",no,yes
"""Did Francis X. McCarthy play the character 'farmer Boots' in the 2014 movie 'Interstellar'?""",yes,no
"""Did Francis X. McCarthy play the lead role in the 2014 movie 'Interstellar'?""",no,no
"[""Did William Devane not play a character referred to as Williams in the 2014 movie Interstellar?""]",no,yes
"[""In the context of the movie Interstellar released in 2014, is William Devane's character referred to as Williams and also a member of NASA?""]",yes,yes
"""Did Elyes Gabel portray the character of Cooper Station Administrator in the 2014 movie Interstellar?""",yes,yes
"""Was Elyes Gabel's character in the 2014 movie Interstellar named 'Murphy Cooper'?""",no,yes
"""In the 2014 movie 'Interstellar', did Jeff Hephner play the role of a villain?""",no,no
"""Did Jeff Hephner portray the character of the Cooper Station Doctor in the 2014 film 'Interstellar'?""",yes,no
,,0.42857142857142855
