Question,Answer,LLAMA_response
"[""Was the script for 'Pirates of the Caribbean: The Curse of the Black Pearl' (2003) never rewritten?""]",no,yes
"[""Was Stuart Beattie brought in by Disney to rewrite the script of 'Pirates of the Caribbean: The Curse of the Black Pearl' in March 2002 due to his knowledge of piracy?""]",yes,yes
"[""Was the script for 'Pirates of the Caribbean: The Curse of the Black Pearl' (2003) not based on the Pirates of the Caribbean ride created by Walt Disney Studios executives in 2001?""]",no,yes
"[""Was the script for 'Pirates of the Caribbean: The Curse of the Black Pearl' (2003) based on the Pirates of the Caribbean ride created by Walt Disney Studios executives in 2001?""]",yes,yes
"[""Was Elizabeth not held for ransom in the production of the movie 'Pirates of the Caribbean  The Curse of the Black Pearl' released in 2003?""]",no,yes
"[""In the production of the movie 'Pirates of the Caribbean  The Curse of the Black Pearl' released in 2003, was Elizabeth being held for ransom?""]",yes,yes
"[""Was Will Turner a prison guard in 'Pirates of the Caribbean: The Curse of the Black Pearl' released in 2003 who initially in 2001 released Sparrow to rescue Elizabeth?""]",no,yes
"[""Does the character Will Turner have a connection with a prison guard in the context of the movie 'Pirates of the Caribbean: The Curse of the Black Pearl' released in 2003?""]",yes,yes
"[""Is it accurate to say that in the 2003 film 'Pirates of the Caribbean: The Curse of the Black Pearl', Captain Blackheart did not hold Elizabeth for ransom during the movie's production?""]",no,yes
"[""In the movie 'Pirates of the Caribbean: The Curse of the Black Pearl' released in 2003, was Elizabeth held for ransom by Captain Blackheart in the production?""]",yes,yes
"[""Is it accurate to say that in the 2003 film 'Pirates of the Caribbean: The Curse of the Black Pearl', Will Turner released Sparrow in 2002 to rescue Elizabeth?""]",no,yes
"[""In the movie 'Pirates of the Caribbean: The Curse of the Black Pearl' released in 2003, did Will Turner release Sparrow to rescue Elizabeth initially in 2001?""]",yes,yes
"[""Was the movie 'Pirates of the Caribbean: The Curse of the Black Pearl' released in 2003 directed by Gore Verbinski because he was repelled by the idea of using modern technology?""]",no,yes
"[""Did director Gore Verbinski sign on to direct the 2003 movie 'Pirates of the Caribbean: The Curse of the Black Pearl' because he was attracted to the idea of using modern technology to resurrect a genre that had disappeared after the Golden Age of Hollywood?""]",yes,yes
"[""Did the box-office success of 'The Country Bears' in 2002 lead to the production of 'Pirates of the Caribbean: The Curse of the Black Pearl' in 2003?""]",no,no
"[""Was the production of 'Pirates of the Caribbean: The Curse of the Black Pearl' in 2003 influenced by the box-office failure of 'The Country Bears' in 2002?""]",yes,yes
"[""Was the book 'DisneyWar' not mentioned in the 2003 film 'Pirates of the Caribbean: The Curse of the Black Pearl'?""]",yes,yes
"[""Was 'Eisner' mentioned in the book 'DisneyWar' that has a connection to the production context of the 2003 movie 'Pirates of the Caribbean: The Curse of the Black Pearl'?""]",no,yes
"""Did Eisner and Bruckheimer have no involvement in a conversation about theme park adaptations for the 2003 movie 'Pirates of the Caribbean  The Curse of the Black Pearl'?""",no,yes
"""Did Eisner and Bruckheimer discuss theme park adaptations in the production of the 2003 movie 'Pirates of the Caribbean  The Curse of the Black Pearl'?""",yes,yes
"""Was the script for 'Pirates of the Caribbean: The Curse of the Black Pearl' not being discussed during its 2003 production?""",no,yes
"""Was the script for 'Pirates of the Caribbean: The Curse of the Black Pearl' being discussed during its 2003 production?""",yes,yes
"[""Did the 2003 movie 'Pirates of the Caribbean: The Curse of the Black Pearl' originally have no subtitle, despite protests?""]",no,yes
"[""Is 'The Curse of the Black Pearl' the subtitle of the 2003 movie 'Pirates of the Caribbean'?""]",yes,yes
"[""Is the 'Black Pearl' in the 2003 movie 'Pirates of the Caribbean: The Curse of the Black Pearl' not related to the pirates' curse?""]",no,yes
"[""Is the 'Black Pearl' a ship in the 2003 movie 'Pirates of the Caribbean: The Curse of the Black Pearl'?""]",yes,yes
"""In the 2003 movie 'Pirates of the Caribbean: The Curse of the Black Pearl', did Depp find the script conventional and focused on finding treasure?""",no,yes
"""In 'Pirates of the Caribbean: The Curse of the Black Pearl' released in 2003, did Depp find the script quirky and unique because it focused on returning treasure and the mutiny had already taken place?""",yes,yes
"""In the 2003 movie 'Pirates of the Caribbean: The Curse of the Black Pearl', did Johnny Depp portray his character in the same manner as the traditional Errol Flynn type character played by Bloom?""",no,yes
"""In the production of the 2003 movie 'Pirates of the Caribbean: The Curse of the Black Pearl', did Johnny Depp surprise the cast and crew by portraying his character in a different manner than the traditional Errol Flynn type character?""",yes,yes
"""Did Johnny Depp base his performance in the 2003 movie 'Pirates of the Caribbean: The Curse of the Black Pearl' on Keith Richards without any research on 18th-century pirates?""",no,yes
