Question,Answer
Did Tom Alter play a significant role in the movie *Asambhav*?,No.
Is 'Asambhav' considered an action genre film?,Yes
Did Arjun Rampal work in the movie 'Asambhav'?,Yes.
Was Aishwarya Rai the heroine in the first Indian movie to be graded digitally on Luster?,Yes.
Did Priyanka Chopra star in the first Indian movie to be graded digitally on Luster?,Yes.
Did Naseeruddin Shah play a role in the movie 'Asambhav'?,Yes.
Did the movie 'Asambhav' receive critical acclaim?,No
Was the movie 'Asambhav' filmed in Switzerland?,Yes
Is 'Asambhav' the first Indian movie to be graded digitally on Luster while featuring no stunts?,No.
Was 'luster' used in the production of the movie that was released in September 2003?,Yes.
Was 'Asambhav' the first Indian movie to be graded digitally on Luster?,Yes
Was 'digitalisation' a significant aspect of the movie 'Asambhav'?,Yes.
