Question,Answer
Did Amit Mishra contribute to the soundtrack of the song 'selfish' in the movie?,No.
Did Jonita Gandhi contribute to the soundtrack of the song 'selfish' in the movie?,No.
Did Sreerama Chandra sing the song 'selfish' in the movie?,No.
Is Raja Kumari a singer featured in the song 'selfish' from the movie 'Race 3'?,No.
Is 'ek galti' a song composed by Pritam for the movie 'Race 3'?,Yes.
Is Mika Singh featured in the soundtrack of 'heeriye' from Race 3?,No
Is Iulia Vantur a singer featured in the soundtrack of 'Heeriye' from Race 3?,No.
Is the song 'race 3 mashup' part of the soundtrack that includes 'heeriye'?,Yes.
Is 'allah duhai hai' also part of the soundtrack of 'Race 3'?,Yes.
Is 'ek galti' part of the soundtrack of 'Race 3'?,Yes.
Is 'Race 3 Mashup' a song included in the soundtrack of 'saansain hui dhuan dhuan'?,Yes.
Is 'Allah Du Hai Hai' composed by Pritam?,Yes.
Is 'Ek Galti' composed by Pritam?,Yes
Is 'Race 3 Mashup' part of the soundtrack that includes 'I Found Love'?,Yes.
Is 'Allah Du Hai Hai' composed by Pritam?,Yes.
Is 'Ek Galti' composed by Pritam?,Yes
Is 'Race 3 Mashup' part of the soundtrack that includes 'I Found Love'?,Yes.
Is 'allah duhai hai' also sung by Salman Khan?,No.
Is 'ek galti' sung by Salman Khan?,No
Is the song 'saansain hui dhuan dhuan' part of the 'Race 3 mashup'?,No.
Is 'selfish (original composition by pritam)' part of the soundtrack for the movie 'Race 3'?,Yes.
