Question & Options,Correct Answer
"Who collaborated with Bittoo on starting a new wedding-planning venture called Shaadi Mubarak?
Options:
A. Bittoo
B. Shruti
C. Ravi
D. Neha",Shruti
"Who is engaged to Shruti in the movie?
Options:
A. Bittoo
B. Shruti's fiance
C. Amit
D. Rahul",Shruti's fiance
"Which character in 'Band Baaja Baaraat' celebrated a successful wedding and later reverted to old ways?
Options:
A. Bittoo
B. Shruti
C. Ravi
D. Neha",Shruti
"Who is engaged to Shruti in the context of their relationship dynamics during the wedding celebration?
Options:
A. Bittoo
B. Shruti
C. Shruti's fiance
D. The wedding planner",Shruti's fiance
"Who experienced resentment towards Bittoo's treatment and ultimately ended their partnership in the business?
Options:
A. Bittoo
B. Shruti
C. Aditi
D. Ravi",Shruti
"Who is engaged to Shruti, leading Bittoo to realize his true feelings for her during a wedding celebration?
Options:
A. Bittoo
B. Shruti
C. Shruti's fiance
D. None of the above",Shruti's fiance
"Who got married after planning a wedding for a wealthy client in *Band Baaja Baaraat*?
Options:
A. Bittoo
B. Shruti
C. The wealthy client
D. Shaadi Mubarak",Shruti
"Who is Shruti engaged to in the movie 'Band Baaja Baaraat'?
Options:
A. Bittoo
B. Shruti's fiance
C. Shaadi Mubarak
D. A wealthy client",Shruti's fiance
"Who decided to partner with Shruti instead of returning home to work as a farmer?
Options:
A. Shruti
B. Bittoo
C. Ravi
D. Nikhil",Bittoo
"Who did Bittoo decide to partner with instead of returning home to work as a farmer?
Options:
A. Shruti
B. Employer
C. Raj
D. Ravi",Shruti
"Which character decided to partner with Shruti instead of returning home to work as a farmer?
Options:
A. Bittoo
B. Shruti
C. Ravi
D. Raj",Bittoo
"Who felt unimpressed but decided to partner with Shruti instead of returning home to work as a farmer?
Options:
A. Shruti
B. Bittoo
C. Ravi
D. Neha",Bittoo
"Who offered a large contract for a wedding celebration being held at a palace in Rajasthan in *Band Baaja Baaraat*?
Options:
A. Bittoo
B. Shruti
C. Wealthy Client
D. Farmer",Wealthy Client
"Who decided to partner with Shruti instead of returning home to work as a farmer?
Options:
A. Bittoo
B. Shruti
C. A wealthy client
D. Shaadi Mubarak",Bittoo
