Question & Options,Correct Answer
"Who is the father of Lucky, whose family is disturbed due to his remarriage?
Options:
A. babul awasthi (news reporter)
B. lucky
C. jani (lucky's father)
D. auntie",jani (lucky's father)
"Who is known to collaborate with Lucky in stealing activities?
Options:
A. babul awasthi (news reporter)
B. lucky
C. bengali (lucky's friend)
D. police officer",bengali (lucky's friend)
"Who was the target of Lucky's theft attempt in Mumbai?
Options:
A. Lucky
B. Babul Awasthi
C. A news anchor
D. A police officer",Babul Awasthi
"Who did Lucky seek advice from on how to enter a house with a guard dog?
Options:
A. babul awasthi (news reporter)
B. lucky
C. dr handa
D. the guard dog",dr handa
"Who is the lover that Lucky goes out of town with to avoid the police after stealing from Babul Awasthi's house?
Options:
A. Babul Awasthi
B. Lucky
C. Sonal
D. Mumbai",Sonal
"Who is Lucky's father in the movie 'Oye Lucky! Lucky Oye!'?
Options:
A. Bengali
B. Lucky
C. Jani
D. Lucky's Mother",Jani
"Who is known to collaborate with Lucky in stealing activities and is also a friend of Lucky?
Options:
A. Bengali
B. Lucky's friend
C. Lucky
D. Bengali's friend",Bengali
"Who is the news reporter that Lucky tries to steal from but ultimately faces consequences due to his actions?
Options:
A. Bengali
B. Lucky
C. Babul Awasthi
D. Inspector",Babul Awasthi
"Who provides Lucky with advice on how to enter a house with a guard dog?
Options:
A. Bengali
B. Lucky
C. Dr Handa
D. Amit",Dr Handa
"Who is Lucky's lover that he goes out of town with to avoid the police?
Options:
A. Bengali
B. Lucky
C. Sonal
D. Babul Awasthi",Sonal
"Who is described as a normal thief by news reporter Babul Awasthi in the movie 'Oye Lucky! Lucky Oye!'?
Options:
A. news reporter
B. lucky
C. jani (lucky's father)
D. Babul Awasthi",lucky
"Who collaborates with Lucky in stealing activities in the movie 'Oye Lucky! Lucky Oye!'?
Options:
A. news reporter
B. Babul Awasthi
C. bengali (Lucky's friend)
D. a police officer",bengali (Lucky's friend)
"Who labeled Lucky as a normal thief in the movie 'Oye Lucky! Lucky Oye!'?
Options:
A. A common citizen
B. A police officer
C. A news reporter
D. A friend",A news reporter
"Who does Lucky seek advice from on how to enter a house with a guard dog?
Options:
A. news reporter
B. Dr Handa
C. Babul Awasthi
D. a guard dog trainer",Dr Handa
"Who is Lucky's lover that he goes out of town with to avoid the police?
Options:
A. news reporter
B. Babul Awasthi
C. Sonal
D. lucky",Sonal
