Question,Answer
Does prabha narayan have feelings for prabha narayan?,Yes
Does Prabha Narayan fall in love at first sight with herself?,No
Does Prabha Narayan fall in love at first sight with someone who is all that Arun is not?,Yes
Does Prabha Narayan have feelings for herself in the movie?,No
Does Prabha Narayan fall in love with someone who is confident and boastful?,Yes
Does Prabha Narayan fall in love with Arun?,Yes
Does Prabha Narayan fall in love with Arun?,Yes
Does prabha narayan fall in love at first sight with arun?,Yes
Does Prabha Narayan have feelings for herself in the movie?,No
Does Prabha Narayan have feelings for herself in *Chhoti Si Baat*?,No.
Does prabha narayan fall in love with arun?,Yes
Does Prabha Narayan fall in love at first sight with herself in *Chhoti Si Baat*?,Yes.
Does Prabha Narayan fall in love at first sight with Arun?,Yes.
Does Prabha Narayan fall in love with Arun?,Yes
Does Prabha Narayan fall in love with Arun?,Yes
Does Prabha Narayan fall in love with Arun?,Yes
Is Prabha Narayan a serious rival for Nagesh Shastri's attention?,Yes
Is Prabha Narayan someone who Nagesh Shastri is not?,Yes.
Is Nagesh Shastri all that Arun is not?,Yes
Is Prabha Narayan someone who Nagesh Shastri can offer a ride to?,Yes
Is Nagesh Shastri a confident and boastful character in comparison to Arun in *Chhoti Si Baat*?,Yes.
Is Nagesh Shastri all that Arun is not?,Yes
Is Nagesh Shastri all that Arun is not?,Yes
Is Nagesh Shastri assertive while Arun is timid?,Yes.
Is Prabha Narayan a serious rival for the attention of Nagesh Shastri?,Yes
Is Prabha Narayan attracted to Nagesh Shastri despite his contrasting personality to Arun?,Yes.
Is Nagesh Shastri all that Arun is not?,Yes
Is Prabha Narayan someone who could potentially receive a ride from Nagesh Shastri?,Yes
Is Nagesh Shastri all that Arun is not?,Yes
Is Nagesh Shastri all that Arun is not?,Yes
Is Nagesh Shastri all that Arun is not?,Yes
Is Nagesh Shastri all that Arun is not?,Yes
Is Prabha Narayan a serious rival for Nagesh Shastri's attention?,Yes.
Is Prabha Narayan a serious rival for Nagesh Shastri's attention?,Yes.
Is Nagesh Shastri confident and boastful while Arun is besieged with self-doubt?,Yes
Does Nagesh Shastri have the confidence to offer Prabha Narayan a ride?,Yes
Is Nagesh Shastri confident and boastful in *Chhoti Si Baat*?,Yes.
Is Nagesh Shastri confident and boastful while Arun is besieged with self-doubt?,Yes
Is Nagesh Shastri confident and boastful compared to Arun?,Yes.
Is Nagesh Shastri confident and boastful while Arun is besieged with self-doubt?,Yes.
Is Prabha Narayan a serious rival for Nagesh Shastri's attention?,Yes.
Is Prabha Narayan attracted to Nagesh Shastri despite his confident nature?,Yes
Is Nagesh Shastri confident and boastful like Arun?,No
Does Nagesh Shastri offer Prabha Narayan a ride on his scooter?,Yes.
Is Nagesh Shastri confident and boastful in comparison to Arun?,Yes
Is Nagesh Shastri confident and boastful in comparison to Arun?,Yes.
Is Nagesh Shastri confident and boastful in comparison to Arun?,Yes
Is Nagesh Shastri confident and assertive compared to Arun?,Yes
Is Prabha Narayan attracted to Nagesh Shastri despite his smoothness?,Yes.
Is Prabha Narayan attracted to Nagesh Shastri despite his awkwardness?,Yes
Is Nagesh Shastri smooth while Arun is awkward?,Yes
Is Prabha Narayan offered rides by Nagesh Shastri in the movie?,Yes.
Is Nagesh Shastri smooth compared to Arun?,Yes
Is Nagesh Shastri smooth in comparison to Arun?,Yes
Is Nagesh Shastri smooth compared to Arun?,Yes
Is Nagesh Shastri smooth in comparison to Arun?,Yes
Is Prabha Narayan a serious rival for Nagesh Shastri's attention?,Yes.
Is Prabha Narayan attracted to Nagesh Shastri despite his smoothness compared to Arun's awkwardness?,Yes.
Is Nagesh Shastri characterized as smooth in contrast to Arun's awkwardness?,Yes
Is Nagesh Shastri smooth while Prabha Narayan is awkward?,No
Is Nagesh Shastri smooth and confident compared to Arun?,Yes
Is Nagesh Shastri smooth in comparison to Arun?,Yes
Is Nagesh Shastri smooth compared to Arun?,Yes
Is Nagesh Shastri smooth compared to Arun in *Chhoti Si Baat*?,Yes.
Is Prabha Narayan a serious rival for Nagesh Shastri's attention?,Yes
Is Prabha Narayan a serious rival for Nagesh Shastri's attention?,Yes.
Is Nagesh Shastri street-smart while Arun is naïve?,Yes
Is Nagesh Shastri street-smart in his interactions with Prabha Narayan?,Yes.
Is Nagesh Shastri confident and street-smart in comparison to Arun in *Chhoti Si Baat*?,Yes
Is Nagesh Shastri street-smart compared to Arun?,Yes
Is Nagesh Shastri street-smart in comparison to Arun?,Yes
Is Nagesh Shastri street-smart in comparison to Arun?,Yes
Is Prabha Narayan attracted to Nagesh Shastri despite his street-smart nature?,Yes.
Is Prabha Narayan attracted to Nagesh Shastri despite his street-smart nature?,Yes
Is Nagesh Shastri street-smart in comparison to Arun?,Yes
Is Nagesh Shastri street-smart in comparison to Prabha Narayan?,Yes
Is Nagesh Shastri street-smart compared to Arun?,Yes.
