Question,Answer
Is Bitti's understanding of her real identity connected to Vidrohi in *Bareilly Ki Barfi*?,Yes
Is Pritam Vidrohi involved in a plan that affects Bitti's chances with Chirag?,Yes.
Does Bitti have a correspondence relationship with herself?,No
Does Bitti end up marrying Chirag in *Bareilly Ki Barfi*?,Yes.
Is Chirag's real identity related to the author Vidrohi in a way that is concealed from others?,Yes
Is Chirag's real identity hidden from Bitti in order to manipulate his relationship with Pritam Vidrohi?,Yes.
Is Chirag's true identity hidden from Bitti in *Bareilly Ki Barfi*?,Yes
Is Bitti unaware of Chirag's real identity in *Bareilly Ki Barfi*?,Yes.
Is Pritam Vidrohi's relationship with the author Vidrohi based on initial misunderstandings?,Yes
Is Pritam Vidrohi's relationship with Bitti based on initial shock and misunderstanding?,Yes.
Does Pritam Vidrohi have a complicated relationship with Bitti?,Yes
Does Pritam Vidrohi have a romantic relationship with Bitti?,No
Does Chirag's resignation from his relationship with Bitti affect his connection with the author Vidrohi?,Yes.
Does Chirag's resignation from his relationship with Bitti affect his relationship with Pritam Vidrohi?,Yes
Does Chirag ultimately resign to the fact that Bitti will not be his anymore?,Yes
Is the relationship between Chirag and Bitti one of love in *Bareilly Ki Barfi*?,Yes
Is Vidrohi the real author behind the story that Pritam and Bitti are involved with?,Yes
Does Pritam Vidrohi have a complicated relationship with Pritam in the context of Bitti's feelings?,Yes
Is Bitti in love with Pritam in the movie *Bareilly Ki Barfi*?,No
Does Pritam have a romantic connection with Bitti in *Bareilly Ki Barfi*?,No
Is Vidrohi the real identity of Chirag in the movie Bareilly Ki Barfi?,Yes
Do Chirag and Pritam Vidrohi both end up in happy marriages in *Bareilly Ki Barfi*?,Yes.
Do Chirag and Bitti end up happily married in Bareilly Ki Barfi?,Yes
Do Chirag and Bitti end up happily married in Bareilly Ki Barfi?,Yes
Does Bitti develop a growing fondness for Vidrohi (the author)?,Yes
Does Bitti have a growing fondness for Pritam Vidrohi in the story?,Yes
Does Bitti develop a growing fondness for herself in *Bareilly Ki Barfi*?,Yes
Does Bitti end up marrying Pritam Vidrohi?,Yes
Does Bitti develop a growing fondness for Vidrohi (the author)?,Yes.
Does Bitti have a growing fondness for Pritam Vidrohi?,Yes
Does Bitti develop a growing fondness for herself throughout the story?,Yes
Does Bitti end up marrying Pritam Vidrohi in Bareilly Ki Barfi?,Yes
Is the author Vidrohi actually Chirag in *Bareilly Ki Barfi*?,Yes.
Is there a manipulative relationship between Chirag and Pritam Vidrohi?,Yes
Does Chirag accept that Bitti will not be his anymore?,Yes
Does Chirag end up marrying Bitti in the movie Bareilly Ki Barfi?,Yes.
Is the author Vidrohi's true identity related to Chirag's deceptive plans in the movie?,Yes
Is there a malignment relationship between Chirag and Pritam Vidrohi?,Yes.
Does Chirag accept that Bitti will not be his anymore?,Yes
Did Chirag end up marrying Bitti in Bareilly Ki Barfi?,Yes.
"Is Bitti engaged to Vidrohi, the author?",No
Is Bitti's engagement announcement related to Pritam Vidrohi?,Yes
Is Bitti ultimately free to choose her own path despite the relationships around her?,Yes
