Question,Answer
Did Prasoon Joshi collaborate with Mehra on the film?,Yes.
Did Milkha Singh's son have any involvement in the production of the movie?,Yes
Was Abhishek Bachchan initially preferred for the lead role in *Bhaag Milkha Bhaag*?,Yes
Was Akshay Kumar initially preferred for the lead role in the movie?,Yes.
Did Hrithik Roshan turn down a film offered by Mehra?,Yes.
Did Aamir Khan turn down a role that was ultimately offered to Mehra in the film?,Yes.
Did Ranveer Singh turn down a role that was offered to him in a film produced by Mehra?,Yes.
Did Farhan Akhtar receive the lead role in the movie after meeting Mehra?,Yes
Is Rakeysh Omprakash Mehra's alias associated with the film 'Bhaag Milkha Bhaag'?,Yes.
Is 'Milkha Singh's story' based on real-life events?,Yes
Did Milkha Singh prefer Abhishek Bachchan for the lead role in the movie?,No
Did Milkha Singh himself prefer Akshay Kumar over Mehra for the lead role?,Yes.
