Question & Options,Correct Answer
"In the movie 'Slumdog Millionaire' (2008), which of the following statements are true regarding the character Jamal Malik?
Options:
A. A. Dev Patel plays the role of Jamal Malik.
B. B. Jamal Malik is a wealthy businessman.
C. C. Jamal Malik was born and raised in poverty.
D. D. Jamal Malik participates in a television quiz show.","A, C, D"
"In the movie 'Slumdog Millionaire' (2008), which of the following statements about Freida Pinto's character are true?
Options:
A. A) Freida Pinto plays the character Latika.
B. B) Latika is a wealthy girl who never faces hardships.
C. C) Latika disappears from Jamal's life for several years.
D. D) Jamal spends years searching for Latika.","A, C, D"
"In the movie 'Slumdog Millionaire' (2008), which of the following statements about the characters portrayed by Madhur Mittal and Salim Malik are correct?
Options:
A. Madhur Mittal plays the role of Jamal's elder brother.
B. Salim Malik is portrayed as a supporting character in the film.
C. Madhur Mittal and Salim Malik are the same character.
D. The character played by Madhur Mittal is named Salim Malik.","Madhur Mittal plays the role of Jamal's elder brother., The character played by Madhur Mittal is named Salim Malik."
"In the movie 'Slumdog Millionaire' (2008), which of the following statements about the characters played by Anil Kapoor and Prem Kumar are true?
Options:
A. A. Anil Kapoor plays the role of a game show host.
B. B. Prem Kumar is a contestant on the game show.
C. C. Anil Kapoor was originally intended to be played by Shah Rukh Khan.
D. D. Anil Kapoor and Prem Kumar are the same character.","A, C"
"In the movie 'Slumdog Millionaire' (2008), which of the following statements about Irrfan Khan's character are true?
Options:
A. A. Irrfan Khan plays the role of a police inspector.
B. B. The police inspector is a major antagonist in the film.
C. C. Irrfan Khan's character helps the protagonist during his interrogation.
D. D. The police inspector is a comedic character.","A, B, C"
"In the movie 'Slumdog Millionaire' (2008), which of the following statements are true regarding the characters portrayed by Saurabh Shukla and the police constable Srinivas?
Options:
A. A. Saurabh Shukla plays the role of Police Constable Srinivas.
B. B. Police Constable Srinivas is a character who assists in the main storyline.
C. C. Saurabh Shukla is known for his role in a romantic comedy.
D. D. The character of Police Constable Srinivas is involved in questioning the main character.","A, B, D"
"In the movie 'Slumdog Millionaire' (2008), which of the following statements about the characters portrayed by Mahesh Manjrekar and Javed Khan are true?
Options:
A. A. Mahesh Manjrekar plays the role of a crime boss.
B. B. Javed Khan is a character in 'Slumdog Millionaire'.
C. C. Mahesh Manjrekar portrays Javed Khan, the crime boss.
D. D. Javed Khan is portrayed by Mahesh Manjrekar.","A, C"
Error parsing question,Error parsing answer
"In the movie 'Slumdog Millionaire' (2008), which of the following statements are true regarding the characters played by Irrfan Khan and Mahesh Manjrekar?
Options:
A. Irrfan Khan played a Police Inspector.
B. Mahesh Manjrekar portrayed a crime boss named Javed Khan.
C. Javed Khan is a police officer.
D. The police department is monitoring Javed Khan.","Irrfan Khan played a Police Inspector., Mahesh Manjrekar portrayed a crime boss named Javed Khan., The police department is monitoring Javed Khan."
"In the movie 'Slumdog Millionaire' (2008), which of the following statements are true regarding the characters played by Ankur Vikal and Mahesh Manjrekar?
Options:
A. A. Ankur Vikal played the role of Maman, a rival crime boss.
B. B. Mahesh Manjrekar portrayed a police officer.
C. C. Maman is involved in child kidnapping.
D. D. Both characters are criminal leaders in different groups.","A, C, D"
"In the movie 'Slumdog Millionaire' (2008), which of the following statements about the characters played by Rajendranath Zutshi and Irrfan Khan are true?
Options:
A. Rajendranath Zutshi portrayed a millionaire show producer.
B. Irrfan Khan played the role of a wealthy businessman.
C. Irrfan Khan's character collaborated with Rajendranath Zutshi's character.
D. Rajendranath Zutshi's character was involved in the police investigation.","Rajendranath Zutshi portrayed a millionaire show producer., Irrfan Khan's character collaborated with Rajendranath Zutshi's character."
"In the movie 'Slumdog Millionaire' (2008), which of the following statements are true regarding the characters played by Mia Drake Inderbitzin and Irrfan Khan?
Options:
A. Adele, played by Mia Drake Inderbitzin, is an American tourist.
B. Irrfan Khan portrays a Police Inspector.
C. Adele is involved in criminal activities.
D. The characters are related as criminals sometimes target tourists.","Adele, played by Mia Drake Inderbitzin, is an American tourist.; Irrfan Khan portrays a Police Inspector.; The characters are related as criminals sometimes target tourists."
"In the movie 'Slumdog Millionaire' (2008), which of the following statements are true regarding the characters played by Siddhesh Patil and Irrfan Khan?
Options:
A. A. Siddhesh Patil played the role of a blind beggar named Arvind.
B. B. Irrfan Khan portrayed a Police Inspector.
C. C. The characters are involved in a romantic relationship.
D. D. The characters are connected through the theme of crime targeting helpless individuals.","A, B, D"
"In the movie 'Slumdog Millionaire' (2008), which of the following statements about the characters played by Shruti Seth and Irrfan Khan are true?
Options:
A. A. Shruti Seth played a Call Center Instructor.
B. B. Irrfan Khan played a Police Inspector.
C. C. The characters are unrelated to any criminal activities.
D. D. Call center employees can be targeted by criminals.","A, B, D"
"In the movie 'Slumdog Millionaire' (2008), which of the following statements about the cast members Arfi Lamba and Anjum Sharma are correct?
Options:
A. Arfi Lamba played the role of Bardi.
B. Anjum Sharma played the role of a contestant.
C. Both characters work in a call center.
D. Anjum Sharma portrayed a call center operator.","Arfi Lamba played the role of Bardi., Both characters work in a call center., Anjum Sharma portrayed a call center operator."
