Question & Options,Correct Answer
"In the movie 'Interstellar' (2014), which of the following statements about the character Getty, portrayed by Topher Grace, are correct?
Options:
A. A) Getty is Murph's colleague.
B. B) Getty is Murph's love interest.
C. C) Getty is a scientist working on the mission.
D. D) Getty is introduced in the context of Murph's professional life.","A, B, D"
"In the movie 'Interstellar' (2014), which of the following statements about the relationship between Murph and Getty are true?
Options:
A. A. Getty is Murph's colleague.
B. B. Getty is Murph's love interest.
C. C. Getty is Murph's mentor.
D. D. Getty helps Murph in her scientific endeavors.","A, B, D"
"In the movie 'Interstellar' (2014), which of the following statements about the character played by David Gyasi and Professor Romilly are correct?
Options:
A. David Gyasi plays a character who is a high-ranking NASA member.
B. Professor Romilly is a member of the Endurance crew.
C. David Gyasi's character is known for being a scientist in the film.
D. Professor Romilly is the main protagonist of the movie.","David Gyasi plays a character who is a high-ranking NASA member., Professor Romilly is a member of the Endurance crew., David Gyasi's character is known for being a scientist in the film."
"In the movie 'Interstellar' (2014), which of the following statements are true regarding the characters Dr. Mann and Professor Romilly?
Options:
A. A. Both Dr. Mann and Professor Romilly are part of the NASA crew.
B. B. Dr. Mann is known for his optimistic approach to space exploration.
C. C. Professor Romilly is introduced as a member of the Lazarus program.
D. D. Both characters are sent to an icy planet during the Lazarus program.","A, C, D"
"In the movie 'Interstellar' (2014), which of the following statements are true regarding the character Getty portrayed by Topher Grace?
Options:
A. A) Getty is Murph's colleague.
B. B) Getty is Murph's love interest.
C. C) Getty is a scientist working on NASA's mission.
D. D) Getty is a supporting character in Murph's life.","A, B, D"
"In the movie 'Interstellar' (2014), which characters are associated through their involvement in the Lazarus program?
Options:
A. Dr. Mann
B. Getty
C. Murph
D. Cooper","Dr. Mann, Getty"
"In the movie 'Interstellar' (2014), which of the following statements about the cast are true regarding Josh Stewart's role?
Options:
A. A. Josh Stewart provided the voice for the character CASE.
B. B. Josh Stewart played a leading role in the film.
C. C. CASE is a robot character in the movie.
D. D. Josh Stewart was involved in the film's production.","A, C"
"In the movie 'Interstellar' (2014), which of the following statements are true regarding Leah Cairns and her character Lois?
Options:
A. A) Leah Cairns plays the character Lois.
B. B) Lois is identified as Tom's wife.
C. C) Leah Cairns is a main character in 'Interstellar'.
D. D) Lois is a scientist working on the mission.","A, B"
"In the movie 'Interstellar' (2014), which character is portrayed by David Oyelowo?
Options:
A. A. A school principal
B. B. A scientist
C. C. An astronaut
D. D. A teacher",A. A school principal
"In the movie 'Interstellar' (2014), which of the following statements are true about the character played by Collette Wolfe?
Options:
A. A. Collette Wolfe plays a teacher named Ms. Hanley.
B. B. Ms. Hanley is a scientist working on space exploration.
C. C. Collette Wolfe's character is involved in educating children.
D. D. Ms. Hanley is a minor character with no significant role.","A, C"
"In the movie 'Interstellar' (2014), which character is portrayed by Francis X. McCarthy?
Options:
A. Farmer Boots
B. Dr. Brand
C. Murph
D. Professor Brand",Farmer Boots
"In the movie 'Interstellar' (2014), which of the following statements about William Devane's character is true?
Options:
A. A. William Devane plays a character named Williams.
B. B. Williams is a member of NASA.
C. C. William Devane's character is the main protagonist.
D. D. Williams is involved in space exploration.","A, B, D"
"In the movie 'Interstellar' (2014), which of the following statements are true regarding the character played by Elyes Gabel?
Options:
A. A. Elyes Gabel plays the role of Cooper Station Administrator.
B. B. Elyes Gabel is the main protagonist of the film.
C. C. Elyes Gabel's character is involved in the management of Cooper Station.
D. D. Elyes Gabel does not appear in 'Interstellar' (2014).","A, C"
"In the movie 'Interstellar' (2014), which character is portrayed by Jeff Hephner?
Options:
A. Cooper Station Doctor
B. Murph Cooper
C. Professor Brand
D. Tom Cooper",Cooper Station Doctor
