Question,Answer
"[""In the movie 'Son of the Mask 2005', does Loki ignore his father Odin's advice and refuses to take responsibility for his actions?""]",no
"[""In the movie 'Son of the Mask 2005', does Odin tell Loki to take responsibility for his actions?""]",yes
"[""Is the real mask in the movie 'Son of the Mask 2005' found by a cat named Otis who belongs to Tim Avery?""]",no
"[""In the movie 'Son of the Mask 2005', does the dog named Otis, who belongs to Tim Avery, find the real mask in a river?""]",yes
"[""Does Alvey use his powers to help Tim in their relationship in the movie 'Son of the Mask 2005'?""]",no
"[""Is there a father-son relationship between Alvey and Tim in the movie 'Son of the Mask 2005'?""]",yes
"[""In the movie 'Son of the Mask 2005', does Otis succeed in getting rid of Alvey using the mask's powers?""]",no
"[""In the plot of 'Son of the Mask 2005', is there a relationship between Otis and Alvey, where Otis tries to use the mask's powers against Alvey but fails?""]",yes
"[""Does Loki ignore Alvey in the movie 'Son of the Mask 2005'?""]",no
"[""Is there a confrontation between Loki and Tim over the mask in the movie 'Son of the Mask 2005'?""]",yes
"[""In the movie 'Son of the Mask 2005', did Tim impress his boss Moss during a pitch?""]",no
"[""In the movie 'Son of the Mask 2005', was Tim fired by his boss Moss?""]",yes
"""In the plot of 'Son of the Mask 2005', does Daniel Moss discourage Tim's cartoon idea after being invigorated by Tim's performance?""",no
"""In the movie 'Son of the Mask 2005', does the plot involve Daniel Moss inspiring Tim's cartoon idea after being invigorated by Tim's performance?""",yes
"""In the plot of 'Son of the Mask 2005', does Alvey have no relationship with Odin?""",no
"""In 'Son of the Mask 2005', is Alvey born with the same powers as the mask, which alerts Odin?""",yes
"[""Does Tim in 'Son of the Mask 2005' use a sword to face off against Loki in a fight?""]",no
"[""In 'Son of the Mask 2005', is the mask an object that helps Tim become the Mask and face off against Loki in a fight?""]",yes
