Question,Answer
"[""Did Robert Downey Jr. refuse to star in 'Dolittle 2020'?""]",no
"[""Was Robert Downey Jr. cast to star in 'Dolittle 2020' in March 2017?""]",yes
"[""Was Harry Collett cast in 'The Voyage of Doctor Dolittle' in November 2020?""]",no
"[""Was Harry Collett cast in 'Dolittle 2020' in December?""]",yes
"[""Did Jim Broadbent not participate in the production of Dolittle 2020?""]",no
"[""Was Jim Broadbent cast in the production of Dolittle 2020?""]",yes
"[""Did Antonio Banderas join the cast of 'Dolittle 2020' in March 2018?""]",no
"[""Was Antonio Banderas added to the live-action cast of 'Dolittle 2020' in February 2018?""]",yes
"[""Was Antonio Banderas not included in the live-action cast of Dolittle 2020 along with Michael Sheen?""]",no
"[""Was Michael Sheen added to the live-action cast of Dolittle 2020 in February 2018?""]",yes
"[""Did Tom Holland refuse to voice an animal in the movie 'Dolittle 2020'?""]",no
"[""Was Tom Holland cast to voice an animal in the movie 'Dolittle 2020' in February 2018?""]",yes
"[""Did Emma Thompson refuse to voice an animal in the movie 'Dolittle 2020'?""]",no
"[""Was Emma Thompson cast to voice an animal in 'Dolittle 2020' in February 2018?""]",yes
"[""Did Ralph Fiennes refuse to voice an animal in the movie Dolittle 2020?""]",no
"[""Was Ralph Fiennes cast to voice an animal in the production of Dolittle 2020?""]",yes
"[""Did Selena Gomez play a human character in the movie 'Dolittle 2020'?""]",no
"[""Was Selena Gomez cast to voice an animal character in the movie 'Dolittle 2020'?""]",yes
"[""Did Kumail Nanjiani sign on for a voice role in 'The Voyage of Doctor Dolittle' in 2020?""]",no
"[""Did Kumail Nanjiani sign on for a voice role in 'The Voyage of Doctor Dolittle' in March 2019?""]",yes
"[""Did Octavia Spencer decline a voice role in 'Dolittle 2020'?""]",no
"[""Did Octavia Spencer sign on for a voice role in 'Dolittle 2020' in March 2019?""]",yes
"[""Did John Cena refuse to participate in the production of Dolittle 2020?""]",no
"[""Did John Cena sign on for a voice role in the production of Dolittle 2020 in March 2019?""]",yes
"[""Did Rami Malek refuse to take a voice role in 'Dolittle 2020'?""]",no
"[""Did Rami Malek sign on for a voice role in 'Dolittle 2020' in March 2019?""]",yes
"Did Craig Robinson sign on for a voice role in ""The Voyage of Doctor Dolittle"" in April 2019?",no
"Did Craig Robinson sign on for a voice role in ""Dolittle 2020"" in March 2019?",yes
"[""Did Marion Cotillard refuse a voice role in 'Dolittle 2020'?""]",no
"[""Did Marion Cotillard sign on for a voice role in 'Dolittle 2020' in March 2019?""]",yes
"[""Did Frances de la Tour refuse to sign on for a voice role in 'Dolittle 2020'?""]",no
"[""Did Frances de la Tour sign on for a voice role in 'Dolittle 2020' in March 2019?""]",yes
"[""Did Carmen Ejogo refuse a voice role in the movie Dolittle 2020?""]",no
"[""Did Carmen Ejogo sign on for a voice role in the movie Dolittle 2020 in March 2019?""]",yes
"[""Did the title of the movie 'Dolittle 2020' remain as 'The Voyage of Doctor Dolittle' throughout its production?""]",no
"[""Was the title of the movie 'Dolittle 2020' changed from 'The Voyage of Doctor Dolittle' to simply 'Dolittle' during its production?""]",yes
"Did Seth Rogen and Neighbors co-writer Brendan O'Brien remain committed to the project of ""Dolittle 2020""?",no
"Before ""Dolittle 2020"", did Universal approach Seth Rogen and Neighbors co-writer Brendan O'Brien to add comedy to the film?",yes
"""Did the inspiration for the Dr. Dolittle character in 'Dolittle 2020' come from an Italian physician named William Price?""",no
"""Is the character Dr. Dolittle in 'Dolittle 2020' inspired by a Welsh neo-pagan physician named William Price?""",yes
"""Did the inspiration for the Dr. Dolittle character in 'Dolittle 2020' come from a Welsh neo-pagan physician named William Price, who was not a neo-druidist?""",no
"""In the production of 'Dolittle 2020', was the inspiration for the Dr. Dolittle character drawn from a Welsh neo-pagan physician named William Price, who was a neo-druidist?""",yes
"[""Did Sia perform an old song for the end credits of the movie 'Dolittle 2020'?""]",no
"[""Did Sia perform a new song, 'Original', for the end credits of the movie 'Dolittle 2020'?""]",yes
"[""Did Hans Zimmer compose the film's score for Dolittle 2020?""]",no
"[""Is it true that Danny Elfman composed the film's score for Dolittle 2020?""]",yes
