Question,Answer
"Is ""Dum Laga Ke Haisha"" a Hollywood movie released in 2015?",NO
"Is ""Dum Laga Ke Haisha"" a Bollywood movie released in 2015?",YES
"Is the story of the movie ""Dum Laga Ke Haisha"" set in a location other than Haridwar in the year 2015?",NO
"Is Haridwar a significant location in the movie ""Dum Laga Ke Haisha"" released in 2015?",YES
"Is the story of the movie ""Dum Laga Ke Haisha"" set in a location other than Rishikesh in 2015?",NO
"Is the story of the movie ""Dum Laga Ke Haisha"" set in Rishikesh in 2015?",YES
"Is ""Dum Laga Ke Haisha"" a movie that was entirely shot outside of Haridwar and Rishikesh in 2015?",NO
"Was ""Dum Laga Ke Haisha"" filmed in the twin temple towns of Haridwar and Rishikesh in 2015?",YES
Was the script of Dum Laga Ke Haisha written after the movie was released in 2015?,NO
Was the script of Dum Laga Ke Haisha written before its release in 2015?,YES
Was Bhumi Pednekar not selected for the female lead in the movie Dum Laga Ke Haisha released in 2015?,NO
"Did Bhumi Pednekar play the female lead in Dum Laga Ke Haisha, which was released in 2015?",YES
Did Bhumi Pednekar lose weight after being selected for the female lead in Dum Laga Ke Haisha in 2015?,NO
Did Bhumi Pednekar gain weight for her role in Dum Laga Ke Haisha in 2015?,YES
