Question,Answer
"Did the movie ""Bajirao Mastani"" released in 2015 receive no accolades?",NO
"Did the movie ""Bajirao Mastani"" released in 2015 receive any accolades?",YES
"Did the movie ""Bajirao Mastani"" receive no accolades in the year 2015?",NO
"Did ""Bajirao Mastani"" receive any accolades in the year 2015?",YES
"Did the movie ""Bajirao Mastani"" win less than 7 awards at the 63rd National Film Awards in 2015?",NO
"Did ""Bajirao Mastani"" win the Best Director award at the 63rd National Film Awards in 2015?",YES
Did Tanvi Azmi win the Best Supporting Actress award for her performance in the movie Bajirao Mastani in 2015?,NO
Did Tanvi Azmi receive accolades for her role in Bajirao Mastani in 2015?,YES
"Did Ranveer Singh win the Best Actor award for his performance in ""Bajirao Mastani"" in 2015?",NO
"Did Ranveer Singh receive accolades for his role in ""Bajirao Mastani"" in 2015?",YES
"Did the movie ""Bajirao Mastani"" win any awards at the 14th Asian Film Awards in 2015?",NO
"Did ""Bajirao Mastani"" receive nominations at the 14th Asian Film Awards in 2015?",YES
"Did the movie ""Bajirao Mastani"" win the award for Best Special Effects at the 14th Asian Film Awards in 2015?",NO
"Did ""Bajirao Mastani"" receive any accolades for its special effects in 2015?",YES
