Question,Answer
"Was the principal photography for the movie ""Super 30"" in 2019 conducted at a location other than Ramnagar Fort?",NO
"Did the production of ""Super 30"" in 2019 involve converting part of Ramnagar Fort to resemble the Super 30 institute?",YES
Was Hrithik Roshan the only actor in the movie Super 30 released in 2019?,NO
Did Mrunal Thakur star alongside Hrithik Roshan in the movie Super 30 released in 2019?,YES
"Was the movie ""Super 30"" released in 2019 filmed entirely in Sambhar Lake Town?",NO
"Did ""Super 30"" (2019) feature Kota, Rajasthan and Jaipur as locations in its production?",YES
"Was the set for Patna city of Bihar created in Patna itself for the movie ""Super 30"" released in 2019?",NO
"Was a set erected in Mumbai to recreate Patna city of Bihar for the movie ""Super 30"" released in 2019?",YES
"Was ""Super 30"" filmed at Banaras Hindu University in 2019?",NO
"Did ""Super 30"" have a shooting location in Varanasi in 2019?",YES
"Did Nandish Sandhu play the role of Hrithik Roshan's older brother in the movie ""Super 30"" released in 2019?",NO
"Is Nandish Sandhu a television actor who made his film debut in the movie ""Super 30"" released in 2019?",YES
"Was the filming for the movie ""Super 30"" completed after September 2018?",NO
"Did the filming for ""Super 30"" complete in September 2018?",YES
