Question,Answer
"Is Rizvan Khan the young son of Mandira Rathod in the movie ""My Name Is Khan"" released in 2010?",NO
"Is Sam a character in the movie ""My Name Is Khan"" released in 2010?",YES
"In the movie ""My Name Is Khan"" released in 2010, did Sam and Reese remain friends throughout the story?",NO
"In the movie ""My Name Is Khan"" released in 2010, did the relationship between Sam and Reese change from friends to enemies?",YES
"In the movie ""My Name Is Khan"" released in 2010, does Mandira believe that Rizvan is responsible for Sam's death because of his surname Khan?",NO
"In the movie ""My Name Is Khan"" released in 2010, does Mandira tell Rizvan to leave and insinuate that their marriage is over?",YES
"Did Rizvan from ""My Name Is Khan"" successfully meet President George W. Bush in 2010?",NO
"Does Rizvan embark on a road trip to meet President George W. Bush in ""My Name Is Khan"" released in 2010?",YES
"Did Rizvan befriend Joel in the movie ""My Name Is Khan"" released in 2010 without helping him from a bike injury?",NO
"Does Rizvan earn the trust of Mama Jenny after befriending Joel in the movie ""My Name Is Khan"" released in 2010?",YES
"In the movie ""My Name Is Khan"" released in 2010, did faisal rehman promote peaceful teachings from the hadith?",NO
"In the movie ""My Name Is Khan"" released in 2010, did faisal rehman inspire his followers to enact violent rhetoric from a mosque in Los Angeles?",YES
"In the movie ""My Name Is Khan"" released in 2010, does Rizvan support Faisal Rehman's violent rhetoric?",NO
"In the movie ""My Name Is Khan"" released in 2010, does Rizvan confront Faisal Rehman about his violent rhetoric?",YES
"In the movie ""My Name Is Khan"" released in 2010, does Rizvan claim to be a terrorist in front of President Bush?",NO
"In the movie ""My Name Is Khan"" released in 2010, does Rizvan publicly identify himself as not being a terrorist in front of President Bush?",YES
"Did Rizvan report Faisal to the FBI in the movie ""My Name Is Khan"" released in 2010?",NO
"Is Rizvan detained and interrogated by the FBI due to a misinterpretation of his statement in the movie ""My Name Is Khan"" released in 2010?",YES
"Did Rizvan in ""My Name Is Khan"" (2010) fail to prove his innocence with the help of Indian student reporters Raj and Komal?",NO
"Did Indian student reporters Raj and Komal assist Rizvan in proving his innocence in ""My Name Is Khan"" (2010)?",YES
"Did Rizvan ignore the news of Wilhelmina being struck by a hurricane in the movie ""My Name Is Khan"" released in 2010?",NO
"Does Rizvan return to Georgia to help Mama Jenny and Joel after hearing about the hurricane in the movie ""My Name Is Khan"" released in 2010?",YES
"Did Reese reveal the identities of the boys who killed Sam to Mandira in the movie ""My Name Is Khan"" released in 2010?",NO
"Does Reese confess to Mandira about his knowledge of what happened to Sam in the movie ""My Name Is Khan"" released in 2010?",YES
"In the movie ""My Name Is Khan"" released in 2010, does Mandira assist Rizvan in confessing to her about his knowledge of Sam's murder?",NO
"In the movie ""My Name Is Khan"" released in 2010, does Mandira inform Detective Garcia with Rizvan's help after he reveals the identities of the boys who killed Sam?",YES
"In the movie ""My Name Is Khan"" released in 2010, did Rizvan have a positive relationship with Reese, one of the boys who killed Sam?",NO
"In the movie ""My Name Is Khan"" released in 2010, did Rizvan reveal the identities of the boys who killed Sam to Mandira?",YES
"In the movie ""My Name Is Khan"" released in 2010, did faisal rehman's follower stab Rizvan without any accusations?",NO
"In the movie ""My Name Is Khan"" released in 2010, did faisal rehman's follower accuse Rizvan of being a traitor to Islam before stabbing him?",YES
"Does president-elect Barack Obama meet Rizvan in the movie ""My Name Is Khan"" released in 2010 and acknowledge his non-terrorist identity?",NO
"Is it true that in the movie ""My Name Is Khan"" released in 2010, president-elect Barack Obama meets Rizvan and acknowledges his non-terrorist identity, following Mandira's lead?",YES
