Question,Answer
Did Shankar–Ehsaan–Loy compose the soundtrack and background score for the movie Dil Chahta Hai released in 2001?,NO
"Is it true that the soundtrack of Dil Chahta Hai, released in 2001, was composed by Shankar–Ehsaan–Loy?",YES
Did Javed Akhtar write the lyrics for all nine songs in Dil Chahta Hai released in 2001?,NO
Did Javed Akhtar write the lyrics for six of the nine songs in Dil Chahta Hai released in 2001?,YES
Did Udit Narayan perform vocals for none of the songs in the movie Dil Chahta Hai released in 2001?,NO
Did Alka Yagnik perform vocals for some of the songs in the movie Dil Chahta Hai released in 2001?,YES
Did Udit Narayan perform vocals for all the songs in Dil Chahta Hai released in 2001?,NO
Did Caralisa Monteiro perform vocals for some of the songs in Dil Chahta Hai released in 2001?,YES
Did Srinivas perform vocals for some of the songs in the movie Dil Chahta Hai released in 2001?,NO
Is Shaan one of the artists who performed vocals for some of the songs in the movie Dil Chahta Hai released in 2001?,YES
Did Kavita Krishnamurthy perform vocals for some of the songs in the movie Dil Chahta Hai released in 2001?,NO
Did Mahadevan perform vocals for some of the songs in the movie Dil Chahta Hai released in 2001?,YES
Did Clinton Cerejo perform vocals for some of the songs in the movie Dil Chahta Hai released in 2001?,NO
Is KK one of the artists who performed vocals for some of the songs in the movie Dil Chahta Hai released in 2001?,YES
"Did Harvey perform the lead vocals for all the songs in ""Dil Chahta Hai"" released in 2001?",NO
"Did Sonu Nigam perform vocals for some of the songs in ""Dil Chahta Hai"" released in 2001?",YES
Did a. r. rahman accept the offer for composing the soundtrack and background score for Dil Chahta Hai in 2001?,NO
Did a. r. rahman decline the offer for composing the soundtrack and background score for Dil Chahta Hai in 2001 due to date issues?,YES
