Question,Answer
"Is Amitabh Bachchan not portraying the character Debraj Sahai in the movie ""Black"" released in 2005?",NO
"Does Amitabh Bachchan portray the character Debraj Sahai in the movie ""Black"" released in 2005?",YES
"Does Rani Mukerji play a character other than Michelle McNally in the movie ""Black"" released in 2005?",NO
"Is Rani Mukerji portraying Michelle McNally in the movie ""Black"" released in 2005?",YES
"Does Shernaz Patel play a different character in the movie ""Black"" released in 2005?",NO
"Is Catherine ""Kathy"" McNally a character portrayed by Shernaz Patel in the movie ""Black"" released in 2005?",YES
"Does Dhritiman Chatterjee play the character Paul McNally in the movie ""Black"" released in 2005?",NO
"Is Paul McNally a character portrayed by Dhritiman Chatterjee in the film ""Black"" from 2005?",YES
"Is Nandana Sen the character Sarah McNally in the movie ""Black"" released in 2005?",NO
"Does Nandana Sen portray the character Sarah McNally in the movie ""Black"" released in 2005?",YES
"Is Mahava the character played by Mrs. Gomes in the movie ""Black"" released in 2005?",NO
"Does Mahabanoo Mody-Kotwal portray Mrs. Nair in the movie ""Black"" released in 2005?",YES
"Is the character Mrs. Nair played by someone other than Mahabanoo Mody-Kotwal in the movie ""Black"" released in 2005?",NO
"Is Mahabanoo Mody-Kotwal the actress who portrays Mrs. Nair in the movie ""Black"" released in 2005?",YES
"Does Kenny Desai play a different character other than Dr. Mehta in the movie ""Black"" released in 2005?",NO
"Is Kenny Desai the actor who portrays Dr. Mehta in the movie ""Black"" released in 2005?",YES
"Did Khursheed Khurody play a role in the movie ""Black"" released in 2005 as a chef?",NO
"Is Khursheed Khurody depicted as a pianist at Sarah's wedding in the movie ""Black"" released in 2005?",YES
"Does Shehnaz Anand play a role other than a teacher in the movie ""Black"" released in 2005?",NO
"Is Shehnaz Anand a teacher in the movie ""Black"" released in 2005?",YES
"In the movie ""Black"" released in 2005, are the characters of trustees played by only one actor?",NO
"In the movie ""Black"" released in 2005, do both Zul Vellani and Kamal Adip play the characters of trustees?",YES
