Question,Answer
Did Sandeep Chowta compose the film score for Om Shanti Om in 2007?,NO
Is the soundtrack of Om Shanti Om associated with Sandeep Chowta in 2007?,YES
Were the original songs in Om Shanti Om composed by someone other than Vishal–Shekhar in 2007?,NO
Did Vishal–Shekhar compose the original songs featured in Om Shanti Om in 2007?,YES
Did Javed Akhtar write the music for Om Shanti Om in 2007?,NO
Did Javed Akhtar write some of the lyrics for the original songs in Om Shanti Om released in 2007?,YES
"Did Kumaar write all the lyrics for the soundtrack of ""Om Shanti Om"" released in 2007?",NO
"Did Kumaar contribute to the lyrics of the songs in ""Om Shanti Om"" released in 2007?",YES
Did Vishal Dadlani compose the entire soundtrack for the movie Om Shanti Om released in 2007?,NO
Did Vishal Dadlani contribute to the soundtrack of Om Shanti Om released in 2007?,YES
Did KK provide vocals for the songs in the soundtrack of Om Shanti Om released in 2007?,NO
Did KK work on the original soundtrack of Om Shanti Om in 2007?,YES
"Did Sukhwinder Singh not contribute to the original soundtrack of ""Om Shanti Om"" released in 2007?",NO
"Did Sukhwinder Singh contribute to the original soundtrack of ""Om Shanti Om"" released in 2007?",YES
"Did Marianne sing all the songs in the original soundtrack of ""Om Shanti Om"" released in 2007?",NO
"Did Marianne lend her voice to one or more songs in the original soundtrack of ""Om Shanti Om"" released in 2007?",YES
Did another person named Nisha sing for the original soundtrack of Om Shanti Om released in 2007?,NO
Is it true that another person named Nisha sang for the original soundtrack of Om Shanti Om released in 2007?,YES
Did the original soundtrack of Om Shanti Om released in 2007 feature vocals by Caralisa Monteiro?,NO
Is it true that one or more songs in the original soundtrack of Om Shanti Om released in 2007 featured vocals by Caralisa Monteiro?,YES
"Does the soundtrack of ""Om Shanti Om"" released in 2007 feature vocals by Shaan?",NO
"Is Shaan one of the vocalists in the soundtrack of ""Om Shanti Om"" released in 2007?",YES
Did Udit Narayan sing in the soundtrack of any other movie released in 2007 besides Om Shanti Om?,NO
Did Udit Narayan lend his voice to the soundtrack of Om Shanti Om released in 2007?,YES
"Did Shreya Ghoshal contribute to the soundtrack of ""Om Shanti Om"" released in 2007?",NO
"Is Shreya Ghoshal one of the vocalists in the ""Om Shanti Om"" soundtrack released in 2007?",YES
Did Sunidhi Chauhan sing for the original soundtrack of Om Shanti Om released in 2007?,NO
Is Sunidhi Chauhan a well-known singer who contributed to the soundtrack of Om Shanti Om in 2007?,YES
"Is Rahat Fateh Ali Khan the only vocalist contributing to the soundtrack of ""Om Shanti Om"" released in 2007?",NO
"Does the soundtrack of ""Om Shanti Om"" released in 2007 include contributions from Rahat Fateh Ali Khan?",YES
"Did Richa Sharma sing all the songs in the soundtrack of ""Om Shanti Om"" released in 2007?",NO
"Did Richa Sharma lend her voice to one or more songs in the original soundtrack of ""Om Shanti Om"" released in 2007?",YES
"Did anyone other than Abhijeet Bhattacharya contribute to the original soundtrack of ""Om Shanti Om"" released in 2007?",NO
"Did Abhijeet Bhattacharya contribute to the original soundtrack of ""Om Shanti Om"" released in 2007?",YES
"Does the soundtrack of ""Om Shanti Om"" from 2007 feature music exclusively produced by DJ Aqeel?",NO
"Is DJ Aqeel known for mixing songs in the soundtrack of ""Om Shanti Om"" released in 2007?",YES
Did DJ G work on the soundtrack of Om Shanti Om released in 2007?,NO
Is DJ G credited for working on some songs in the original soundtrack of Om Shanti Om released in 2007?,YES
Did Kiran Karnath perform vocals in the soundtrack of the movie Om Shanti Om released in 2007?,NO
Are there songs in the soundtrack of Om Shanti Om released in 2007 that feature Kiran Karnath's vocals?,YES
Did Jackie V contribute to the soundtrack of Om Shanti Om released in 2007?,NO
Is it true that another person named Jackie V contributed to the original soundtrack of Om Shanti Om released in 2007?,YES
"Did the soundtrack of ""Om Shanti Om"" released in 2007 not feature Nikhil 'nikh' D'Souza in any capacity?",NO
"Was Nikhil 'nikh' D'Souza involved in the mixing or beats of the soundtrack for ""Om Shanti Om"" released in 2007?",YES
Did Nikhil Paul George write all the songs in the original soundtrack of Om Shanti Om released in 2007?,NO
Did Nikhil Paul George contribute to the original soundtrack of Om Shanti Om released in 2007?,YES
Did the original soundtrack of Om Shanti Om released in 2007 feature lyrics by someone other than Vijay Pushkarna?,NO
Did the original soundtrack of Om Shanti Om released in 2007 include songs with lyrics by Vijay Pushkarna?,YES
Did Kumaar write the screenplay for the movie Om Shanti Om released in 2007?,NO
Did Kumaar contribute to the original soundtrack of Om Shanti Om released in 2007?,YES
