Question,Answer
Does Farhan Akhtar not portray the character of Aditya Shroff (Adi) in the movie Rock On!! released in 2008?,NO
Is Farhan Akhtar the actor who plays Aditya Shroff (Adi) in the movie Rock On!! released in 2008?,YES
"Did Arjun Rampal play a different character in the movie ""Rock On!!"" released in 2008?",NO
"Is Joseph Mascarenhas (Joe) a character played by Arjun Rampal in the movie ""Rock On!!"" released in 2008?",YES
"Did Purab Kohli play a character other than Kedar Zaveri / Killer Drummer ""KD"" in the movie ""Rock On!!"" released in 2008?",NO
"Is Kedar Zaveri / Killer Drummer ""KD"" a character portrayed by Purab Kohli in the movie ""Rock On!!"" released in 2008?",YES
"Did Luke Kenny play a different character than Rob Nancy in the movie ""Rock On!!"" released in 2008?",NO
"Is Luke Kenny the actor who essays the role of Rob Nancy in the movie ""Rock On!!"" released in 2008?",YES
"Is Prachi Desai not playing the role of Sakshi Shroff, wife of Aditya Shroff in the movie Rock On!! released in 2008?",NO
"Does Prachi Desai portray Sakshi Shroff, the wife of Aditya Shroff in the movie Rock On!! released in 2008?",YES
"Did Shahana Goswami play the character of Debbie Mascarenhas in the movie ""Rock On!!"" released in 2008?",NO
"Is Shahana Goswami the actress who portrays Debbie Mascarenhas in the movie ""Rock On!!"" from 2008?",YES
Is Koel Purie not seen as Devika in the movie Rock On!! released in 2008?,NO
Is Koel Purie portrayed as Devika in the movie Rock On!! released in 2008?,YES
Does Dalip Tahil play a character other than Bajaj in the movie Rock On!! released in 2008?,NO
Is Dalip Tahil's character named Bajaj in the movie Rock On!! released in 2008?,YES
Is Suraj Jagan not seen as Ajay in the movie Rock On!! released in 2008?,NO
Is Suraj Jagan portrayed as Ajay in the movie Rock On!! released in 2008?,YES
"Does Monica Dogra play a fictional character in the movie ""Rock On!!"" released in 2008?",NO
"Is Monica Dogra playing herself (Shaair) in the movie ""Rock On!!"" released in 2008?",YES
"Did Nicolette Bird play a character other than Tanya in the movie ""Rock On!!"" released in 2008?",NO
"Is Tanya a character played by Nicolette Bird in the movie ""Rock On!!"" released in 2008?",YES
"Is Anu Malik portrayed as a fictional character in the movie ""Rock On!!"" released in 2008?",NO
"Does Anu Malik appear as himself in the movie ""Rock On!!"" released in 2008?",YES
"Did Jameel Khan play a character other than Tolani in the movie ""Rock On!!"" released in 2008?",NO
"Is Jameel Khan the actor who portrays Tolani in the movie ""Rock On!!"" released in 2008?",YES
"Is Jonathan Horovitz depicted as a travel writer in the movie ""Rock On!!"" released in 2008?",NO
"Does the movie ""Rock On!!"" released in 2008 feature Jonathan Horovitz as a travel writer?",YES
