Question,Answer
"Is R. Madhavan playing the role of Nikhil Agarwal in the movie ""Mumbai Meri Jaan"" released in 2008?",NO
"Does R. Madhavan play a character in the movie ""Mumbai Meri Jaan"" released in 2008?",YES
"Is Irrfan Khan playing the role of Thomas in the movie ""Mumbai Meri Jaan"" released in 2008?",NO
"Does Irrfan Khan star in the movie ""Mumbai Meri Jaan"" released in 2008?",YES
"Is Paresh Rawal playing the role of Tukaram Patil in the movie ""Mumbai Meri Jaan"" released in 2008?",NO
"Does Paresh Rawal play a character in the movie ""Mumbai Meri Jaan"" released in 2008?",YES
"Is kay kay menon playing the role of suresh in the movie ""Mumbai Meri Jaan"" released in 2008?",NO
"Is suresh a character portrayed by kay kay menon in the movie ""Mumbai Meri Jaan"" released in 2008?",YES
"Is rio kapadia playing the role of rensil in the movie ""Mumbai Meri Jaan"" released in 2008?",NO
"Is rensil a character in the movie ""Mumbai Meri Jaan"" released in 2008?",YES
"Is ayesha raza mishra playing the role of sejal agarwal in the movie ""Mumbai Meri Jaan"" released in 2008?",NO
"Is sejal agarwal played by ayesha raza mishra in the movie ""Mumbai Meri Jaan"" released in 2008?",YES
"Is Vibhavari Deshpande playing the role of Archana Kadam in the movie ""Mumbai Meri Jaan"" released in 2008?",NO
"Is Archana Kadam played by Vibhavari Deshpande in the movie ""Mumbai Meri Jaan"" released in 2008?",YES
"Is Sachin Pathak playing the role of Guddu in the movie ""Mumbai Meri Jaan"" released in 2008?",NO
"Is Guddu a character in the movie ""Mumbai Meri Jaan"" released in 2008?",YES
"Is Santosh Juvekar playing the role of Ashok in the movie ""Mumbai Meri Jaan"" released in 2008?",NO
"Is Ashok a character in the movie ""Mumbai Meri Jaan"" released in 2008?",YES
"Is Kavin Dave playing the role of Zandu in the movie ""Mumbai Meri Jaan"" released in 2008?",NO
"Does Kavin Dave play a character in the movie ""Mumbai Meri Jaan"" released in 2008?",YES
"Is Rajesh Bhosle playing the role of Manya in the movie ""Mumbai Meri Jaan"" released in 2008?",NO
"Is Manya a character in the movie ""Mumbai Meri Jaan"" released in 2008?",YES
"Is saksham dayama playing the role of yusuf in the movie ""Mumbai Meri Jaan"" released in 2008?",NO
"Is yusuf a character in the movie ""Mumbai Meri Jaan"" released in 2008?",YES
"Does Sameer Dharmadhikari play the role of Ajay Pradhan in the movie ""Mumbai Meri Jaan"" released in 2008?",NO
"Is Ajay Pradhan a character portrayed by Sameer Dharmadhikari in the movie ""Mumbai Meri Jaan"" released in 2008?",YES
"Does Vineet Sharma play the role of a reporter in the movie ""Mumbai Meri Jaan"" released in 2008?",NO
"Is Vineet Sharma a character in the movie ""Mumbai Meri Jaan"" released in 2008?",YES
"Is Bakul Patel playing the role of Harry Shah in the movie ""Mumbai Meri Jaan"" released in 2008?",NO
"Is Harry Shah played by Bakul Patel in the movie ""Mumbai Meri Jaan"" released in 2008?",YES
"Is Sameer Bapat playing the role of a character named Sameer in the movie ""Mumbai Meri Jaan"" released in 2008?",NO
"Is Sameer Bapat a character in the movie ""Mumbai Meri Jaan"" released in 2008?",YES
"Is Smita Jaykar playing the role of Sejal's mother in the movie ""Mumbai Meri Jaan"" released in 2008?",NO
"Does Smita Jaykar appear in the movie ""Mumbai Meri Jaan"" released in 2008?",YES
"Does Shri Vallabh Vyas play the role of the drug addict girl's father in the movie ""Mumbai Meri Jaan"" released in 2008?",NO
"Is Shri Vallabh Vyas part of the cast in the movie ""Mumbai Meri Jaan"" released in 2008?",YES
"Is Prinal Oberoi playing the role of Anusha in the movie ""Mumbai Meri Jaan"" released in 2008?",NO
"Is Anusha a character in the movie ""Mumbai Meri Jaan"" released in 2008?",YES
"Is Upendra Sidhaye playing the role of a mall receptionist in the movie ""Mumbai Meri Jaan"" released in 2008?",NO
"Is Upendra Sidhaye a part of the cast in the movie ""Mumbai Meri Jaan"" released in 2008?",YES
"Is Narayani Shastri playing the role of Shweta in the movie ""Mumbai Meri Jaan"" released in 2008?",NO
"Is Shweta a character in the movie ""Mumbai Meri Jaan"" released in 2008?",YES
