Question,Answer
"Is the soundtrack of the movie ""Chhichhore"" from 2019 composed by someone other than Pritam?",NO
"Is the soundtrack of the movie ""Chhichhore"" from 2019 composed by Pritam?",YES
"Is the soundtrack of the movie ""Chhichhore"" released by a label other than T-Series in 2019?",NO
"Is the soundtrack of the movie ""Chhichhore"" labeled by T-Series in 2019?",YES
"Is the soundtrack of the movie ""Chhichhore"" released in 2019 in English?",NO
"Is the soundtrack of the movie ""Chhichhore"" released in 2019 in Hindi?",YES
Is the soundtrack of the movie Chhichhore from the year 2019 not a feature film soundtrack?,NO
Is the soundtrack of the movie Chhichhore from the year 2019 a feature film soundtrack?,YES
Did Arijit Singh perform in the movie Chhichhore released in 2019?,NO
"Is the song ""Woh Din"" performed by Arijit Singh part of the Chhichhore soundtrack released in 2019?",YES
"Did Arijit Singh perform the song ""Khairiyat"" in the movie ""Chhichhore"" released in 2019?",NO
"Is ""Khairiyat"" a song from the soundtrack of the movie ""Chhichhore"" released in 2019?",YES
Did KK4 perform in the movie Chhichhore released in 2019?,NO
"Is the song ""Kal Ki Hi Baat Hai"" from the Chhichhore soundtrack released in 2019 performed by KK4?",YES
"Did Nakash Aziz, Dev Negi, Antara Mitra, Amit Mishra, Sreerama Chandra, and Amitabh Bhattacharya perform in the soundtrack of Chhichhore released in 2019?",NO
"Is ""Fikar Not"" a song from the soundtrack of Chhichhore released in 2019?",YES
"Did Nakash Aziz, Manish J. Tipu, Geet Sagar, Sreerama Chandra, and Amitabh Bhattacharya perform in the soundtrack of Chhichhore released in 2019?",NO
"Is the song ""Control"" featured in the Chhichhore soundtrack released in 2019?",YES
Did Tushar Joshi perform in the movie Chhichhore released in 2019?,NO
"Is ""Woh Din"" a song performed by Tushar Joshi in the soundtrack of Chhichhore released in 2019?",YES
"Is the song ""khairiyat"" not released as a bonus track for the soundtrack of ""Chhichhore"" in 2019?",NO
"Was ""khairiyat"" released as a bonus track for the soundtrack of ""Chhichhore"" in 2019?",YES
