Question,Answer
"In the movie ""Veer-Zaara"" released in 2004, does Saamiya Siddiqui address the prisoner 786 by a name other than his real name?",NO
"In the movie ""Veer-Zaara"" released in 2004, does the prisoner reveal his true identity as Veer Pratap Singh after being addressed by Saamiya Siddiqui?",YES
"Is Zaara Hayaat Khan in love with Raza Shirazi in the movie ""Veer-Zaara"" released in 2004?",NO
"Is Zaara Hayaat Khan engaged to Raza Shirazi in the movie ""Veer-Zaara"" released in 2004?",YES
"In the movie ""Veer-Zaara"" released in 2004, does Veer Pratap Singh fail to rescue Zaara Hayaat Khan and help her complete her nanny's final wish?",NO
"In the movie ""Veer-Zaara"" released in 2004, does Veer Pratap Singh successfully rescue Zaara Hayaat Khan and help her complete her nanny's final wish?",YES
"In the movie ""Veer-Zaara"" released in 2004, does Veer Pratap Singh express his love for Zaara while being indifferent to her engagement with Raza Shirazi?",NO
"In the movie ""Veer-Zaara"" released in 2004, does Veer Pratap Singh confess his love for Zaara despite knowing she is engaged to Raza Shirazi?",YES
"In the movie ""Veer-Zaara"" released in 2004, does Zaara Hayaat Khan come from a low social standing in Lahore?",NO
"In the movie ""Veer-Zaara"" released in 2004, is Zaara Hayaat Khan of high standing in Lahore due to her political background?",YES
Does Zaara Hayaat Khan travel to India in the movie Veer-Zaara released in 2004 to fulfill her own desires?,NO
Is the reason for Zaara traveling to India in the movie Veer-Zaara released in 2004 related to fulfilling her nanny's final wish?,YES
"In the movie ""Veer-Zaara"" released in 2004, does the government of Pakistan decide to ignore unsolved cases pertaining to their Indian prisoners as a gesture of goodwill?",NO
"In the movie ""Veer-Zaara"" released in 2004, is Saamiya Siddiqui given the defense of prisoner 786?",YES
"In the movie ""Veer-Zaara"" released in 2004, does Saamiya address the prisoner by his real name, which leads him to reveal his true identity as Veer Pratap Singh?",NO
"Does the character Zaara Hayaat Khan play a significant role in the plot of ""Veer-Zaara"" released in 2004?",YES
Is Veer-Pratap Singh a pilot in the Indian Navy in the movie Veer-Zaara released in 2004?,NO
Is Veer-Pratap Singh an Indian Air Force pilot in the movie Veer-Zaara released in 2004?,YES
"In the movie ""Veer-Zaara"" released in 2004, does Veer fail to rescue Zaara in India after her bus meets with an accident?",NO
"In the movie ""Veer-Zaara"" released in 2004, does Veer successfully rescue Zaara in India after her bus meets with an accident?",YES
Does Veer-Zaara take Zaara Hayaat Khan to his village in India to celebrate the festival of Diwali in 2004?,NO
Does Veer-Zaara take Zaara Hayaat Khan to his village in India to celebrate the festival of Lohri in 2004?,YES
"Did Zaara and Veer have a happy ending in the movie ""Veer-Zaara"" released in 2004?",NO
"Do Zaara and Veer fall in love with each other while serving in the military in ""Veer-Zaara,"" which was released in 2004?",YES
"In the movie Veer-Zaara released in 2004, does Zaara willingly agree to marry Raza despite her feelings for Veer?",NO
"In Veer-Zaara released in 2004, is Zaara's marriage to Raza arranged by her father to further his political career?",YES
"Does Shabbo convince Veer to stay in the military instead of returning to Pakistan to be with Zaara in the movie ""Veer-Zaara"" released in 2004?",NO
"Does Shabbo secretly contact Veer to convince him to quit the military and return to Pakistan to be with Zaara in the movie ""Veer-Zaara"" released in 2004?",YES
"In the movie ""Veer-Zaara"" released in 2004, does Veer get arrested by the Pakistani police for being an Indian spy due to Raza's jealousy?",NO
"In the movie ""Veer-Zaara"" released in 2004, is the character Raza involved in the arrest of Veer by the Pakistani police?",YES
"In the movie ""Veer-Zaara"" released in 2004, does Raza successfully blackmail Veer into choosing imprisonment for life?",NO
"In the movie ""Veer-Zaara"" released in 2004, does Veer ultimately choose to walk free knowing that Raza will make Zaara's life a living hell?",YES
"In the movie ""Veer-Zaara"" released in 2004, does Veer ask Saamiya to mention Zaara while fighting his case?",NO
"In the movie ""Veer-Zaara"" released in 2004, does Veer believe that Zaara must be married by now?",YES
"In the movie ""Veer-Zaara"" released in 2004, does saamiya travel to Veer's village to find someone who can prove his true identity after hearing that he is presumed dead due to the bus falling off a cliff and killing all passengers?",NO
"In the movie ""Veer-Zaara"" released in 2004, is the character zaara involved in saamiya's journey to find out about Veer's true identity?",YES
"In the movie ""Veer-Zaara"" released in 2004, does Shabbo explain to Saamiya that Zaara is single?",NO
"In the movie ""Veer-Zaara"" released in 2004, does Shabbo inform Saamiya about Zaara being married to Veer?",YES
"Did Veer travel from India to Pakistan in the movie ""Veer-Zaara"" released in 2004 to find someone who could prove his true identity?",NO
"Is the plot of ""Veer-Zaara"" from the year 2004 centered around Veer traveling from India to Pakistan?",YES
"Did Zaara stay married to Raza after believing Veer had died in a bus accident in the movie ""Veer-Zaara"" released in 2004?",NO
"Did Shabbo help Zaara leave Pakistan and settle in Veer's village in India in the movie ""Veer-Zaara"" released in 2004?",YES
"Did Zaara and Shabbo stay in Pakistan after all of Zaara's parents, Veer's aunt, and uncle passed away in the movie ""Veer-Zaara"" released in 2004?",NO
