Question & Options,Correct Answer
"What are the relationships and roles of the characters in the context of *Chandni Bar*?
Options:
A. A) Mumtaz is a victim of communal riots and moves to Mumbai.
B. B) The police refuse to help Mumtaz because of their connections.
C. C) Abhay is ignored by the police due to his father's reputation.
D. D) All of the above",D) All of the above
"What roles do the characters play in the context of *Chandni Bar*?
Options:
A. A) Mumtaz's uncle is her only surviving family member.
B. B) The police are unhelpful to Mumtaz due to their connections.
C. C) Abhay is ignored by the police because of his father's reputation.
D. D) All of the above",D) All of the above
"Which characters in 'Chandni Bar' are affected by the actions or inactions of the police?
Options:
A. A) Mumtaz
B. B) Abhay
C. C) The uncle
D. D) All of the above","A) Mumtaz, B) Abhay"
"What roles do Mumtaz and Abhay play in relation to the police in *Chandni Bar*?
Options:
A. A) Mumtaz is a bar girl who seeks help from the police.
B. B) Abhay is unjustly ignored by the police because of his father's reputation.
C. C) The police are depicted as corrupt and dismissive of the characters' pleas.
D. D) Mumtaz is a police officer trying to help Abhay.","A) Mumtaz is a bar girl who seeks help from the police., B) Abhay is unjustly ignored by the police because of his father's reputation., C) The police are depicted as corrupt and dismissive of the characters' pleas."
"What roles do Mumtaz and Abhay play in relation to the police in *Chandni Bar*?
Options:
A. A) Mumtaz is a bar girl who seeks help from the police.
B. B) Abhay is the son of a notorious figure, which affects how the police treat him.
C. C) The police are sympathetic towards Mumtaz due to her situation.
D. D) The police ignore both Mumtaz's attempts for help and Abhay's pleas for innocence.","A) Mumtaz is a bar girl who seeks help from the police., D) The police ignore both Mumtaz's attempts for help and Abhay's pleas for innocence."
"What roles do the characters play in relation to Mumtaz's situation in the movie 'Chandni Bar'?
Options:
A. A) The police dismiss Mumtaz's claims.
B. B) Mumtaz receives emotional support from other dancers.
C. C) Abhay is ignored by the police due to his father's reputation.
D. D) All of the above",D) All of the above
"What are the challenges faced by Mumtaz and Abhay in *Chandni Bar*?
Options:
A. A) Mumtaz realizes the shared suffering of women at the bar.
B. B) The police dismiss Mumtaz's concerns because of their ties to influential figures.
C. C) Abhay's reputation leads the police to ignore his claims of innocence.
D. D) All of the above",D) All of the above
"Which characters in *Chandni Bar* are involved in the dynamics of power and influence?
Options:
A. A) Pottya Sawant
B. B) Mumtaz
C. C) Police
D. D) Abhay","A) Pottya Sawant, B) Mumtaz, C) Police"
"What are the roles and relationships of Mumtaz, the police, and Abhay in the context of the plot?
Options:
A. A) Mumtaz is a victim who cannot go through with the deed.
B. B) The police ignore Mumtaz's attempts to seek help.
C. C) Abhay is wrongly accused due to his connection to Pottya.
D. D) All of the above",D) All of the above
"Which statements accurately describe the relationships and roles of the characters in *Chandni Bar*?
Options:
A. A) Mumtaz is trying to leverage her connections with influential people to help Abhay.
B. B) The police are responsive to Mumtaz's attempts for help.
C. C) Abhay's reputation affects how the police treat him.
D. D) Influential people have a significant impact on the police's actions regarding Abhay.","A) Mumtaz is trying to leverage her connections with influential people to help Abhay., C) Abhay's reputation affects how the police treat him., D) Influential people have a significant impact on the police's actions regarding Abhay."
