Question & Options,Correct Answer
"What are the relationships depicted among the characters in the context of *Gadar: Ek Prem Katha*?
Options:
A. A) Tara and Sakina are in a romantic relationship.
B. B) Sakina is the child of Ashraf Ali.
C. C) Ashraf Ali faced hardships during his journey from India to Pakistan.
D. D) Sakina and Tara have a child together.","A) Tara and Sakina are in a romantic relationship., B) Sakina is the child of Ashraf Ali., C) Ashraf Ali faced hardships during his journey from India to Pakistan., D) Sakina and Tara have a child together."
"What are the relationships depicted in the context of 'Gadar: Ek Prem Katha'?
Options:
A. A) Tara and Sakina are in a romantic relationship.
B. B) Ashraf Ali is Sakina's father.
C. C) Tara insults Pakistan as a test of loyalty.
D. D) Sakina's parents are deceased throughout the movie.","A) Tara and Sakina are in a romantic relationship., B) Ashraf Ali is Sakina's father., C) Tara insults Pakistan as a test of loyalty."
"What are the relationships depicted in the context of 'Gadar: Ek Prem Katha'?
Options:
A. A) Tara is in a romantic relationship with Sakina.
B. B) Sakina is the daughter of Ashraf Ali.
C. C) The escaped daughter has a father who is Ashraf Ali.
D. D) Sakina lives with Tara's family to avoid being a burden.","A) Tara is in a romantic relationship with Sakina., B) Sakina is the daughter of Ashraf Ali., C) The escaped daughter has a father who is Ashraf Ali., D) Sakina lives with Tara's family to avoid being a burden."
"Which relationships are depicted in the context of 'Gadar: Ek Prem Katha'?
Options:
A. A) Tara and Sakina have a romantic relationship.
B. B) Sakina has a parent-child relationship with Ashraf Ali.
C. C) The unnamed woman desires Sakina's ornaments.
D. D) All of the above",D) All of the above
"Which characters are involved in the significant relationships and events in the story of 'Gadar: Ek Prem Katha'?
Options:
A. A) Tara and Sakina's romantic relationship
B. B) Ashraf Ali's struggles during his journey
C. C) Sakina's father trying to stop her from escaping
D. D) All of the above","A) Tara and Sakina's romantic relationship, B) Ashraf Ali's struggles during his journey, C) Sakina's father trying to stop her from escaping"
"What roles do Tara and Sakina play in relation to Ashraf Ali and Pakistan?
Options:
A. A) Tara and Sakina are in a romantic relationship.
B. B) Ashraf Ali is a character who challenges Tara's loyalty to Pakistan.
C. C) Sakina is a victim of familial conflict and societal pressures.
D. D) All of the above",D) All of the above
"What are the relationships and roles of the characters involved in the story of 'Gadar: Ek Prem Katha'?
Options:
A. A) Tara and Sakina are in a romantic relationship.
B. B) Ashraf Ali is the father who tries to stop Sakina from escaping.
C. C) The daughter who escapes has a father who is involved in her story.
D. D) Tara and Sakina have a child together.","A) Tara and Sakina are in a romantic relationship., B) Ashraf Ali is the father who tries to stop Sakina from escaping., C) The daughter who escapes has a father who is involved in her story., D) Tara and Sakina have a child together."
"What are the roles and relationships of the characters in the story involving Tara and Sakina?
Options:
A. A) Tara is in a romantic relationship with Sakina.
B. B) Ashraf Ali is the person who tries to stop Sakina from escaping.
C. C) The greedy woman wants Sakina's ornaments for herself.
D. D) Sakina is Tara's wife and they have a child together.","A) Tara is in a romantic relationship with Sakina., C) The greedy woman wants Sakina's ornaments for herself., D) Sakina is Tara's wife and they have a child together."
"Which statements are true regarding the relationships and roles of the characters and locations in *Gadar: Ek Prem Katha*?
Options:
A. A) Sakina returns to Lahore to meet her family.
B. B) Ashraf Ali is Sakina's father who faced hardships during his journey.
C. C) Sakina's mother is unnamed and is also alive.
D. D) Sakina's father is the mayor of India.","A) Sakina returns to Lahore to meet her family., B) Ashraf Ali is Sakina's father who faced hardships during his journey., C) Sakina's mother is unnamed and is also alive."
"Which statements are true regarding the relationships among Lahore, Sakina, and Ashraf Ali in the context of the movie 'Gadar: Ek Prem Katha'?
Options:
A. A) Sakina's father is the mayor of Lahore.
B. B) Ashraf Ali is Sakina's father.
C. C) Sakina returns to Lahore to meet her clan.
D. D) Ashraf Ali is a resident of India.","A) Sakina's father is the mayor of Lahore., B) Ashraf Ali is Sakina's father., C) Sakina returns to Lahore to meet her clan."
