Question & Options,Correct Answer
"What are the key conflicts and relationships depicted in the movie '3 Idiots'?
Options:
A. A) Chatur and Rancho had a competitive relationship due to a college bet.
B. B) Rancho faced conflict with Virus regarding the pressure on students.
C. C) Virus expelled Raju from the college.
D. D) Virus later revoked Raju's expulsion after a serious incident.","A) Chatur and Rancho had a competitive relationship due to a college bet., B) Rancho faced conflict with Virus regarding the pressure on students., D) Virus later revoked Raju's expulsion after a serious incident."
"Which characters are involved in the conflicts and events leading to the expulsion in *3 Idiots*?
Options:
A. A) Chatur Ramalingam
B. B) Rancho
C. C) Virus
D. D) Farhan","A) Chatur Ramalingam, B) Rancho, C) Virus"
"What are the key conflicts and relationships among the characters in *3 Idiots*?
Options:
A. A) Chatur and Rancho had a competition in college.
B. B) Rancho faced conflict with Virus due to student pressure.
C. C) Virus created a difficult exam to sabotage Raju.
D. D) All of the above",D) All of the above
"What are the significant relationships and events involving Chatur, Rancho, and Virus in *3 Idiots*?
Options:
A. A) Chatur and Rancho had a competition initiated by a bet.
B. B) Rancho faced conflict with Virus due to student pressure.
C. C) Virus honored Rancho after a significant event involving a delivery.
D. D) Rancho and Chatur became close friends after college.","A) Chatur and Rancho had a competition initiated by a bet., B) Rancho faced conflict with Virus due to student pressure., C) Virus honored Rancho after a significant event involving a delivery."
"What are the significant relationships and events involving Virus and Rancho in *3 Idiots*?
Options:
A. A) Rancho helps Virus's gardeners' son, Chhote, get an education.
B. B) Virus forgives Rancho after a significant event involving a baby delivery.
C. C) Virus expels Raju due to academic pressure.
D. D) Virus revokes Raju's expulsion after his recovery.","B) Virus forgives Rancho after a significant event involving a baby delivery., D) Virus revokes Raju's expulsion after his recovery."
"What are the significant events related to Rancho and Virus in *3 Idiots*?
Options:
A. A) Virus forgives Rancho and honors him with a space pen.
B. B) Virus expels Rancho, Farhan, and Raju for their actions.
C. C) Rancho and Virus have a conflict due to student pressure at ICE.
D. D) Virus supports Rancho's education by allowing him to stay.","A) Virus forgives Rancho and honors him with a space pen., B) Virus expels Rancho, Farhan, and Raju for their actions., C) Rancho and Virus have a conflict due to student pressure at ICE."
"What are the significant relationships and events involving Virus and Rancho in the context of the movie '3 Idiots'?
Options:
A. A) Virus forgives Rancho after learning about his contributions during a crisis.
B. B) There is a conflict between Rancho and Virus due to the pressure on students.
C. C) Virus intentionally sets a difficult exam for Raju.
D. D) Virus rewards Rancho by passing down his space pen.","A) Virus forgives Rancho after learning about his contributions during a crisis., B) There is a conflict between Rancho and Virus due to the pressure on students., C) Virus intentionally sets a difficult exam for Raju., D) Virus rewards Rancho by passing down his space pen."
"What are the key relationships between Rancho and Virus in the movie '3 Idiots'?
Options:
A. A) Rancho helped Virus's gardeners' son, Chhote, to get an education.
B. B) Virus and Rancho had a conflict due to the pressure on students.
C. C) Virus forgave Rancho and honored him with a space pen.
D. D) Rancho was responsible for Mona's successful delivery.","A) Rancho helped Virus's gardeners' son, Chhote, to get an education., B) Virus and Rancho had a conflict due to the pressure on students., C) Virus forgave Rancho and honored him with a space pen."
"What are the key relationships and events involving the characters Chatur, Rancho, and Virus in *3 Idiots*?
Options:
A. A) Chatur mocks Rancho, thinking he is just a teacher.
B. B) Rancho has a conflict with Virus over student pressure.
C. C) Virus expels Raju for poor performance.
D. D) Virus revokes Raju's expulsion after a serious incident.","A) Chatur mocks Rancho, thinking he is just a teacher., B) Rancho has a conflict with Virus over student pressure., D) Virus revokes Raju's expulsion after a serious incident."
"Which characters are involved in the conflict and consequences in *3 Idiots*?
Options:
A. Chatur
B. Rancho
C. Virus
D. Expulsion","Chatur, Rancho, Virus"
