node_1,node_2,edge,chunk_id,node_3,count
aman tripathi,kartik singh,boyfriend and partner,9af787f8594b4483a7a9aa5c6523256e,,4
aman tripathi,sunaina,mother,9af787f8594b4483a7a9aa5c6523256e,,4
aman tripathi,shankar,father,9af787f8594b4483a7a9aa5c6523256e,,4
aman tripathi,kusum nigam,intended bride suggested by family friend's daughter,9af787f8594b4483a7a9aa5c6523256e,,4
sunaina,shankar,married couple,9af787f8594b4483a7a9aa5c6523256e,,4
aman tripathi,goggle's wedding,attendee,9af787f8594b4483a7a9aa5c6523256e,,4
aman tripathi,kartik singh,public kiss caught by father,9af787f8594b4483a7a9aa5c6523256e,,4
shankar,aman tripathi's sexuality,unconvinced,9af787f8594b4483a7a9aa5c6523256e,,4
kartik singh,chaman,whisked away by paternal uncle,9af787f8594b4483a7a9aa5c6523256e,,4
aman tripathi,shankar's blackmail,agrees to marry intended bride Kusum,9af787f8594b4483a7a9aa5c6523256e,,4
goggle,family who supports her,Kartik convinces Goggle,9af787f8594b4483a7a9aa5c6523256e,,4
kartik singh,aman tripathi's sexuality,unconvinced family,9af787f8594b4483a7a9aa5c6523256e,,4
railway station,attempts suicide,someone tries to commit suicide at a railway station,30f0b11359ea4f78b02b09d94b5218b3,,4
kartik,stops someone from attempting suicide,Kartik prevents someone from harming themselves while attempting suicide,30f0b11359ea4f78b02b09d94b5218b3,,4
goggle,knows from childhood that aman is gay,Goggle has been aware since childhood that Aman is homosexual,30f0b11359ea4f78b02b09d94b5218b3,,4
kartik,convince goggle to accept her family's support,Kartik encourages Goggle to recognize the assistance provided by her relatives,30f0b11359ea4f78b02b09d94b5218b3,,4
rakesh,another man whom kusum is in love with,Kusum has romantic feelings for someone named Rakesh,30f0b11359ea4f78b02b09d94b5218b3,,4
aman,agrees to marry kusum to save kartik,Aman agrees to wed Kusum in order to shield Kartik from harm,30f0b11359ea4f78b02b09d94b5218b3,,4
shankar,beats kartik with a stick,Shankar hits Kartik with a baton,30f0b11359ea4f78b02b09d94b5218b3,,4
goggle,protests against her parents' wishes,Goggle opposes her parents' decisions,30f0b11359ea4f78b02b09d94b5218b3,,4
black cauliflower,opens up one of shankar's black cauliflowers and,"Kartik opens one of Shankar's hidden objects, which is a black cauliflower",30f0b11359ea4f78b02b09d94b5218b3,,4
shankar,learns about the supreme court's judgment on homosexuality,Shankar gains knowledge about the Supreme Court's impending verdict regarding homosexuality,30f0b11359ea4f78b02b09d94b5218b3,,4
sunaina,learns about the supreme court's judgment on homosexuality,Sunaina acquires knowledge about the Supreme Court's forthcoming decision relating to homosexuality,30f0b11359ea4f78b02b09d94b5218b3,,4
shankar,fights over their past lovers,Shankar and his spouse argue about former romances,30f0b11359ea4f78b02b09d94b5218b3,,4
wedding,fine after wedding,"relationship between the two concepts, where the former is a ceremony and the latter is an outcome after it",4136aad62e2d4e46a045749456d17ced,,4
kartik,shankar,"Shankar's friend Kartik reveals a flaw in one of Shankar's vegetables, personifying it as an embodiment of Shankar's own nature",4136aad62e2d4e46a045749456d17ced,,4
kusum,sunaina,"Kusum steals Sunaina's jewelry and escapes, leaving behind a letter in Aman's room",4136aad62e2d4e46a045749456d17ced,,4
aman,kartik,"Aman confesses his love for Kartik, despite his family's initial disapproval",4136aad62e2d4e46a045749456d17ced,,4
shankar,bride,"During the wedding ceremony, Shankar becomes suspicious of a disguised 'bride' and chases after them until Kartik reveals himself to everyone's surprise",4136aad62e2d4e46a045749456d17ced,,4
goggle,aman,Goggle helps Aman and Kartik when he discovers the truth about Kusum's theft,4136aad62e2d4e46a045749456d17ced,,4
police,aman,"The police arrive to arrest Aman and Kartik, having caught Kusum in the act of trying to escape with stolen jewelry",4136aad62e2d4e46a045749456d17ced,Kartik,4
sunaina,jewellery,"After being forced to return her stolen jewellery, Sunaina comes to the realization that her son's happiness is more important than any material possessions",4136aad62e2d4e46a045749456d17ced,Kusum,4
goggle's parents,aman and kartik's relationship,"Goggle's parents realize the significance of their son's acceptance and love for his partner, despite initial disagreement",4136aad62e2d4e46a045749456d17ced,,4
homosexuality,shankar,"The Supreme Court's landmark judgement, which decriminalizes homosexuality, prompts Shankar to reevaluate his beliefs and realize that he does not want Aman to stop living his life to its fullest despite not fully understanding their love.",0cb5c7c3949c47d9a478b10ed8d9f461,,4
aman,kartik,"The context shows that Aman and Kartik will run until they can live their lives happily, indicating a strong relationship between them.",0cb5c7c3949c47d9a478b10ed8d9f461,,4
sunaina,kusum,"Sunaina gives all of the jewellery to Kusum when she realizes that her son's happiness is more important, highlighting the importance of family and relationships.",0cb5c7c3949c47d9a478b10ed8d9f461,,4
goggle's parents,marriage,"Goggle's parents give their approval to stay single if that is what she wants to do, implying a change in perspective towards the importance of marriage.",0cb5c7c3949c47d9a478b10ed8d9f461,,4
