node_1,node_2,edge,chunk_id,count
manoj bajpayee,jaideep ahlawat,Father-son relationship between Shahid Khan and Sardar Khan,77995e73327b4f3ebb5ce270e55a1260,4
nawazuddin siddiqui,manoj bajpayee,Son relationship between Sardar Khan and Faizal Khan,77995e73327b4f3ebb5ce270e55a1260,4
richa chadda,manoj bajpayee,First wife of Sardar Khan named Nagma Khatoon,77995e73327b4f3ebb5ce270e55a1260,4
piyush mishra,jaideep ahlawat,Sworn uncle and servant relationship between Nasir and Shahid Khan,77995e73327b4f3ebb5ce270e55a1260,4
reema sen,manoj bajpayee,Second wife of Sardar Khan named Durga,77995e73327b4f3ebb5ce270e55a1260,4
huma qureshi,nawazuddin siddiqui,Spouse relationship between Faizal Khan and Mohsina Hamid,77995e73327b4f3ebb5ce270e55a1260,4
zeishan quadri,manoj bajpayee,Son relationship between Sardar Khan and Definite Khan from Durga,77995e73327b4f3ebb5ce270e55a1260,4
vineet kumar singh,manoj bajpayee,Eldest son named Danish Khan of Sardar Khan,77995e73327b4f3ebb5ce270e55a1260,4
satyakam anand,tigmanshu dhulia,Son relationship between Ramadhir Singh and J. P. Singh,77995e73327b4f3ebb5ce270e55a1260,4
pankaj tripathi,sultana daku / badoor qureshi,"Pankaj Tripathi as Sultan Qureshi, nephew of Sultana Daku, one of Sardar's enemies.
Pramod Pathak as Sultana Daku / Badoor Qureshi",e74a440cfc714e5dbaec815527eb8dc2,4
anurita jha,shama parveen,"Anurita Jha as Shama Parveen, Danish's wife and Sultan's sister.",e74a440cfc714e5dbaec815527eb8dc2,4
vipin sharma,ehsan qureshi,"Vipin Sharma as Ehsan Qureshi, Sultan's uncle",e74a440cfc714e5dbaec815527eb8dc2,4
rajkummar rao,shamshad alam,Rajkummar Rao as Shamshad Alam,e74a440cfc714e5dbaec815527eb8dc2,4
vasan bala,bhoos,Vasan Bala in song Bhoos,e74a440cfc714e5dbaec815527eb8dc2,4
aditya kumar,babu 'babua' khan ('perpendicular'),"Aditya Kumar as Babu 'Babua' Khan ('Perpendicular'), Sardar's youngest son",e74a440cfc714e5dbaec815527eb8dc2,4
yashpal sharma,occasional singer,Yashpal Sharma as Occasional Singer (Guest Appearance),e74a440cfc714e5dbaec815527eb8dc2,4
vicky kaushal,silhouette bystander,Vicky Kaushal as silhouette bystander (Cameo Role),e74a440cfc714e5dbaec815527eb8dc2,4
satyakam anand,j. p. singh,"Satyakam Anand as J. P. Singh, Ramadhir's son",e74a440cfc714e5dbaec815527eb8dc2,4
sanjay singh,fazlu,"Sanjay Singh as Fazlu, Faisal's friend",e74a440cfc714e5dbaec815527eb8dc2,4
