node_1,node_2,edge,chunk_id,count
munna bhai m.b.b.s.,early developments,The idea for the film emerged from Rajkumar Hirani's interaction with medical students and his family members who became sick.,5f61c0ed08c04426aacb796773189801,4
munna bhai m.b.b.s.,anil kapoor,"During the scripting stage, Rajkumar Hirani wanted Anil Kapoor to play the lead role.",5f61c0ed08c04426aacb796773189801,4
munna bhai m.b.b.s.,shah rukh khan,"Rajkumar Hirani initially chose Shah Rukh Khan to play the lead role, but he was forced to turn down the film due to his back problems.",5f61c0ed08c04426aacb796773189801,4
munna bhai m.b.b.s.,aishwarya rai,Rajkumar Hirani narrated the script to Aishwarya Rai during the time he was in talks with Shahrukh Khan.,5f61c0ed08c04426aacb796773189801,4
munna bhai m.b.b.s.,vivek oberoi,"Vivek Oberoi was considered for the role, but Sanjay Dutt ultimately took the role as Munna.",5f61c0ed08c04426aacb796773189801,4
sanjay dutt,controversial superstar,relation between the public perception of Sanjay Dutt and his status as a controversial figure in the entertainment industry,49c60f39dcee488e9cabc21b03a2f174,4
sunil dutt,munna bhai's father,"relationship between Sunil Dutt, the actor playing Munna Bhai's father, and his character in the film",49c60f39dcee488e9cabc21b03a2f174,4
circuit,arshad warsi,identity of the character Circuit played by Arshad Warsi in the film,49c60f39dcee488e9cabc21b03a2f174,4
pune,medical college,location where scenes for Medical College were shot in Pune,49c60f39dcee488e9cabc21b03a2f174,4
mumbai,grant medical college,location where scenes for Medical College were shot in Mumbai,49c60f39dcee488e9cabc21b03a2f174,4
makarand deshpande,circuit's role,original choice for the role of Circuit played by Arshad Warsi,49c60f39dcee488e9cabc21b03a2f174,4
patch adams,munna bhai,"similarity between the premise of Patch Adams and Munna Bhai, leading to accusations of plagiarism",49c60f39dcee488e9cabc21b03a2f174,4
robin williams,sanjay dutt,"comparison between the lead actors of Patch Adams and Munna Bhai, raising questions of similarity",49c60f39dcee488e9cabc21b03a2f174,4
vidhu vinod chopra,munna bhai,denial by producer Vidhu Vinod Chopra regarding allegations of plagiarism in Munna Bhai,49c60f39dcee488e9cabc21b03a2f174,4
several thousand rupees,munna bhai's wedding expenses,"cost involved in shooting a wedding scene for Munna Bhai, which led to changes in the way scenes were shot due to budget constraints",49c60f39dcee488e9cabc21b03a2f174,4
wedding,real wedding,"Hirani arranged to have the stills shot on an actual wedding stage set up for a real wedding near the sets. This was done to save money on some of the costs, and the production team reached an agreement with the wedding hall management to use their stage after a wedding had ended.",14a7b241e9834915b9de72b5264c113a,4
