node_1,node_2,edge,chunk_id,count
commissioner prakash rathod,most challenging case in career,Prakash Rathod describes in a voiceover that he is going to retire the following day and goes on to describe the most challenging case he has faced in his career.,21570eeb47d04538b5b5840ed05d2bb9,4
an unnamed man,travel bag assumed to contain explosives,"The unnamed man carries a travel bag, assumed to contain explosives, in the Chatrapati Shivaji Terminus railway station.",21570eeb47d04538b5b5840ed05d2bb9,4
chatrapati shivaji terminus railway station,an unnamed man,"The unnamed man carries a travel bag, assumed to contain explosives, in the Chatrapati Shivaji Terminus railway station.",21570eeb47d04538b5b5840ed05d2bb9,4
police station opposite mumbai police headquarters,an unnamed man,The unnamed man proceeds to hide the bag in the restroom of a police station opposite the Mumbai Police headquarters.,21570eeb47d04538b5b5840ed05d2bb9,4
building under construction,unidentified man,"The unnamed man sets up his base of operations, equipped with SIM cards, mobile phones, and other gadgets, on the rooftop of a building under construction.",21570eeb47d04538b5b5840ed05d2bb9,4
rathod,most challenging case in career,The caller describes to Rathod that he has placed five bombs in locations throughout Mumbai and has programmed them to explode simultaneously within four hours unless the Commissioner gives in to his demands and releases four terrorists.,21570eeb47d04538b5b5840ed05d2bb9,4
police,four terrorists demanded by the caller,Police officers Arif and Jai are deputed to round up the four terrorists demanded by the caller.,21570eeb47d04538b5b5840ed05d2bb9,4
police officers arif and jai,four terrorists demanded by the caller,Police depute a young hacker named Anuj to track the location of the caller.,21570eeb47d04538b5b5840ed05d2bb9,4
anuj,location of the caller,"The caller asks the two police officers to leave the four militants near a bench on a Juhu Aviation Base runway, but Arif leaves only three behind and takes one of them, Ibrahim Khan, captive as he suspects that the caller would not reveal",21570eeb47d04538b5b5840ed05d2bb9,4
naina roy,most important day of her life,"The caller tips off television news reporter Naina Roy, telling her it is going to be 'the most important day of her life.'",21570eeb47d04538b5b5840ed05d2bb9,4
aviation base runway,terrorist attacks in major cities in india (specifically the 2006 mumbai train bombings),The terrorist attacks inspired an anonymous caller to avenge them by planting bombs in an airport.,a2a6448c08174cf882244ab20217145b,4
anonymous caller,"terrorists (ibrahim khan, three unnamed terrorists)","The anonymous caller demanded the release of the militants from the Aviation Base in exchange for revealing the locations of the bombs. However, the caller turned out to be a common man seeking revenge and left the terrorists to die.",a2a6448c08174cf882244ab20217145b,4
rathod,ibrahim khan,"Rathod ordered Arif and Jai to kill Ibrahim Khan in self-defense, but it was revealed that Rathod already knew there were no more bombs in the city.",a2a6448c08174cf882244ab20217145b,4
anonymous caller,rathod,"The anonymous caller and Rathod briefly met during the former's departure, and the latter identified him by his face sketch but chose not to reveal his real name.",a2a6448c08174cf882244ab20217145b,4
face sketch,man,offers the man a ride home,d3f18dff34a945b4a5a270a2b28bb9f5,4
caller,man,disturbed because of the incompetence of the governing authorities,d3f18dff34a945b4a5a270a2b28bb9f5,4
man,religion,"the man told Rathod his real name, but he does not wish to reveal it since doing so would give away his religion",d3f18dff34a945b4a5a270a2b28bb9f5,4
incident,best,"Rathod feels that whatever happened, happened for the best",d3f18dff34a945b4a5a270a2b28bb9f5,4
facts,written record,the facts of this incident cannot be found in any written record but only in the memories of those who actually witnessed it,d3f18dff34a945b4a5a270a2b28bb9f5,4
