node_1,node_2,edge,chunk_id,count
ayushmann khurrana,prem prakash tiwari,"In this movie, Ayushmann Khurrana plays the character of Prem Prakash Tiwari",31bd32621a6a4827962fa8a72f6b5c99,4
bhumi pednekar,sandhya tiwari (née verma),"Bhumi Pednekar portrays the character of Sandhya Tiwari, who was earlier known as Sandhya Verma",31bd32621a6a4827962fa8a72f6b5c99,4
sanjay mishra,chandra prakash tiwari,Sanjay Mishra acts as Chandra Prakash Tiwari in this movie,31bd32621a6a4827962fa8a72f6b5c99,4
alka amin,sashi tiwari,Alka Amin is seen playing the role of Sashi Tiwari in this film,31bd32621a6a4827962fa8a72f6b5c99,4
sheeba chaddha,nain tara,Sheeba Chaddha essays the character of Nain Tara in this movie,31bd32621a6a4827962fa8a72f6b5c99,4
seema pahwa,subhadra rani,Seema Pahwa portrays the character of Subhadra Rani in this film,31bd32621a6a4827962fa8a72f6b5c99,4
shardul rana,samar verma,Shardul Rana features as Samar Verma in this movie,31bd32621a6a4827962fa8a72f6b5c99,4
shrikant verma,shakha babu,Shrikant Verma is seen playing the role of Shakha Babu in this film,31bd32621a6a4827962fa8a72f6b5c99,4
poorva neeraj,sandhya's divorce lawyer,Poorva Neeraj is seen as Sandhya's Divorce Lawyer in this movie,31bd32621a6a4827962fa8a72f6b5c99,4
kunal s malla,bade jijaji,Kunal S Malla features as Bade Jijaji in this film,31bd32621a6a4827962fa8a72f6b5c99,4
sonali sharma anand,hema,Sonali Sharma Anand is seen playing the role of Hema in this movie,31bd32621a6a4827962fa8a72f6b5c99,4
chandrachoor rai,nirmal,Chandrachoor Rai features as Nirmal in this film,31bd32621a6a4827962fa8a72f6b5c99,4
mahesh sharma,vijay,Mahesh Sharma is seen playing the role of Vijay in this movie,31bd32621a6a4827962fa8a72f6b5c99,4
jahidul islam shuvo,shuvo,Jahidul Islam Shuvo features as Shuvo in this film,31bd32621a6a4827962fa8a72f6b5c99,4
v k sharma,raghuveer nautiyal,V K Sharma is seen playing the role of Raghuveer Nautiyal in this movie,31bd32621a6a4827962fa8a72f6b5c99,4
kumar sanu,himself (guest appearance),Kumar Sanu makes a special appearance as himself in this movie,31bd32621a6a4827962fa8a72f6b5c99,4
