node_1,node_2,edge,chunk_id,node_3,node_4,node_5,count
kantara,indian kannada-language action thriller film,"Kantara is a 2022 Indian Kannada-language action thriller film written and directed by Rishab Shetty, and produced by Vijay Kiragandur, under Hombale Films.",7dfd7fb9633e47f999dd6e5f4c26e51d,,,,4
rishab shetty,kambala champion,"Rishab Shetty, in a dual role, is the Kambala champion who is at loggerheads with an upright forest officer named Murali (played by Kishore) in the film.",7dfd7fb9633e47f999dd6e5f4c26e51d,,,,4
kishore,forest officer named murali,Murali is an upright forest officer who is at loggerheads with the Kambala champion (played by Rishab Shetty) in the film.,7dfd7fb9633e47f999dd6e5f4c26e51d,,,,4
keradi,set and filmed location,Principal photography for the film began in August 2021 at Keradi in coastal Karnataka.,7dfd7fb9633e47f999dd6e5f4c26e51d,,,,4
arvind s. kashyap,cinematographer,The cinematography for the film was handled by Arvind S. Kashyap.,7dfd7fb9633e47f999dd6e5f4c26e51d,,,,4
b. ajaneesh loknath,music composer,B. Ajaneesh Loknath scored music for the film.,7dfd7fb9633e47f999dd6e5f4c26e51d,,,,4
vikram more,action director,The action sequences in the film were choreographed by action director Vikram More.,7dfd7fb9633e47f999dd6e5f4c26e51d,,,,4
dharani gange putra,production designer,"The production design for the film was handled by debutant, Dharani Gange Putra.",7dfd7fb9633e47f999dd6e5f4c26e51d,,,,4
critical acclaim,response from critics,"The film received critical acclaim from critics, particularly for its cast performances (particularly those of Shetty and Kishore), direction, soundtrack, and the portrayal of Bhuta Kola.",7dfd7fb9633e47f999dd6e5f4c26e51d,,,,4
second highest-grossing,ranking in box office,"Kantara emerged as the second highest-grossing Kannada film of all time after K.G.F: Chapter 2, released the same year.",7dfd7fb9633e47f999dd6e5f4c26e51d,,,,4
major commercial success,box office performance,The film was a major commercial success.,7dfd7fb9633e47f999dd6e5f4c26e51d,,,,4
fourth highest-grossing film in india,ranking in box office,It was also 2022's fourth highest-grossing film in India.,7dfd7fb9633e47f999dd6e5f4c26e51d,,,,4
kantara: chapter 1,prequel announced,A prequel called Kantara: Chapter 1 has been announced.,7dfd7fb9633e47f999dd6e5f4c26e51d,,,,4
54th iffi indian panorama section,film festival,"Kantara was featured at the 54th IFFI Indian panorama section,",7dfd7fb9633e47f999dd6e5f4c26e51d,,,,4
silver peacock - special jury award,award won by film,where it won the Silver Peacock - Special Jury Award.,7dfd7fb9633e47f999dd6e5f4c26e51d,,,,4
