node_1,node_2,edge,chunk_id,node_3,count
udham singh,indian revolutionary,"The film is based on the life of Udham Singh, a prominent Indian revolutionary. This highlights the close relationship between Udham Singh and Indian revolutionaries.",121e2a3a6b3144b99e7f7fbdd124f744,,4
shoojit sircar,director,Shoojit Sircar is directing the film based on the life of Udham Singh. This illustrates a direct relationship between Shoojit Sircar and the film.,121e2a3a6b3144b99e7f7fbdd124f744,,4
vicky kaushal,actor,Vicky Kaushal is playing the lead character in the film based on the life of Udham Singh. This indicates a direct connection between Vicky Kaushal and the film.,121e2a3a6b3144b99e7f7fbdd124f744,,4
udham singh,jallianwala bagh massacre,The events of the Jallianwala Bagh massacre are showcased in the film based on the life of Udham Singh. This signifies a relation between Udham Singh and the Jallianwala Bagh massacre.,121e2a3a6b3144b99e7f7fbdd124f744,,4
udham singh,michael o'dwyer,"The film based on the life of Udham Singh traces from Singh's age of 20 to 40, showcasing the events of the Jallianwala Bagh massacre and the assassination of Michael O'Dwyer. This highlights a relation between Udham Singh and Michael O'Dwyer.",121e2a3a6b3144b99e7f7fbdd124f744,,4
shoojit sircar,irrfan khan,"Initially, Shoojit Sircar wanted Irrfan Khan to play the lead in the film based on the life of Udham Singh. This represents a connection between Shoojit Sircar and Irrfan Khan.",121e2a3a6b3144b99e7f7fbdd124f744,,4
vicky kaushal,shoojit sircar,Shoojit Sircar cast Vicky Kaushal in the lead role of the film based on the life of Udham Singh because he wanted an actor who is ready to give his heart and soul to the film. This indicates a connection between Shoojit Sircar and Vicky Kaushal.,121e2a3a6b3144b99e7f7fbdd124f744,,4
governor of punjab,udham singh,"The Governor of Punjab who was responsible for the incident refers to Udham Singh, who was involved in a significant event.",5370cbc1d6d04ada830785327a0cf9ad,,4
udham singh,current generation of younger audiences,Sircar wanted to showcase Udham's life to the current generation of younger audiences due to his extensive research about Udham Singh.,5370cbc1d6d04ada830785327a0cf9ad,,4
udham singh,babil khan,"Initially, Babil Khan was reported to play the younger version of Udham Singh.",5370cbc1d6d04ada830785327a0cf9ad,,4
udham singh,kaushal,"Due to Irrfan Khan's health issues, Kaushal played the lead role instead, having undergone a physical transformation to represent the younger version of Singh.",5370cbc1d6d04ada830785327a0cf9ad,,4
banita sandhu,important role,Banita Sandhu confirmed her presence in the film and was assigned an important role.,5370cbc1d6d04ada830785327a0cf9ad,,4
amol parashar,indian freedom fighter bhagat singh,Amol Parashar was assigned to play the role of Indian freedom fighter Bhagat Singh.,5370cbc1d6d04ada830785327a0cf9ad,,4
film,principal photography,initiated on the centennial year of the Jallianwala Bagh massacre,6a70ceeb79934530aed7bcd25c5cfd4f,,4
film,saint petersburg,sequences filmed in Saint Petersburg during the late-April schedule,6a70ceeb79934530aed7bcd25c5cfd4f,,4
film,ireland and germany,shot for three months in parts of Europe and other locations,6a70ceeb79934530aed7bcd25c5cfd4f,,4
kaushal,sardar udham,"playing prominent roles, Kaushal faced injuries while shooting for another film but Sircar advised him to come with the shoot saying that Sardar Udham will also have stitches",6a70ceeb79934530aed7bcd25c5cfd4f,,4
film,pre-independence era,"Sircar wanted to recreate the settings, characters and other things related to that period due to it being set in the pre-independence era",6a70ceeb79934530aed7bcd25c5cfd4f,,4
shaun scott,british actors playing prominent roles,included in the film,6a70ceeb79934530aed7bcd25c5cfd4f,,4
title,sardar udham singh,originally titled Sardar Udham but later changed to Sardar Udham,6a70ceeb79934530aed7bcd25c5cfd4f,,4
ireland,germany,The team traveled from Ireland to Germany during mid-June 2019.,5a414e9380504644b1ee43545a16f075,,4
india,"amritsar, punjab","The team returned to India and commenced a schedule in Amritsar, Punjab in October 2019.",5a414e9380504644b1ee43545a16f075,,4
