Question & Options,Correct Answer
"What relationships and events are depicted among Sunny, Max, and Jolly in *Housefull 2*?
Options:
A. Sunny and Max had a falling out due to a false accusation.
B. Jolly suggested Max pose as him to help with his girlfriend.
C. Sunny and Jolly are best friends.
D. Max confronted Sunny after the accusation.","Sunny and Max had a falling out due to a false accusation, Jolly suggested Max pose as him to help with his girlfriend, Max confronted Sunny after the accusation."
"What can be inferred about the relationship dynamics among Sunny, Max, and Jolly?
Options:
A. Sunny and Max were best friends.
B. Max's girlfriend falsely accused Sunny.
C. Sunny successfully deceived J.D. regarding Max's relationship with Jolly.
D. Jolly is actually Sunny.",All of the above
"What are the significant events involving Sunny, Max, and Goddess Bhadrakali in their story?
Options:
A. Sunny and Max had a falling out due to a false accusation.
B. Sunny invoked Goddess Bhadrakali while discussing Max's family issues.
C. Max's girlfriend played a pivotal role in the conflict between Sunny and Max.
D. All of the above",All of the above
"Which characters were involved in the conflict in the story?
Options:
A. Sunny
B. Max
C. Bobby
D. All of the above",All of the above
"What are the key relationships and events involving Sonia, Max, and Jolly in the context of *Housefull 2*?
Options:
A. Sonia attempted to initiate a relationship with Sunny while with Max.
B. Max witnessed Sonia's attraction to Sunny.
C. Jolly suggested that Max pose as him.
D. Max and Jolly are both romantically linked to Sonia.",All of the above
"What relationship dynamics are present in the interactions between Sonia, Max, and Jolly (Sunny)?
Options:
A. Sonia was attracted to Jolly (Sunny).
B. Max witnessed an altercation involving Sonia and Jolly (Sunny).
C. Sunny deceived J.D. regarding his relationship with Max.
D. All of the above",All of the above
"What events are related to the characters Sonia, Max, and Goddess Bhadrakali in the story?
Options:
A. Sonia's attraction to Sunny caused conflict with Max.
B. Max's father opposes Max's relationship with Sonia.
C. Goddess Bhadrakali is mentioned as a figure in Max's family.
D. All of the above",All of the above
"What events involve Sonia, Max, and Bobby in the movie?
Options:
A. Sonia attempted to initiate a relationship with Sunny while with Max.
B. Max witnessed Sonia's attraction to Sunny, leading to a conflict.
C. Bobby reacted violently towards Max after he spoke the truth.
D. All of the above",All of the above
"Which characters are involved in the events described in *Housefull 2*?
Options:
A. Heena
B. Max
C. Jolly
D. All of the above",All of the above
"Which characters played a significant role during the wildlife conservation event in the story?
Options:
A. Heena
B. Max
C. Sunny
D. Bobby","Heena, Max, Sunny"
