Question & Options,Correct Answer
"What relationships are depicted in the story involving Shivraj, Chanda, and Manik Parmar?
Options:
A. Shivraj lusts after Chanda during a pooja ritual.
B. Chanda is raised by Manik Parmar.
C. Manik Parmar opposes Chanda's relationship with Rajkumar.
D. Chanda is a wealthy heiress.",a) Shivraj lusts after Chanda during a pooja ritual. b) Chanda is raised by Manik Parmar. c) Manik Parmar opposes Chanda's relationship with Rajkumar.
"What events are connected to the characters Shivraj and Chanda in the movie 'R… Rajkumar'?
Options:
A. Shivraj lusts after Chanda during a pooja ritual.
B. Chanda challenges Shivraj to strip if he defeats Rajkumar.
C. Chanda is a character who plays a significant role in Shivraj's story.
D. Shivraj and Chanda have a romantic relationship.",a) Shivraj lusts after Chanda during a pooja ritual. and b) Chanda challenges Shivraj to strip if he defeats Rajkumar.
"What relationships are depicted in the movie 'R… Rajkumar'?
Options:
A. Rajkumar loves Chanda
B. Chanda is an orphan raised by Manik Parmar
C. Manik Parmar supports Rajkumar's relationship with Chanda
D. Chanda's uncle opposes her relationship with Rajkumar","Rajkumar loves Chanda, Chanda is an orphan raised by Manik Parmar, Chanda's uncle opposes her relationship with Rajkumar"
"What are the key relationships in the plot of 'R… Rajkumar'?
Options:
A. Rajkumar is in love with Chanda.
B. Chanda has an uncle who opposes their relationship.
C. Chanda challenges Shivraj regarding Rajkumar.
D. All of the above",All of the above
"What events involve Chanda and Shivraj in the context of their relationship with Rajkumar?
Options:
A. Chanda challenges Shivraj to strip herself naked if he defeats Rajkumar in a challenge.
B. Shivraj sees Chanda emerging from water during a pooja ritual and lusts after her.
C. Chanda and Shivraj have a romantic relationship.
D. Chanda's actions lead to a pivotal moment in the challenge against Rajkumar.",Chanda challenges Shivraj to strip herself naked if he defeats Rajkumar in a challenge. and Shivraj sees Chanda emerging from water during a pooja ritual and lusts after her.
"Which of the following characters were involved in the events surrounding Chanda's marriage in *R… Rajkumar*?
Options:
A. Chanda
B. Shivraj
C. Parmar
D. All of the above",All of the above
"Which characters are involved in the challenges and relationships depicted in 'R… Rajkumar'?
Options:
A. Chanda
B. Shivraj
C. Rajkumar
D. All of the above",All of the above
"Which characters are involved in the conflict surrounding Rajkumar in the plot of 'R… Rajkumar'?
Options:
A. Chanda
B. Shivraj
C. Rajkumar
D. All of the above",All of the above
"Which characters are involved in the challenges and schemes in the movie *R… Rajkumar*?
Options:
A. Chanda
B. Shivraj
C. Takka
D. All of the above",All of the above
"What events are connected to the characters Chanda, Shivraj, and Rajkumar in the movie 'R… Rajkumar'?
Options:
A. Chanda challenges Shivraj to defeat Rajkumar.
B. Shivraj brutally killed Rajkumar.
C. Chanda is involved in a challenge related to Rajkumar.
D. Rajkumar defeats Shivraj in a challenge.",Chanda challenges Shivraj to defeat Rajkumar. Shivraj brutally killed Rajkumar.
