Question & Options,Correct Answer
"Which characters are involved in the plot of 'Coolie No. 1'?
Options:
A. sarah rozario
B. raju coolie
C. kunwar raj pratap singh
D. All of the above",All of the above
"Which characters are involved in the plot of Sarah Rozario's family dynamics?
Options:
A. Sarah Rozario
B. Jeffrey
C. Raju
D. All of the above",All of the above
"What roles do the characters play in the story involving Sarah Rozario and her father Jeffrey?
Options:
A. Jeffrey is Sarah's father who is proud of his wealth.
B. Raju is a porter who is in love with Sarah.
C. Deepak is another character involved in the plan to marry Sarah.
D. Jai Kishen orchestrates a scheme involving Raju and Sarah.",a) Jeffrey is Sarah's father who is proud of his wealth; b) Raju is a porter who is in love with Sarah; d) Jai Kishen orchestrates a scheme involving Raju and Sarah.
"What themes are explored in the relationships between Jai Kishen, Jeffrey, and Raju in *Coolie No. 1*?
Options:
A. The importance of love over wealth in a marriage
B. Raju's denial of knowing Jeffrey despite their connection
C. The significance of family ties in misunderstandings
D. All of the above",All of the above
"What themes are explored in the relationships of the characters in the context of 'jai kishen' and 'jeffrey'?
Options:
A. The importance of love over wealth in a marriage.
B. Pride and arrogance stemming from wealth.
C. The roles of the sons-in-law as a porter and a mechanic.
D. All of the above",All of the above
"What relationships are depicted in the interactions involving Jeffrey, Raju, and Kunwar Raj Pratap Singh?
Options:
A. Raju is mistaken for Jeffrey's son-in-law.
B. Raju and Kunwar Raj Pratap Singh are mistaken for the same person.
C. Jeffrey is Raju's father.
D. Kunwar Raj Pratap Singh is Jeffrey's friend.",Raju is mistaken for Jeffrey's son-in-law. and Raju and Kunwar Raj Pratap Singh are mistaken for the same person.
"What is the relationship between Raju, Jeffrey, and Coolie No. 1?
Options:
A. Raju is associated with Coolie No. 1.
B. Jeffrey is Raju's father-in-law.
C. Raju denies knowing Jeffrey.
D. Raju is a character in Coolie No. 1.","Raju is associated with Coolie No. 1., Raju denies knowing Jeffrey."
"What actions or relationships are depicted between Jeffrey, Raju, and Deepak in the story?
Options:
A. Raju denies knowing Jeffrey.
B. Deepak suggests killing Raju.
C. Jeffrey is Raju's father-in-law.
D. Raju is mistaken for Jeffrey's son-in-law.",Raju denies knowing Jeffrey.
"What is the relationship between Jeffrey, Raju, and Mahesh Anand in the context of the plot?
Options:
A. Raju is mistaken for Jeffrey's son-in-law
B. Mahesh Anand is involved in criminal activities
C. Raju denies knowing Jeffrey
D. All of the above",All of the above
"What are the connections between Inspector Jagjit Godbole, Raju, and Kunwar Raj Pratap Singh in the plot?
Options:
A. Inspector Godbole suspects that Raju and his twin brother Raj are the same person.
B. Raju and Kunwar Raj Pratap Singh are mistaken for the same person.
C. Raju has a twin brother named Raj.
D. Inspector Godbole is investigating Raju's identity.",Inspector Godbole suspects that Raju and his twin brother Raj are the same person. and Raju and Kunwar Raj Pratap Singh are mistaken for the same person.
