Question & Options,Correct Answer
"What roles do Izna and Guru Saldanah play in the plot involving Aayan and the hard disk?
Options:
A. Izna is hired as a honey trap by Guru Saldanah.
B. Guru Saldanah is involved in corruption.
C. Izna discovers the truth about Kabir's claims.
D. All of the above",All of the above
"What revelations were made regarding Guru Saldanah's actions in relation to Kabir and Izna?
Options:
A. Kabir accused Guru Saldanah of corruption.
B. Izna discovered the truth about Guru Saldanah after handing over the hard disk.
C. Guru Saldanah was running an unsanctioned operation.
D. Kabir was wrong about Guru Saldanah's integrity.","a) Kabir accused Guru Saldanah of corruption, b) Izna discovered the truth about Guru Saldanah after handing over the hard disk, c) Guru Saldanah was running an unsanctioned operation."
"What crucial information did Kabir reveal to Izna regarding Guru Saldanah?
Options:
A. Guru Saldanah is corrupt and intends to kill Izna.
B. Izna handed over the hard disk to Guru Saldanah.
C. Kabir was proven right about Guru Saldanah's corruption.
D. Guru Saldanah was a trustworthy ally.",Guru Saldanah is corrupt and intends to kill Izna.
"What key events are related to Aayan, Guru Saldanah, and Izna?
Options:
A. Aayan learns about Guru Saldanah's intentions from Izna.
B. Izna discovers the truth about Kabir's corruption after giving the hard disk to Guru Saldanah.
C. Guru Saldanah was involved in a plot against Izna.
D. All of the above",All of the above
"What events are connected to Aayan, Guru Saldanah, and Izna in the storyline?
Options:
A. Aayan kills Guru Saldanah while trying to protect Izna.
B. Izna discovers Guru Saldanah's corruption after handing over a hard disk.
C. Guru Saldanah attempts to kill Izna.
D. All of the above",All of the above
"What is true about the relationship between Izna and Kabir Wilson in relation to the Intelligence Agency?
Options:
A. Izna was involved in drug smuggling.
B. Kabir Wilson worked for the Intelligence Agency.
C. Kabir Wilson operates as a hitman now.
D. All of the above",All of the above
"What are the key interactions involving Kabir, Izna, and Aayan Thakur in the story?
Options:
A. Kabir expresses his anger towards Izna by slamming the door.
B. Izna retaliates by throwing a rock at Kabir.
C. Aayan approaches Izna to recruit her for a mission.
D. Kabir and Aayan are friends.",Kabir expresses his anger towards Izna by slamming the door. Izna retaliates by throwing a rock at Kabir. Aayan approaches Izna to recruit her for a mission.
"What are the key dynamics between Kabir, Izna, and Guru Saldanah in the context of their relationships?
Options:
A. Kabir and Izna have a conflictual relationship.
B. Guru Saldanah intends to use Izna for his own purposes.
C. Izna expresses her frustration towards Kabir by throwing a rock at him.
D. All of the above",All of the above
"What events highlight the relationship between Kabir and Izna in their past interactions?
Options:
A. Kabir expressed his anger by slamming the door on Izna.
B. Izna retaliated by throwing a rock at Kabir.
C. Kabir and Izna first met six years ago when he was with the Intelligence Agency.
D. Kabir Wilson was involved in their conflict.",All of the above
"What significant events occur between Kabir and Izna in their relationship?
Options:
A. Kabir expresses his anger by slamming the door on Izna.
B. Izna throws a rock at Kabir.
C. Izna hands Kabir a love letter written in her own blood.
D. Kabir confesses his feelings to Izna.",a) Kabir expresses his anger by slamming the door on Izna. and c) Izna hands Kabir a love letter written in her own blood.
"What events highlight the relationship between Kabir and Izna in the story?
Options:
A. Kabir slammed the door on Izna
B. Izna threw a rock at Kabir
C. Izna was introduced as Kabir's new neighbor
D. Kabir invited Izna to his house","Kabir slammed the door on Izna, Izna threw a rock at Kabir, Izna was introduced as Kabir's new neighbor"
"What aspects of the relationship between Kabir and Izna are highlighted in their interactions?
Options:
A. Kabir's feelings of dislike towards Izna
B. Izna's knowledge of Kabir's murder count
C. Izna's anger expressed through throwing a rock at Kabir
D. Kabir's criminal activities",All of the above
"What are the dynamics between the characters Kabir, Izna, and Aayan in the story?
Options:
A. Kabir expresses anger towards Izna by slamming the door.
B. Izna attempts to retaliate by throwing a rock at Kabir.
C. Aayan believes that moving into Kabir's house will help her steal data.
D. Izna and Aayan share a close friendship.",Kabir expresses anger towards Izna by slamming the door. and Izna attempts to retaliate by throwing a rock at Kabir.
"What are the dynamics of the relationship between Kabir and Izna in the context of their past and present interactions?
Options:
A. Kabir and Izna have a history of conflict.
B. Kabir suspects Izna of being involved in corruption.
C. Kabir and Izna have a strong bond despite their disagreements.
D. Kabir expressed his anger towards Izna by slamming the door.","a) Kabir and Izna have a history of conflict, b) Kabir suspects Izna of being involved in corruption, d) Kabir expressed his anger towards Izna by slamming the door."
"What can be inferred about the relationship dynamics in the context involving Kabir, Izna, and the intelligence agency?
Options:
A. Kabir and Izna have a conflictual relationship.
B. Izna is currently employed by the intelligence agency.
C. Kabir questions Izna's loyalty to the intelligence agency.
D. All of the above",All of the above
"What can be inferred about the relationship dynamics between Kabir and Izna in the context of the plot?
Options:
A. Kabir expresses his anger towards Izna by slamming the door.
B. Izna shows her malicious intent by adding poison to Kabir's coffee.
C. Kabir and Izna have a harmonious relationship.
D. Izna's actions indicate a potentially murderous nature.",a) Kabir expresses his anger towards Izna by slamming the door. and b) Izna shows her malicious intent by adding poison to Kabir's coffee. and d) Izna's actions indicate a potentially murderous nature.
"What are the dynamics between Kabir, Izna, and Guru Saldanah in the context of their relationships?
Options:
A. Kabir expresses anger towards Izna by slamming the door.
B. Izna retaliates by throwing a rock at Kabir.
C. Kabir informs Izna about Guru Saldanah's corrupt nature.
D. Guru Saldanah is a trustworthy character.","a) Kabir expresses anger towards Izna by slamming the door., b) Izna retaliates by throwing a rock at Kabir., c) Kabir informs Izna about Guru Saldanah's corrupt nature."
"What are the significant interactions between Kabir and Izna in their relationship?
Options:
A. Kabir showed anger by slamming the door on Izna.
B. Izna expressed her feelings by throwing a rock at Kabir.
C. Kabir offered Izna a new passport and tickets for an escape.
D. Izna was enthusiastic about Kabir's offer without any skepticism.",a) Kabir showed anger by slamming the door on Izna. and c) Kabir offered Izna a new passport and tickets for an escape.
"What events illustrate the conflict between Kabir and Izna in their relationship?
Options:
A. Kabir slamming the door on Izna
B. Izna throwing a rock at Kabir
C. Izna shooting Kabir in the stomach
D. Kabir offering Izna a new passport and tickets",All of the above
