Question & Options,Correct Answer
"What actions were taken by the All Indian Cine Workers Association regarding the song 'Kinna Sona'?
Options:
A. The All Indian Cine Workers Association banned all Pakistani artists.
B. Nusrat Fateh Ali Khan originally sang 'Kinna Sona'.
C. Jubin Nautiyal replaced the original version of 'Kinna Sona'.
D. All of the above",All of the above
"Which of the following statements are true regarding the song 'Kinna Sona' and its association with the All Indian Cine Workers Association?
Options:
A. a) Atif Aslam covered the song 'Kinna Sona' for the film's soundtrack.
B. b) The All Indian Cine Workers Association lifted a ban on Pakistani artists.
C. c) 'Kinna Sona' was replaced by a version sung by Jubin Nautiyal due to the ban.
D. d) 'Kinna Sona' was originally sung by Atif Aslam.",a) Atif Aslam covered the song 'Kinna Sona' for the film's soundtrack. and c) 'Kinna Sona' was replaced by a version sung by Jubin Nautiyal due to the ban.
"Which organizations or artists were involved in the changes to the song 'Kinna Sona' in relation to the All Indian Cine Workers Association's actions?
Options:
A. All Indian Cine Workers Association
B. Jubin Nautiyal
C. Atif Aslam
D. T-Series","All Indian Cine Workers Association, Jubin Nautiyal, T-Series"
"What events occurred related to the song 'Kinna Sona' in 2019 involving the All Indian Cine Workers Association and Maharashtra Navnirman Sena?
Options:
A. The All Indian Cine Workers Association banned Pakistani artists.
B. The song 'Kinna Sona' was replaced by a version sung by Jubin Nautiyal.
C. Atif Aslam's cover of 'Kinna Sona' was removed by T-Series.
D. All of the above",All of the above
"What can be said about the song 'Kinna Sona' in relation to the All Indian Cine Workers Association's actions?
Options:
A. The All Indian Cine Workers Association banned Pakistani artists in early 2019.
B. The original version of 'Kinna Sona' featured Atif Aslam.
C. Both versions of 'Kinna Sona' were composed by Kumaar.
D. Jubin Nautiyal sang both versions of 'Kinna Sona'.",All of the above
"Which artists are associated with the song 'Kinna Sona' and its replacement in a film soundtrack?
Options:
A. Jubin Nautiyal
B. Nusrat Fateh Ali Khan
C. Kinna Sona
D. All of the above",All of the above
"Which artists were involved with the song 'Kinna Sona' in the film 'Marjaavaan'?
Options:
A. Jubin Nautiyal
B. Atif Aslam
C. Neha Kakkar
D. All of the above","Jubin Nautiyal, Atif Aslam"
"Which of the following statements are true regarding the song 'Kinna Sona' and Jubin Nautiyal?
Options:
A. a) Jubin Nautiyal replaced Kinna Sona at the last minute due to a ban on Pakistani artists.
B. b) T-Series released a cover of Kinna Sona sung by Atif Aslam.
C. c) Jubin Nautiyal originally sang Kinna Sona before the replacement.
D. d) The ban on Pakistani artists was imposed by the All Indian Cine Workers Association.","a) Jubin Nautiyal replaced Kinna Sona at the last minute due to a ban on Pakistani artists., b) T-Series released a cover of Kinna Sona sung by Atif Aslam., d) The ban on Pakistani artists was imposed by the All Indian Cine Workers Association."
"What events are associated with Jubin Nautiyal and the song 'Kinna Sona' in relation to the Maharashtra Navnirman Sena?
Options:
A. Jubin Nautiyal replaced the song Kinna Sona due to a ban on Pakistani artists.
B. Maharashtra Navnirman Sena led a campaign against Atif Aslam's cover of Kinna Sona.
C. T-Series had to apologize for the initial cover of Kinna Sona.
D. All of the above",All of the above
"Which of the following statements are true regarding the song 'Kinna Sona' from the movie Marjaavaan?
Options:
A. a) Jubin Nautiyal originally performed 'Kinna Sona'.
B. b) The version featuring Atif Aslam was released after Jubin Nautiyal's version.
C. c) Both versions of 'Kinna Sona' were composed by Kumaar.
D. d) Atif Aslam was the primary vocalist for the song.",a) Jubin Nautiyal originally performed 'Kinna Sona' and c) Both versions of 'Kinna Sona' were composed by Kumaar.
"Which of the following statements are true regarding the songs 'Ek Toh Kum Zindagani' and 'Thodi Jagah'?
Options:
A. a) Both songs were composed by Tanishk Bagchi.
B. b) 'Ek Toh Kum Zindagani' was sung by Neha Kakkar.
C. c) The female version of 'Thodi Jagah' was sung by Tulsi Kumar.
D. d) Both songs were featured in the same movie.",All of the above
"Which of the following songs are connected through their lyricist and composer?
Options:
A. Tum Hi Aana
B. Raghupati Raghav Raja Ram
C. Hasbi Rabbi Naat
D. All of the above",All of the above
"Which of the following statements are true regarding the songs 'Masakali 2.0' and 'Peeyu Datt Ke'?
Options:
A. a) Both songs were composed by Tanishk Bagchi.
B. b) Both songs were sung by Tulsi Kumar.
C. c) Nushrat Bharucha starred in 'Peeyu Datt Ke'.
D. d) Nushrat Bharucha is featured in 'Masakali 2.0'.",a) Both songs were composed by Tanishk Bagchi. and b) Both songs were sung by Tulsi Kumar. and c) Nushrat Bharucha starred in 'Peeyu Datt Ke'.
"Which of the following statements are true regarding the songs 'Masakali 2.0' and 'Peeyu Datt Ke'?
Options:
A. a) Both songs were composed by Tanishk Bagchi.
B. b) 'Masakali 2.0' features vocals by Tulsi Kumar.
C. c) 'Peeyu Datt Ke' includes guest vocals by Yo Yo Honey Singh.
D. d) Both songs were sung by Tulsi Kumar.",a) Both songs were composed by Tanishk Bagchi.
"Which of the following statements are true regarding the songs 'Masakali 2.0', 'Ek Toh Kum Zindagani', and 'Pyar Do Pyar Lo'?
Options:
A. a) 'Masakali 2.0' was composed by Tanishk Bagchi.
B. b) 'Ek Toh Kum Zindagani' is a remake of 'Pyar Do Pyar Lo'.
C. c) Both 'Ek Toh Kum Zindagani' and 'Masakali 2.0' were sung by Palak Muchhal.
D. d) Sachet Tandon provided backing vocals for 'Masakali 2.0'.","a) 'Masakali 2.0' was composed by Tanishk Bagchi., b) 'Ek Toh Kum Zindagani' is a remake of 'Pyar Do Pyar Lo'., c) Both 'Ek Toh Kum Zindagani' and 'Masakali 2.0' were sung by Palak Muchhal."
"Which of the following songs were composed by Tanishk Bagchi?
Options:
A. masakali 2.0
B. ek toh kum zindagani
C. thodi jagah
D. All of the above",All of the above
"Which of the following statements are true regarding the songs 'Peeyu Datt Ke', 'Masakali', and 'Masakali 2.0'?
Options:
A. a) Both 'Peeyu Datt Ke' and 'Masakali' were composed by Tanishk Bagchi.
B. b) 'Masakali 2.0' is a recreated version of 'Masakali'.
C. c) 'Peeyu Datt Ke' features guest vocals by Yo Yo Honey Singh.
D. d) 'Masakali' was not composed by Tanishk Bagchi.",All of the above
"Which statements are true regarding the songs 'Peeyu Datt Ke' and 'Masakali 2.0'?
Options:
A. a) Both songs were composed by Tanishk Bagchi.
B. b) 'Peeyu Datt Ke' features guest vocals by Yo Yo Honey Singh.
C. c) Both songs were sung by Ritu Pathak.
D. d) 'Masakali 2.0' was sung by Tulsi Kumar.",a) Both songs were composed by Tanishk Bagchi. b) 'Peeyu Datt Ke' features guest vocals by Yo Yo Honey Singh. d) 'Masakali 2.0' was sung by Tulsi Kumar.
"Which of the following songs were composed by Tanishk Bagchi?
Options:
A. Peeyu Datt Ke
B. Masakali 2.0
C. Ek Toh Kum Zindagani
D. All of the above",All of the above
