node_1,node_2,edge,chunk_id,node_3,node_4,node_5,count
the room,tommy wiseau,"The American independent romantic drama film 'The Room' was written, directed, and produced by Tommy Wiseau, who also stars in the film.",3ce021e5d09341e7b60e79e46cb6a7b1,,,,4
san francisco,the room,"Set in San Francisco, the film 'The Room' is centered around a melodramatic love triangle between amiable banker Johnny (played by Tommy Wiseau), his deceptive fiancée Lisa (played by Juliette Danielle), and his conflicted best friend Mark (played by Greg Sestero).",3ce021e5d09341e7b60e79e46cb6a7b1,,,,4
lisa,the room,"The deceptive fiancée of Johnny, Lisa is a central character in 'The Room'.",3ce021e5d09341e7b60e79e46cb6a7b1,,,,4
mark,the room,"The conflicted best friend of Johnny, Mark is a central character in 'The Room'.",3ce021e5d09341e7b60e79e46cb6a7b1,,,,4
johnny,the room,Amiable banker Johnny is played by Tommy Wiseau in 'The Room'.,3ce021e5d09341e7b60e79e46cb6a7b1,,,,4
juliette danielle,lisa,Lisa is played by Juliette Danielle in 'The Room'.,3ce021e5d09341e7b60e79e46cb6a7b1,,,,4
greg sestero,mark,Mark is played by Greg Sestero in 'The Room'.,3ce021e5d09341e7b60e79e46cb6a7b1,,,,4
california,the room,"Originally shown only in a limited number of California theaters, 'The Room' quickly became a cult film due to its bizarre and unconventional storytelling, technical and narrative issues, and Tommy Wiseau's performance.",3ce021e5d09341e7b60e79e46cb6a7b1,,,,4
cult film,the room,"'The Room', which was a box-office bomb, became a cult film due to its bizarre and unconventional storytelling, technical and narrative issues, and Tommy Wiseau's performance.",3ce021e5d09341e7b60e79e46cb6a7b1,,,,4
tommy wiseau,cult film,"'The Room', which was a box-office bomb, became a cult film due to its bizarre and unconventional storytelling, technical and narrative issues, as well as being written, directed, and produced by Tommy Wiseau.",3ce021e5d09341e7b60e79e46cb6a7b1,,,,4
citizen kane,the room,"'The Room' has been labeled as one of the worst films ever made, with some publications describing it as 'the Citizen Kane of bad movies'.",3ce021e5d09341e7b60e79e46cb6a7b1,,,,4
bad movie,the room,"'The Room' has been labeled as one of the worst films ever made, with some publications describing it as 'the Citizen Kane of bad movies'.",3ce021e5d09341e7b60e79e46cb6a7b1,,,,4
juliette danielle,lisa,"In interviews, Juliette Danielle has said that Lisa is based on a real person in Tommy Wiseau's life.",3ce021e5d09341e7b60e79e46cb6a7b1,,,,4
greg sestero,mark,"In his book 'The Disaster Artist', Greg Sestero has said that Mark is based on a real person in Tommy Wiseau's life.",3ce021e5d09341e7b60e79e46cb6a7b1,,,,4
juliette danielle,tommy wiseau,"According to Juliette Danielle, Lisa is based on a real person in Tommy Wiseau's life.",3ce021e5d09341e7b60e79e46cb6a7b1,,,,4
greg sestero,tommy wiseau,"According to Greg Sestero, Mark is based on a real person in Tommy Wiseau's life.",3ce021e5d09341e7b60e79e46cb6a7b1,,,,4
the disaster artist,sestero's memoir of the making of the room,"co-written with Tom Bissell and published in 2013. A film of the same title based on the book, directed by and starring James Franco, was released on December 1, 2017; the book and film received widespread acclaim and numerous award nominations.",efbd4a8e5ec04838b2c60e2339533099,,,,4
the disaster artist,spiritual successor starring bob odenkirk,"set to be released at an unspecified date; it was initially planned to be released in 2023, which would have coincided with the twentieth anniversary of The Room.",efbd4a8e5ec04838b2c60e2339533099,,,,4
johnny,lisa,"lives in a San Francisco townhouse with his fiancée Lisa, who has become disenchanted with their relationship. She seduces his best friend, Mark, and the two begin a secret affair.",efbd4a8e5ec04838b2c60e2339533099,,,,4
johnny,mark,best friend of Johnny,efbd4a8e5ec04838b2c60e2339533099,,,,4
lisa,johnny,fiancée of Johnny who has become disenchanted with their relationship.,efbd4a8e5ec04838b2c60e2339533099,,,,4
mark,lisa,begins a secret affair with Lisa,efbd4a8e5ec04838b2c60e2339533099,,,,4
johnny,denny,financially and emotionally supports neighboring college student Denny.,efbd4a8e5ec04838b2c60e2339533099,,,,4
denny,lisa,lusts after Lisa,efbd4a8e5ec04838b2c60e2339533099,,,,4
johnny,chris-r,overhears Lisa confessing her infidelity to her mother and attaches a tape recorder to their phone in an attempt to identify her lover by recording their phone conversations.,efbd4a8e5ec04838b2c60e2339533099,,,,4
johnny,denny,"rescues Denny, a neighboring college student whom Johnny financially and emotionally supports, from a fight with an armed drug dealer, Chris-R.",efbd4a8e5ec04838b2c60e2339533099,,,,4
johnny,mark,encourages him to pursue one of his classmates instead.,efbd4a8e5ec04838b2c60e2339533099,,,,4
johnny,lisa,"Lisa falsely claims that Johnny has become physically abusive, leading to a physical altercation and Johnny's suicide.",61ee9081329d4b1fb4894702be22bf00,,,,4
mark,johnny,Mark becomes depressed after Johnny calls upon him for advice regarding Lisa's false claims of physical abuse.,61ee9081329d4b1fb4894702be22bf00,,,,4
peter,mark,"Mark confides to Peter on the rooftop about his guilt over an affair with Lisa, which leads to Peter deducing the identity of the other person involved.",61ee9081329d4b1fb4894702be22bf00,,,,4
lisa,steven,"At Johnny's surprise birthday party, Steven catches Lisa kissing Mark in front of the other guests.",61ee9081329d4b1fb4894702be22bf00,,,,4
johnny,lisa,Lisa falsely announces that they are expecting a child at Johnny's birthday party to distract him from their affair.,61ee9081329d4b1fb4894702be22bf00,,,,4
mark,lisa,"Mark and Lisa flaunt their affair in front of the other guests, leading to a physical altercation between Mark and Johnny.",61ee9081329d4b1fb4894702be22bf00,,,,4
johnny,recorder,"Johnny retrieves the cassette recorder he attached to the phone and listens to Lisa's intimate call with Mark, leading to his nervous breakdown.",61ee9081329d4b1fb4894702be22bf00,,,,4
lisa,mark,"After Johnny's suicide, Lisa tells Mark that they are finally free to be together, but he rejects her due to her manipulative behavior towards Johnny.",61ee9081329d4b1fb4894702be22bf00,,,,4
denny,johnny,"Together with Denny, Lisa and Mark wait for the police to arrive with Johnny's body.",61ee9081329d4b1fb4894702be22bf00,,,,4
the room,play,Tommy Wiseau originally wrote The Room as a play in 2001.,aec695d9a5cc4bb493528a63d6e8d237,,,,4
tommy wiseau,the room,"produced and acted in the film adaptation of his own play, The Room.",aec695d9a5cc4bb493528a63d6e8d237,,,,4
play,540-page book,"After writing his play, Tommy Wiseau adapted it into a 540-page book that he was unable to get published.",aec695d9a5cc4bb493528a63d6e8d237,,,,4
tommy wiseau,play,"Tommy Wiseau originally wrote The Room as a play in 2001, after seeing the film The Talented Mr. Ripley.",aec695d9a5cc4bb493528a63d6e8d237,,,,4
tommy wiseau,film,"Produced and acted in his own film adaptation of his play, The Room.",aec695d9a5cc4bb493528a63d6e8d237,,,,4
the talented mr. ripley,tommy wiseau,"After seeing the film The Talented Mr. Ripley in an unknown year, Tommy Wiseau was inspired to write and adapt his own play into a film.",aec695d9a5cc4bb493528a63d6e8d237,,,,4
wiseau,entrepreneurship,"According to The Disaster Artist, Wiseau was already independently wealthy at the time production began of The Room due to his success in entrepreneurship.",5b81109f31dc4872bc6e92ee2c028dda,,,,4
wiseau,real estate development,"According to The Disaster Artist, Wiseau claims to have amassed a fortune through entrepreneurship and real estate development in Los Angeles and San Francisco over several years.",5b81109f31dc4872bc6e92ee2c028dda,,,,4
wiseau,los angeles,"According to The Disaster Artist, Wiseau was already independently wealthy at the time production began of The Room due to his success in entrepreneurship and real estate development in Los Angeles.",5b81109f31dc4872bc6e92ee2c028dda,,,,4
wiseau,san francisco,"According to The Disaster Artist, Wiseau was already independently wealthy at the time production began of The Room due to his success in entrepreneurship and real estate development in Los Angeles and San Francisco.",5b81109f31dc4872bc6e92ee2c028dda,,,,4
wiseau,money laundering scheme for organized crime,Many of the people involved with the project feared that The Room was part of a money laundering scheme for organized crime.,5b81109f31dc4872bc6e92ee2c028dda,,,,4
the room,wiseau,"Wiseau wrote, produced, directed, and starred in The Room.",5b81109f31dc4872bc6e92ee2c028dda,,,,4
the room,budget,"According to the text material, Wiseau spent the entire US$6,000,00 budget for The Room on production and marketing.",5b81109f31dc4872bc6e92ee2c028dda,,,,4
the room,poor decisions during filming,"According to The Disaster Artist, Wiseau made numerous poor decisions during filming that unnecessarily inflated the film's budget, such as building sets for sequences that could have been filmed on location, purchasing production equipment rather than renting it, and filming scenes multiple times using different sets.",5b81109f31dc4872bc6e92ee2c028dda,,,,4
the room,forgot his lines,"According to the text material, Wiseau forgot his lines and place on camera, resulting in minutes-long dialogue sequences taking hours or days to shoot.",5b81109f31dc4872bc6e92ee2c028dda,,,,4
minutes-long dialogue sequences,hours or days to shoot,"Wiseau's film required multiple takes for these sequences, leading to significant time and cost overruns.",6625eebe0c8b45f68227f0a137c3bd7c,,,,4
minutes-long dialogue sequences,film's cost,"The extensive shooting times for these scenes contributed significantly to the film's overall production costs, as detailed by Sestero.",6625eebe0c8b45f68227f0a137c3bd7c,,,,4
wiseau's antics,film's cost,"The unpredictable behavior of Wiseau during filming caused additional expenses, according to Sestero's account.",6625eebe0c8b45f68227f0a137c3bd7c,,,,4
wiseau,birns & sawyer film lot,Wiseau rented a studio at the Birns & Sawyer film lot,fd1ab4aa00e84eaa976481f6783877e5,,,,4
complete beginning director package,wiseau,Wiseau bought a 'complete Beginning Director package',fd1ab4aa00e84eaa976481f6783877e5,,,,4
two film and hd cameras,wiseau,Wiseau rented a studio at the Birns & Sawyer film lot and bought a 'complete Beginning Director package' which included two film and HD cameras,fd1ab4aa00e84eaa976481f6783877e5,,,,4
beginning director package,two film and hd cameras,The 'complete Beginning Director package' included two film and HD cameras,fd1ab4aa00e84eaa976481f6783877e5,,,,4
birns & sawyer film lot,custom-built apparatus,Wiseau used a custom-built apparatus that housed both cameras side by side and required two crews to operate at the Birns & Sawyer film lot,fd1ab4aa00e84eaa976481f6783877e5,,,,4
two formats,wiseau,Wiseau wanted to be the first director to film an entire movie simultaneously in two formats,fd1ab4aa00e84eaa976481f6783877e5,,,,4
thousands of head shots,wiseau,Wiseau selected actors from thousands of head shots,fd1ab4aa00e84eaa976481f6783877e5,,,,4
feature film,most of the cast,Most of the cast had never been in a feature film prior to The Room,fd1ab4aa00e84eaa976481f6783877e5,,,,4
production crew,sestero,"Sestero agreed to work as part of the production crew only as a favor to Wiseau, whom he had been friends with for some time before production began",fd1ab4aa00e84eaa976481f6783877e5,,,,4
mark,sestero,"After Wiseau fired the original actor on the first day of filming, Sestero was allowed to keep his jeans on while shooting his sex scenes",fd1ab4aa00e84eaa976481f6783877e5,,,,4
peter,ellery,"Peter left the production before finishing his scenes, and Ellery replaced him for some of his lines in the climax.",d987680332364402978d7590bcacf2be,,,,4
michelle (original actress),lisa (juliette danielle),Danielle was originally cast as Michelle but was given the Lisa role when the original actress was dismissed due to personality issues.,d987680332364402978d7590bcacf2be,,,,4
latina actress,lisa (juliette danielle),"According to Greg Ellery, Juliette Danielle had just gotten off the bus from Texas when the shooting began and was selected as Lisa after the original Latina actress left the production.",d987680332364402978d7590bcacf2be,,,,4
original script,edited script,significantly longer original script was edited on-set by the cast and script supervisor Sandy Schklair due to incomprehensible dialogue,c811591fc104429f9b5d3fd01b09c493,,,,4
johnny's speech,repetitive dialogue,"almost every conversation begins with 'Oh, hi!' or 'Oh, hi [name of character]!' and dismissively ends with 'Don't worry about it'",c811591fc104429f9b5d3fd01b09c493,,,,4
lisa,physical attractiveness,almost every male character discusses Lisa's physical attractiveness,c811591fc104429f9b5d3fd01b09c493,,,,4
lisa,discussion ending,Lisa often stops discussions about Johnny by saying 'I don't want to talk about it',c811591fc104429f9b5d3fd01b09c493,,,,4
wiseau's fascination,subplot,Wiseau planned a subplot in which Johnny was revealed to be a vampire due to his fascination with them,c811591fc104429f9b5d3fd01b09c493,,,,4
crew,flying car,"Wiseau tasked the crew with devising a way for Johnny's Mercedes-Benz to fly across the San Francisco skyline, revealing Johnny's vampiric nature",c811591fc104429f9b5d3fd01b09c493,,,,4
four months,principal photography,Principal photography lasted four months.,470f8b29ab10456790b5889f472ebdab,,,,4
birns & sawyer soundstage in los angeles,shooting took place mainly on,"Shooting took place mainly on the Birns & Sawyer soundstage in Los Angeles, with some second unit shooting in San Francisco, California.",470f8b29ab10456790b5889f472ebdab,,,,4
san francisco,greenscreened in.,Exteriors of San Francisco were greenscreened in.,470f8b29ab10456790b5889f472ebdab,,,,4
august 2002,rooftop sequences were shot,Some of the roof scenes were shot in August 2002.,470f8b29ab10456790b5889f472ebdab,,,,4
over 100 people,employed,"The film employed over 100 people,",470f8b29ab10456790b5889f472ebdab,,,,4
actor,writer,"Wiseau is credited as an actor, writer, producer, director, and executive producer.",470f8b29ab10456790b5889f472ebdab,producer,director,executive producer,4
chloe lietzke,esl tutor,"According to Sestero, Lietzke was Wiseau's ESL tutor and had no involvement in the film,",470f8b29ab10456790b5889f472ebdab,had no involvement in the film,,,4
drew caffrey,died in 1999,"Other executive producer credits include Chloe Lietzke and Drew Caffrey. According to Sestero, Lietzke was Wiseau's ESL tutor and had no involvement in the film, and Caffrey, who had been an entrepreneurial mentor to Wiseau, died in 1999.",470f8b29ab10456790b5889f472ebdab,,,,4
