node_1,node_2,edge,chunk_id,node_3,node_4,count
fifty shades of grey,sam taylor-johnson,Fifty Shades of Grey is a 2015 British-American erotic romantic drama film directed by Sam Taylor-Johnson,b41f40bb994341e3b50ab30865503516,,,4
e. l. james' ,fifty shades of grey,Fifty Shades of Grey is based on E. L. James' 2011 novel,b41f40bb994341e3b50ab30865503516,,,4
universal pictures,fifty shades of grey,Fifty Shades of Grey is distributed by Universal Pictures,b41f40bb994341e3b50ab30865503516,,,4
focus features,fifty shades of grey,Focus Features produces Fifty Shades of Grey,b41f40bb994341e3b50ab30865503516,,,4
michael de luca productions,fifty shades of grey,Michael De Luca Productions produces Fifty Shades of Grey,b41f40bb994341e3b50ab30865503516,,,4
trigger street productions,fifty shades of grey,Trigger Street Productions produces Fifty Shades of Grey,b41f40bb994341e3b50ab30865503516,,,4
dakota johnson,anastasia 'ana' steele,Dakota Johnson plays Anastasia 'Ana' Steele in Fifty Shades of Grey,b41f40bb994341e3b50ab30865503516,,,4
jamie dornan,christian grey,Jamie Dornan plays Christian Grey in Fifty Shades of Grey,b41f40bb994341e3b50ab30865503516,,,4
jennifer ehle,fifty shades of grey,Jennifer Ehle appears in Fifty Shades of Grey,b41f40bb994341e3b50ab30865503516,,,4
marcia gay harden,fifty shades of grey,Marcia Gay Harden appears in Fifty Shades of Grey,b41f40bb994341e3b50ab30865503516,,,4
e. l. james' ,trilogy,Fifty Shades of Grey is based on E. L. James' trilogy,b41f40bb994341e3b50ab30865503516,,,4
bill condon,sam taylor-johnson,"Bill Condon was attached to direct Fifty Shades of Grey, but was replaced by Sam Taylor-Johnson",b41f40bb994341e3b50ab30865503516,,,4
patty jenkins,sam taylor-johnson,"Patty Jenkins was attached to direct Fifty Shades of Grey, but was replaced by Sam Taylor-Johnson",b41f40bb994341e3b50ab30865503516,,,4
bennett miller,sam taylor-johnson,"Bennett Miller was attached to direct Fifty Shades of Grey, but was replaced by Sam Taylor-Johnson",b41f40bb994341e3b50ab30865503516,,,4
steven soderbergh,sam taylor-johnson,"Steven Soderbergh was attached to direct Fifty Shades of Grey, but was replaced by Sam Taylor-Johnson",b41f40bb994341e3b50ab30865503516,,,4
joe wright,sam taylor-johnson,"Joe Wright was attached to direct Fifty Shades of Grey, but was replaced by Sam Taylor-Johnson",b41f40bb994341e3b50ab30865503516,,,4
kelly marcel,fifty shades of grey,Kelly Marcel wrote the screenplay for Fifty Shades of Grey,b41f40bb994341e3b50ab30865503516,,,4
fifty shades of grey,berlin international film festival,"Fifty Shades of Grey premiered at the 69th Berlin International Film Festival on February 11, 2015.",e56c845e371140c4899d68445f54f799,,,4
fifty shades of grey,universal pictures,"Fifty Shades of Grey was released in IMAX formats on February 13, by Universal Pictures.",e56c845e371140c4899d68445f54f799,,,4
fifty shades of grey,box office success,"Despite receiving mixed to unfavorable reviews, it was an immediate box office success, breaking numerous box office records and earning $569.7 million worldwide against a budget of $40 million.",e56c845e371140c4899d68445f54f799,,,4
soundtrack album,love me like you do,"English singer Ellie Goulding's 'Love Me Like You Do', was nominated for the Golden Globe Award for Best Original Song.",e56c845e371140c4899d68445f54f799,,,4
soundtrack album,earned it,"Canadian singer the Weeknd's 'Earned It', was nominated for the Academy Award for Best Original Song at the 88th Academy Awards.",e56c845e371140c4899d68445f54f799,,,4
fifty shades of grey,three sequels,"Fifty Shades of Grey was succeeded by two sequels: Fifty Shades Darker, and Fifty Shades Freed, released in 2017 and 2018, respectively.",e56c845e371140c4899d68445f54f799,,,4
fifty shades darker,three sequels,"Fifty Shades Darker was one of the three sequels released after Fifty Shades of Grey, in 2017.",e56c845e371140c4899d68445f54f799,,,4
fifty shades freed,three sequels,"Fifty Shades Freed was one of the three sequels released after Fifty Shades of Grey, in 2018.",e56c845e371140c4899d68445f54f799,,,4
golden raspberry awards,fifty shades of grey,"The film was the most awarded at the 36th Golden Raspberry Awards, winning five of six nominations,",e56c845e371140c4899d68445f54f799,,,4
golden raspberry awards,worst picture,"Fifty Shades of Grey won the Worst Picture award at the 36th Golden Raspberry Awards,",e56c845e371140c4899d68445f54f799,,,4
golden raspberry awards,two leading roles,Fifty Shades of Grey was also awarded both leading roles at the 36th Golden Raspberry Awards.,e56c845e371140c4899d68445f54f799,,,4
ana steele,christian grey,"Ana agrees to interview Christian for the college newspaper, which leads to a coffee date and a gift of first edition Hardy novels. Ana calls Christian after getting drunk with her friends, and he goes to find her after her photographer friend attempts to kiss her.",5d454c9b06e8420799cb49432fcedf1a,,,4
tess of the d'urbervilles,christian grey,"Christian sends Ana two first edition copies of Tess of the d'Urbervilles, along with a quote from the book about relationships.",5d454c9b06e8420799cb49432fcedf1a,,,4
hardy novels,ana steele,Christian gifts Ana two first edition copies of Hardy novels as a gesture of goodwill.,5d454c9b06e8420799cb49432fcedf1a,,,4
josé rodriguez,ana steele,"Ana's photographer friend, José, attempts to kiss her against her will while they celebrate graduation at a local bar.",5d454c9b06e8420799cb49432fcedf1a,,,4
graduation celebration,ana steele,"Ana celebrates graduation with her friends at a local bar, and gets drunk as a result.",5d454c9b06e8420799cb49432fcedf1a,,,4
college newspaper,christian grey,"Christian is interviewed by Ana for the college newspaper, which leads to further interactions between them.",5d454c9b06e8420799cb49432fcedf1a,,,4
washington state university vancouver,ana steele,"Ana attends Washington State University Vancouver, where she is an English literature major.",5d454c9b06e8420799cb49432fcedf1a,,,4
ana,christian,"After the two make out in an elevator, and he takes her for a ride in his helicopter, a romance starts to develop.",c6fb6689e6b24ffdadb6ce23f55b6450,,,4
christian,non-disclosure agreement,Insists that she sign a non-disclosure agreement preventing her from revealing details about their relationship.,c6fb6689e6b24ffdadb6ce23f55b6450,,,4
christian,dominant,"Engages in sexual bondage relationships, but only as defined in a contract between the participants.",c6fb6689e6b24ffdadb6ce23f55b6450,,,4
ana,virgin,Reveals that she is a virgin.,c6fb6689e6b24ffdadb6ce23f55b6450,,,4
christian,mrs. robinson,"Was introduced to his dominant practices at age fifteen by a woman Ana dubs ""Mrs. Robinson""",c6fb6689e6b24ffdadb6ce23f55b6450,,,4
ana,red room,"Visits his 'Red Room,' a place stocked with a bed and a variety of whips and shackles.",c6fb6689e6b24ffdadb6ce23f55b6450,,,4
christian,gifts and favors,"Bestows a series of gifts and favors upon Ana, including a new car and a laptop.",c6fb6689e6b24ffdadb6ce23f55b6450,,,4
ana,contract,"Initially says no, but is persuaded otherwise and finds herself willingly giving her consent.",c6fb6689e6b24ffdadb6ce23f55b6450,,,4
red room,emotional distance,Christian's emotional distance during their night in the Red Room upset Ana.,d36a1ca2de6f4bf5bad0190c8e7accc5,,,4
ana,emotional distance,Ana is also emotionally distant due to Christian's behavior.,d36a1ca2de6f4bf5bad0190c8e7accc5,,,4
ana,love,Ana declares her love for Christian but finds his behavior unacceptable.,d36a1ca2de6f4bf5bad0190c8e7accc5,,,4
christian,behaviour,Christian's behavior towards Ana is unacceptable to her.,d36a1ca2de6f4bf5bad0190c8e7accc5,,,4
ana,leaving,Ana leaves Christian after declaring her love for him.,d36a1ca2de6f4bf5bad0190c8e7accc5,,,4
christian,promise,Christian promises to send Ana a check for the car he sold without her consent.,d36a1ca2de6f4bf5bad0190c8e7accc5,,,4
christian,psychology,Ana asks Christian to demonstrate his worst punishment as an effort to understand his psychology.,d36a1ca2de6f4bf5bad0190c8e7accc5,,,4
ana,consents,Ana consents to what Christian wants in their 'Red Room'.,d36a1ca2de6f4bf5bad0190c8e7accc5,,,4
christian,anger,Christian becomes angry when Ana mentions leaving to visit her mother in Georgia during dinner at his parents' home.,d36a1ca2de6f4bf5bad0190c8e7accc5,,,4
ana,mother,Ana visits her mother in Georgia.,d36a1ca2de6f4bf5bad0190c8e7accc5,,,4
christian,meets,Christian meets Ana's mother during her visit to Georgia.,d36a1ca2de6f4bf5bad0190c8e7accc5,,,4
ana,air gliding,Christian takes Ana air gliding during her visit to Georgia.,d36a1ca2de6f4bf5bad0190c8e7accc5,,,4
ana,one-sided relationship,Ana says she wants more than the one-sided relationship Christian is proposing.,d36a1ca2de6f4bf5bad0190c8e7accc5,,,4
fifty shades trilogy of novels,hollywood studios,"By early 2012, several Hollywood studios were keen to obtain film rights to The New York Times bestselling Fifty Shades trilogy of novels.",8653fe68c5504933a2a39bb0fa48a41c,,,4
universal pictures,focus features,Universitary Pictures and Focus Features secured the rights to the trilogy in March 2012.,8653fe68c5504933a2a39bb0fa48a41c,,,4
james,movie's creative process,Author James sought to retain some control during the movie's creative process.,8653fe68c5504933a2a39bb0fa48a41c,,,4
michael de luca,dana brunetti,James chose The Social Network producers Michael De Luca and Dana Brunetti to produce the film.,8653fe68c5504933a2a39bb0fa48a41c,,,4
bret easton ellis,fifty shades of grey,"American Psycho writer Bret Easton Ellis publicly expressed his desire to write the screenplay for Fifty Shades of Grey,",8653fe68c5504933a2a39bb0fa48a41c,,,4
kelly marcel,fifty shades of grey,"Kelly Marcel, screenwriter of Saving Mr. Banks, was hired for the job.",8653fe68c5504933a2a39bb0fa48a41c,,,4
