node_1,node_2,edge,chunk_id,node_3,count
happytime murders,2018 american adult puppet buddy cop crime comedy film,The Happytime Murders is a 2018 American adult puppet buddy cop crime comedy film directed by Brian Henson and written by Todd Berger from a story by Berger and Dee Austin Robertson.,8e82d20e33d947eaaaae89717b5e0359,,4
brian henson,happytime murders,The Happytime Murders is a 2018 American adult puppet buddy cop crime comedy film directed by Brian Henson and written by Todd Berger from a story by Berger and Dee Austin Robertson.,8e82d20e33d947eaaaae89717b5e0359,,4
todd berger,happytime murders,The Happytime Murders is a 2018 American adult puppet buddy cop crime comedy film directed by Brian Henson and written by Todd Berger from a story by Berger and Dee Austin Robertson.,8e82d20e33d947eaaaae89717b5e0359,,4
dee austin robertson,happytime murders,The Happytime Murders is a 2018 American adult puppet buddy cop crime comedy film directed by Brian Henson and written by Todd Berger from a story by Berger and Dee Austin Robertson.,8e82d20e33d947eaaaae89717b5e0359,,4
muppets creator jim henson,the happytime murders,"The Happytime Murders was first announced in 2008 by The Jim Henson Company, the production studio of Muppets creator Jim Henson.",8e82d20e33d947eaaaae89717b5e0359,,4
cameron diaz,the happytime murders,"Various actors, including Cameron Diaz, Katherine Heigl and Jamie Foxx, were approached to star before McCarthy signed on in May 2017.",8e82d20e33d947eaaaae89717b5e0359,,4
katherine heigl,the happytime murders,"Various actors, including Cameron Diaz, Katherine Heigl and Jamie Foxx, were approached to star before McCarthy signed on in May 2017.",8e82d20e33d947eaaaae89717b5e0359,,4
jamie foxx,the happytime murders,"Various actors, including Cameron Diaz, Katherine Heigl and Jamie Foxx, were approached to star before McCarthy signed on in May 2017.",8e82d20e33d947eaaaae89717b5e0359,,4
melissa mccarthy,the happytime murders,Melissa McCarthy signed on to star in May 2017.,8e82d20e33d947eaaaae89717b5e0359,,4
stxfilms,the happytime murders,"The Happytime Murders was released on August 24, 2018, by STXfilms.",8e82d20e33d947eaaaae89717b5e0359,,4
henson alternative,the happytime murders,"The Happytime Murders was the first film released by Henson Alternative, a banner of The Jim Henson Company aimed toward adult audiences.",8e82d20e33d947eaaaae89717b5e0359,,4
los angeles,the happytime murders,Filming began in Los Angeles that September.,8e82d20e33d947eaaaae89717b5e0359,,4
over 120 puppets,the happytime murders,Involved the use of over 120 puppets.,8e82d20e33d947eaaaae89717b5e0359,,4
phil phillips,lapd,Phil Phillips was a puppet cop on the LAPD before being fired.,d41ad81e525743e4b1dd230d32633216,,4
connie edwards,phil phillips,Edwards was Phil's former partner on the LAPD.,d41ad81e525743e4b1dd230d32633216,,4
law,puppets,A law was enacted preventing puppets from becoming police officers after an incident involving Phil and Edwards.,d41ad81e525743e4b1dd230d32633216,,4
phil phillips,sandra white,"Phil was hired by Sandra White, a puppet client, to discover the identity of her blackmailer.",d41ad81e525743e4b1dd230d32633216,,4
puppet-owned porn shop,phil phillips,"While investigating at a puppet-owned porn shop, Phil was checking their records in a back room when an attacker killed everyone else present.",d41ad81e525743e4b1dd230d32633216,,4
mr. bumblypants,puppet-owned porn shop,"Mr. Bumblypants, a former cast member of The Happytime Gang, was killed by the attacker at the puppet-owned porn shop.",d41ad81e525743e4b1dd230d32633216,,4
attacker,everyone else present at the puppet-owned porn shop,"The attacker killed everyone else present at the puppet-owned porn shop, including Mr. Bumblypants.",d41ad81e525743e4b1dd230d32633216,,4
