Question,Answer,generated_answer
"[""Did Stephanie decide not to attend Dave's engagement party at the Franklin Park Zoo in the movie 'Zookeeper 2011'?""]",no,yes
"[""In the movie 'Zookeeper 2011', was Stephanie invited to an engagement party at the Franklin Park Zoo, causing Griffin to freak out?""]",yes,yes
"[""Does Griffin in 'Zookeeper 2011' blame Bernie for attacking a zookeeper named Shane?""]",no,yes
"[""In the movie 'Zookeeper 2011', does Griffin form a friendship with Bernie after understanding his mistrust towards humans?""]",yes,yes
"[""In the movie 'Zookeeper 2011', does Griffin hate Stephanie?""]",no,yes
"[""In the plot of 'Zookeeper 2011', does Griffin try to win Stephanie back by following the mating rituals of other animals at a party?""]",yes,yes
"[""Does Stephanie end up marrying Gale in the movie 'Zookeeper 2011'?""]",no,yes
"[""In the movie 'Zookeeper 2011', is Stephanie dating Gale, who Griffin perceives as a bully?""]",yes,yes
"[""Did Janet advise Griffin to attract a female by ignoring her in the movie 'Zookeeper 2011'?""]",no,yes
"[""In the movie 'Zookeeper 2011', does Griffin follow Janet's advice by asking Kate, the zoo veterinarian, to accompany him to a wedding?""]",yes,yes
"Did Griffin fail to get Kate's attention in the movie ""Zookeeper 2011""?",no,yes
"In the movie ""Zookeeper 2011"", did Griffin and Kate start a loving relationship and return to the zoo?",yes,yes
"[""In the plot of 'Zookeeper 2011', does Griffin ignore Stephanie completely?""]",no,yes
"[""In the movie 'Zookeeper 2011', does Griffin grab Stephanie's attention by showing off with Kate and standing up to Gale?""]",yes,yes
"[""Did Griffin reject Dave's job offer in the movie Zookeeper 2011?""]",no,yes
"[""In the movie Zookeeper 2011, did Griffin accept Dave's job offer?""]",yes,yes
"[""Did Griffin ignore Shane's mistreatment of Bernie in the movie 'Zookeeper 2011'?""]",no,yes
"[""In the movie 'Zookeeper 2011', did Griffin warn Shane not to hurt Bernie as he was leaving?""]",yes,yes
"[""In the plot of 'Zookeeper 2011', does Shane help Bernie?""]",no,yes
"[""In the plot of 'Zookeeper 2011', does Shane hurt Bernie again?""]",yes,yes
"[""In the movie 'Zookeeper 2011', did Griffin ignore the animals' advice and not go to the airport to stop Kate?""]",no,yes
"[""In the movie 'Zookeeper 2011', did Griffin go to the zoo and interact with the animals?""]",yes,yes
