Question,Answer,generated_answer
"Is the Earth Space Defense (ESD) in the movie ""Independence Day Resurgence 2016"" a program founded by the United Nations before the War of 1996?",no,yes
"Does the Earth Space Defense (ESD) in the movie ""Independence Day Resurgence 2016"" serve as Earth's alert system against extraterrestrial threats?",yes,yes
"[""In the plot of 'Independence Day Resurgence 2016', does the ESD ignore the alien technology?""]",no,yes
"[""In the plot of 'Independence Day Resurgence 2016', does the ESD reverse-engineer the alien technology?""]",yes,yes
"""In the movie 'Independence Day Resurgence 2016', does the ESD ignore extraterrestrial threats?""",no,yes
"""In the plot of 'Independence Day Resurgence 2016', does the ESD serve as Earth's alert system against extraterrestrial threats?""",yes,yes
"[""In the movie 'Independence Day Resurgence 2016', was Area 51 abandoned by the ESD?""]",no,yes
"[""In the plot of 'Independence Day Resurgence 2016', was Area 51 established as the headquarters of the ESD?""]",yes,yes
"[""Does the movie 'Independence Day Resurgence 2016' suggest that the ESD has no bases on the moon?""]",no,yes
"[""In 'Independence Day Resurgence 2016', does the ESD set up bases on the moon?""]",yes,yes
"[""In the movie 'Independence Day Resurgence 2016', does the plot suggest that the ESD has set up bases on Jupiter instead of Mars?""]",no,yes
"[""Does the plot of 'Independence Day Resurgence 2016' involve the ESD setting up bases on Mars, highlighting its ambitiousness and scope of operations in our solar system?""]",yes,yes
"""In the plot of 'Independence Day Resurgence 2016', is Rhea completely ignored by the ESD for setting up bases?""",no,yes
"""Does the plot of 'Independence Day Resurgence 2016' highlight the importance of the moon Rhea in the ESD's defense strategy?""",yes,yes
"[""In the movie 'Independence Day Resurgence 2016', does the ESD lack orbital defense satellites?""]",no,yes
"[""In the plot of 'Independence Day Resurgence 2016', does the ESD have orbital defense satellites above Earth?""]",yes,yes
"Did the ESD in ""Independence Day Resurgence 2016"" get founded before the war of 1996?",no,yes
"Is there a possible connection between the founding of the ESD and the war of 1996 in the movie ""Independence Day Resurgence 2016""?",yes,yes
"[""Did Levinson, Marceaux, and Dikembe Umbutu discover that the aliens were preparing a musical performance in the movie 'Independence Day Resurgence 2016'?""]",no,yes
"[""In the movie 'Independence Day Resurgence 2016', did Levinson, Marceaux, and Dikembe Umbutu discover that the aliens were drilling before sending a distress signal to their homeworld while exploring a landed alien saucer?""]",yes,yes
"Does the movie ""Independence Day Resurgence 2016"" involve Levinson, Dr. Brackish Okun, Umbutu, and U.S. President Thomas Whitmore having visions of a rectangular object due to their telepathic link with the aliens' collective consciousness?",no,yes
"In the plot of ""Independence Day Resurgence 2016"", do Levinson, Dr. Brackish Okun, Umbutu, and U.S. President Thomas Whitmore have visions of an unidentified spherical object due to their telepathic link with the aliens' collective consciousness?",yes,yes
"Did the Security Council in ""Independence Day Resurgence 2016"" ignore the spherical ship that emerged from a wormhole near Earth's Moon?",no,yes
"In the movie ""Independence Day Resurgence 2016"", was the unidentified spherical ship that emerged from a wormhole near Earth's Moon destroyed on the orders of the Security Council?",yes,yes
"[""In Independence Day Resurgence 2016, did Jake Morrison and Charlie Miller obey orders and leave Levinson, Marceaux, Umbutu, and U.S. President Thomas Whitmore behind?""]",no,yes
"[""In the plot of Independence Day Resurgence 2016, do American pilots Jake Morrison and Charlie Miller defy orders to collect Levinson, Marceaux, Umbutu, and U.S. President Thomas Whitmore?""]",yes,yes
"[""Does Levinson meet with Dikembe Umbutu and Dr. Catherine Marceaux in China in the movie Independence Day  Resurgence 2016?""]",no,yes
"[""In the movie Independence Day  Resurgence 2016, does Levinson meet with warlord Dikembe Umbutu and Dr. Catherine Marceaux in the African state République Nationale d'Umbutu?""]",yes,yes
"Does the alien mothership ignore the distress call in the movie ""Independence Day Resurgence 2016""?",no,yes
"In ""Independence Day Resurgence 2016"", does an alien mothership over 3,000 kilometers in diameter appear in response to a distress call?",yes,yes
"In ""Independence Day Resurgence 2016"", does Okun open a container and release a giant red sphere of virtual intelligence?",no,yes
"In the plot of ""Independence Day Resurgence 2016"", does Okun open the rescued container and release a giant white sphere of virtual intelligence?",yes,yes
"[""In the movie 'Independence Day Resurgence 2016', did the Harvesters ignore Rain Lao's planet?""]",no,yes
"[""In the plot of 'Independence Day Resurgence 2016', were the Harvesters targeting refugees from other worlds, including Rain Lao's planet?""]",yes,yes
"[""In the movie 'Independence Day Resurgence 2016', does the virtual intelligence reveal that its mission is to attack the harvesters?""]",no,yes
"[""In the plot of 'Independence Day Resurgence 2016', does the virtual intelligence reveal that its mission is to evacuate survivors, including those targeted by the Harvesters?""]",yes,yes
"[""Does the virtual intelligence in 'Independence Day Resurgence 2016' remain hidden from the Harvester Queen throughout the movie?""]",no,yes
"[""In 'Independence Day Resurgence 2016', does the Harvester Queen become aware of the location of the virtual intelligence?""]",yes,yes
"[""In the movie 'Independence Day Resurgence 2016', does the Harvester Queen ignore Rain Lao completely?""]",no,yes
"[""In the plot of 'Independence Day Resurgence 2016', does the Harvester Queen try to extract information about the refugee planet from Rain Lao?""]",yes,yes
"[""In the plot of 'Independence Day Resurgence 2016', did Whitmore refuse to lead a suicide mission to lure the Harvester Queen's ship into a trap?""]",no,yes
"[""In 'Independence Day Resurgence 2016', did Whitmore volunteer to lead a suicide mission to lure the Harvester Queen's ship into a trap as part of the plot?""]",yes,yes
