Question,Answer,generated_answer
"[""Does Will fully admit his feelings for Amy in the plot of Disaster Movie 2008?""]",no,yes
"[""In the plot of Disaster Movie 2008, does Will realize the possibility of his breakup with Amy being related to his dream as a caveman?""]",yes,yes
"""In the plot of Disaster Movie 2008, did Amy have an affair with Will leading to their breakup?""",no,yes
"""In Disaster Movie 2008, does Amy's affair with Flavor Flav contribute to her breakup with Will?""",yes,yes
"[""Does the caveman in Will's dream find a crystal skull that has nothing to do with the end of the world prophecy in Disaster Movie 2008?""]",no,yes
"[""In Disaster Movie 2008, does the caveman in Will's dream discover a crystal skull that might be related to the end of the world prophecy?""]",yes,yes
"[""Is the movie 'Disaster Movie 2008' suggesting that global warming is not causing calamities?""]",no,yes
"[""In 'Disaster Movie 2008', does Juney mention that global warming is causing calamities related to the end of the world prophecy?""]",yes,yes
"""In Disaster Movie 2008, did Will refuse to host a Super Duper Sweet Sixteen party at his house because he was 25 years old?""",no,yes
"""In the plot of Disaster Movie 2008, does Will host a Super Duper Sweet Sixteen party at his house even though he is 25 years old?""",yes,yes
"[""In Disaster Movie 2008, is the predator that Will runs away from in his dream revealed to be a dinosaur?""]",no,yes
"[""In the plot of Disaster Movie 2008, is Amy Winehouse the predator that Will runs away from in his caveman dream?""]",yes,yes
"""In the plot of 'Disaster Movie 2008', did Will never admit his feelings to Amy?""",no,yes
"""In the 'Disaster Movie 2008' plot, is there a moment where Will admits his feelings for Amy before a call is dropped?""",yes,yes
"[""Does Lisa die before falling in love with Calvin in 'Disaster Movie 2008'?""]",no,yes
"[""In 'Disaster Movie 2008', do Calvin and Giselle fall in love after comforting each other due to Lisa's death?""]",yes,yes
"[""Does Batman in 'Disaster Movie 2008' advise against going to save Amy, suggesting there will be no chance of survival?""]",yes,yes
"[""In 'Disaster Movie 2008', does Batman guarantee the safety of those who go to save Amy?""]",no,yes
"[""Is Michael Jackson not a character in the plot of the movie 'Disaster Movie 2008'?""]",no,yes
"[""In the plot of 'Disaster Movie 2008', do Will and Calvin hijack the Mach Five, which contains Michael Jackson and Bubbles in the trunk, to drive to the museum?""]",yes,yes
"[""Did all of the artifacts remain lifeless after the museum doors were closed in the Disaster Movie 2008?""]",no,yes
"[""In the Disaster Movie 2008, did the museum artifacts come alive after the museum doors were closed?""]",yes,yes
"Did Po use a sword to kill Calvin and the Princess in the movie ""Disaster Movie 2008""?",yes,yes
"In ""Disaster Movie 2008"", did Po use a gun to kill Calvin and the Princess?",no,yes
"Is Indiana Jones not related to Will in the plot of ""Disaster Movie 2008""?",no,yes
"Is Indiana Jones revealed to be Will's father in the plot of ""Disaster Movie 2008""?",yes,yes
"[""Does Beowulf survive after being stabbed in the back in Disaster Movie 2008?""]",no,yes
"[""Do Will and Amy encounter Indiana Jones after Amy stabs Beowulf in Disaster Movie 2008?""]",yes,yes
"Does the movie ""Disaster Movie 2008"" end with a wedding ceremony between Will and Amy conducted by 'The Guru Shitka' and a song about characters not dating each other?",no,yes
"In ""Disaster Movie 2008"", does the wedding ceremony of Will and Amy end with a musical number about all the characters in the film dating each other?",yes,yes
"[""Does the movie 'Disaster Movie 2008' start with the chipmunks surviving a falling cow?""]",no,yes
"[""In the movie 'Disaster Movie 2008', do the chipmunks get crushed to death by a falling cow before the credits start to roll?""]",yes,yes
