Question,Answer,generated_answer
"[""In the 2020 movie 'Artemis Fowl', does the character Mulch Diggums encounter Lower Elements Police reconnaissance (LEPrecon) officer Holly Short on his way to prison?""]",yes,yes
"[""In 'Artemis Fowl' released in 2020, is the character Holly Short a human police officer?""]",no,yes
"[""In the 2020 movie 'Artemis Fowl', did the 'Aculos' have no significance to the fairies?""]",no,yes
"[""In 'Artemis Fowl' released in 2020, is the 'Aculos' a crucial resource for the fairies, allowing them to teleport through worlds across the universe?""]",yes,yes
"[""In the 2020 movie 'Artemis Fowl', does commander Julius Root dispatch the LEPrecon force to search for something other than the 'Aculos'?""]",no,yes
"[""In 'Artemis Fowl' released in 2020, is commander Julius Root associated with the LEPrecon force?""]",yes,yes
"[""In the 2020 movie 'Artemis Fowl', does the 'unauthorized creature' pose no threat to the 'fairies' greatest resource'?""]",no,yes
"[""In the 2020 film 'Artemis Fowl', does LEPrecon's centaur technical advisor, Foaly, discover that an unauthorized creature has reached the surface, posing a threat to the fairies' greatest resource?""]",yes,yes
"[""Is it true that in the 2020 movie 'Artemis Fowl', Holly was not sent to investigate an unauthorized creature that reached the surface?""]",no,yes
"[""In the 2020 film 'Artemis Fowl', does Holly find out that her father, Beechwood Short, stole the Aculos?""]",yes,yes
"[""In the 2020 movie 'Artemis Fowl', does Holly intervene in a human wedding party in Martina Franca, Italy when a rogue troll attacks?""]",yes,yes
"[""In the 2020 movie 'Artemis Fowl', does Holly allow the humans to retain their memories after the troll attack?""]",no,yes
"[""In the 2020 movie 'Artemis Fowl', was Holly's father, Beechwood Short, cleared of his charges by Dom?""]",no,yes
"[""In the 'Artemis Fowl' movie released in 2020, is it true that Holly was captured by Dom and imprisoned inside the manor?""]",yes,yes
"[""In the 2020 movie 'Artemis Fowl', did Dom and Artemis fail to fight off the LEPrecon officers sealing Fowl Manor in a time freeze using Holly's equipment?""]",no,yes
"[""In 'Artemis Fowl' released in 2020, did Root and an army of LEPrecon officers seal Fowl Manor in a time freeze, leading to a fight with Artemis and Dom using Holly's equipment?""]",yes,yes
"[""Is it true that in the 2020 movie 'Artemis Fowl', Artemis allowed the fairies to enter his home while he was alive in exchange for Holly's release?""]",no,yes
"[""In the 2020 movie 'Artemis Fowl', did Artemis demand the Aculos in exchange for Holly's release, forbidding fairies to enter his home while he is alive?""]",yes,yes
"""In the 2020 movie 'Artemis Fowl', did Artemis Sr. refuse to give the Aculos to Koboi?""",yes,yes
"""In the 2020 movie 'Artemis Fowl', did Artemis Sr. willingly give the Aculos to Koboi without any resistance?""",no,yes
"[""Did Holly refuse to help Artemis find the Aculos in his safe in the 2020 movie 'Artemis Fowl'?""]",no,yes
"[""In the 2020 movie 'Artemis Fowl', does Holly return the Aculos to Haven City after Koboi demands it from Artemis?""]",yes,yes
"[""In the 2020 movie 'Artemis Fowl', did Artemis leave Holly in prison and refuse her help in finding the Aculos?""]",no,yes
"[""In 'Artemis Fowl', released in 2020, did Holly's fellow officers unblock her magic to revive Dom after he was mortally wounded?""]",yes,yes
"""In the 2020 movie 'Artemis Fowl', did Mulch refuse to infiltrate Fowl Manor for LEPrecon after being retrieved from prison by Root?""",no,yes
"""In 'Artemis Fowl' released in 2020, was Mulch offered a reduced sentence to infiltrate Fowl Manor for LEPrecon after being retrieved from prison by Root?""",yes,yes
"[""In the 2020 movie 'Artemis Fowl', did Koboi fail to seize command of LEPrecon?""]",no,yes
"[""In 'Artemis Fowl' released in 2020, does Koboi release a captured troll into Fowl Manor, jamming all magic inside?""]",yes,yes
"[""In the 2020 movie 'Artemis Fowl', does Artemis Sr. survive after finding the Aculos in his safe and giving Holly a list of Koboi's accomplices?""]",no,yes
"[""In 'Artemis Fowl' released in 2020, does Artemis Sr. find the Aculos in his safe and give Holly a list of Koboi's accomplices before his demise?""]",yes,yes
"[""In the 2020 movie 'Artemis Fowl', did Mulch refuse to help his interrogator in capturing Artemis Sr. because he didn't believe in the existence of magic?""]",no,yes
"[""In the 2020 movie 'Artemis Fowl', did Mulch reveal that Artemis arranged his arrest to prove the existence of magic on camera?""]",yes,yes
"[""Is the movie 'Artemis Fowl' from 2020 about Artemis Sr. proving the existence of magic to the authorities?""]",no,yes
"[""In the 2020 movie 'Artemis Fowl', does Mulch reveal that Artemis arranged his own arrest to prove the existence of magic to the authorities?""]",yes,yes
"[""Did Koboi's associates not participate in the next mission in the 2020 movie, Artemis Fowl?""]",no,yes
"[""In the 2020 movie, Artemis Fowl, did Holly join in the mission to hunt down Koboi's associates?""]",yes,yes
