Question,Answer,generated_answer
"[""Is there a sibling relationship between Christian and Ana in the movie Fifty Shades Freed 2018?""]",no,yes
"[""Is there a spouse relationship between Christian and Ana in the movie Fifty Shades Freed 2018?""]",yes,yes
"[""Does the movie 'Fifty Shades Freed 2018' have no relationship between Ana's former boss Jack Hyde and sexual assault?""]",no,yes
"[""In the movie 'Fifty Shades Freed 2018', is there a relationship between Ana's former boss Jack Hyde and sexual assault?""]",yes,yes
"""In the movie 'Fifty Shades Freed 2018', does Ana never interact with the architect Gia Matteo?""",no,yes
"""In the plot of 'Fifty Shades Freed 2018', is there an interaction between Ana and the architect Gia Matteo?""",yes,yes
"Is Elliot a rival of Gia Matteo in the movie ""Fifty Shades Freed 2018""?",no,yes
"Are Elliot and Gia Matteo business associates in the movie ""Fifty Shades Freed 2018""?",yes,yes
"[""Did Elena Lincoln never meet Christian in the movie 'Fifty Shades Freed 2018'?""]",no,yes
"[""In the movie 'Fifty Shades Freed 2018', did Christian text and meet his ex-lover and former BDSM dominant, Elena Lincoln, who had groomed him as a minor?""]",yes,yes
"[""Does Hyde ask for a ransom of $10 million in the plot of Fifty Shades Freed 2018?""]",no,yes
"[""In the plot of Fifty Shades Freed 2018, does Hyde threaten to kill Mia if his ransom demands are not met?""]",yes,yes
"Is Ana a bank manager in the movie ""Fifty Shades Freed 2018""?",no,yes
"In the movie ""Fifty Shades Freed 2018"", does the suspicious bank manager call Christian after Ana takes a checkbook and revolver from Christian's desk to withdraw money for Hyde's ransom?",yes,yes
"[""Is Liz not involved in the plot of Fifty Shades Freed 2018, where Ana tricks Hyde?""]",no,yes
"[""In the plot of Fifty Shades Freed 2018, does Ana discover that Liz is Jack's accomplice?""]",yes,yes
"[""Does Hyde show sympathy towards Liz in the movie 'Fifty Shades Freed 2018'?""]",no,yes
"[""Is Hyde portrayed as psychotic and vengeful towards Liz in the movie 'Fifty Shades Freed 2018'?""]",yes,yes
"[""Did Ana shoot Hyde in the arm in the movie Fifty Shades Freed 2018?""]",no,yes
"[""In the movie Fifty Shades Freed 2018, does Ana shoot Hyde in the leg?""]",yes,yes
"[""Did Christian and his security team fail to track Ana's phone in the movie Fifty Shades Freed 2018?""]",no,yes
"[""In the plot of Fifty Shades Freed 2018, did Christian and his security team, who tracked Ana's phone, arrive with the police who apprehended Hyde and Liz?""]",yes,yes
"Did Liz blackmail Hyde with a sex tape in the movie ""Fifty Shades Freed 2018""?",no,yes
"In the movie ""Fifty Shades Freed 2018"", did Hyde blackmail Liz with a sex tape?",yes,yes
"[""Does Christian's adoptive mother, Grace, assure him that Ana will leave him in the movie 'Fifty Shades Freed 2018'?""]",no,yes
"[""In the movie 'Fifty Shades Freed 2018', does Christian's adoptive mother, Grace, assure him that Ana will not leave him?""]",yes,yes
"Did Christian and Ana end their relationship after she woke up from a three-day hospital stay in ""Fifty Shades Freed 2018""?",no,yes
"Did Christian and Ana reconcile after Ana's three-day hospital stay in the movie ""Fifty Shades Freed 2018""?",yes,yes
"[""Does the movie 'Fifty Shades Freed 2018' depict Christian as having clear memories of sharing a foster family with Hyde?""]",no,yes
"[""In 'Fifty Shades Freed 2018', did Christian and Hyde share the same foster family?""]",yes,yes
"[""Does Christian in 'Fifty Shades Freed 2018' reflect on his journey with someone other than Ana?""]",no,yes
"[""In 'Fifty Shades Freed 2018', does Christian reflect on his whole journey with Ana and how they fell in love?""]",yes,yes
"[""Did Ana invite Christian to join her in the green room in the movie Fifty Shades Freed 2018?""]",no,yes
"[""In the movie Fifty Shades Freed 2018, does Ana invite Christian to join her in the red room?""]",yes,yes
"[""Does the movie 'Fifty Shades Freed 2018' end with Ana and Christian living separately and without children?""]",no,yes
"[""In 'Fifty Shades Freed 2018', are Ana and Christian shown living by a lake with their son Teddy and expecting a second child?""]",yes,yes
