Question,Answer,generated_answer
"Is Jason Statham not part of the cast in the movie ""In the Name of the King 2008""?",no,yes
"Does Jason Statham portray the character Farmer in the movie ""In the Name of the King 2008""?",yes,yes
"[""Did Jason Statham play a character named Camden Konreid in the movie 'In the Name of the King 2008'?""]",yes,yes
"[""Did Jason Statham play the role of the movie's antagonist in 'In the Name of the King 2008'?""]",no,yes
"[""Did Leelee Sobieski play the role of a different character other than Muriella in the movie 'In the Name of the King 2008'?""]",no,yes
"[""Did Leelee Sobieski act as Muriella in the movie 'In the Name of the King 2008'?""]",yes,yes
"""In the movie 'In the Name of the King 2008', does the character Merick get played by an actor other than John Rhys-Davies?""",no,yes
"""Does John Rhys-Davies perform the character Merick in the film 'In the Name of the King 2008'?""",yes,yes
"Did Ron Perlman play the character of Norick in the movie ""In the Name of the King 2008""?",yes,yes
"Was the character Norick in the movie ""In the Name of the King 2008"" played by an actor other than Ron Perlman?",no,yes
"Did Claire Forlani portray a character named Solana in the movie ""In the Name of the King 2008""?",yes,yes
"Is the character Solana in the movie ""In the Name of the King 2008"" played by an actor other than Claire Forlani?",no,yes
"""Did Kristanna Loken play a character named Elora in a different movie, not 'In the Name of the King 2008'?""",no,yes
"""In the movie 'In the Name of the King 2008', does Kristanna Loken play the character Elora?""",yes,yes
"""Did Matthew Lillard play the character of King in the movie 'In the Name of the King 2008'?""",no,yes
"""In the movie 'In the Name of the King 2008', is Matthew Lillard the actor who portrays Duke Fallow?""",yes,yes
"""Is Ray Liotta not part of the cast in the movie 'In the Name of the King 2008'?""",no,yes
"""Does Ray Liotta depict the character Gallian in the movie 'In the Name of the King 2008'?""",yes,yes
"[""Is Burt Reynolds not part of the cast for the movie 'In the Name of the King 2008'?""]",no,yes
"[""Does Burt Reynolds perform the character King Konreid in the movie 'In the Name of the King 2008'?""]",yes,yes
"[""Is Brian White not a part of the cast in the movie 'In the Name of the King 2008'?""]",no,yes
"[""Does Brian White play the role of Commander Tarish in the movie 'In the Name of the King 2008'?""]",yes,yes
"[""Is Mike Dopud not playing the character of General Backler in the movie 'In the Name of the King 2008'?""]",no,yes
"[""Does Mike Dopud depict General Backler in the movie 'In the Name of the King 2008'?""]",yes,yes
"""Does Will Sanderson play the role of a character named Bastian in a different movie, not 'In the Name of the King 2008'?""",no,yes
"""In the movie 'In the Name of the King 2008', is the character Bastian portrayed by actor Will Sanderson?""",yes,yes
"""Did Tania Saulnier play a character named John in the movie 'In the Name of the King 2008'?""",no,yes
"""In the movie 'In the Name of the King 2008', did Tania Saulnier perform the character Talwyn?""",yes,yes
"""In the movie 'In the Name of the King 2008', did Gabrielle Rose portray a character named Delinda?""",yes,yes
"""In the movie 'In the Name of the King 2008', was Delinda portrayed by an actor other than Gabrielle Rose?""",no,yes
"""Did Terence Kelly play the role of a character named Trumaine in the movie 'In the Name of the King 2008'?""",yes,yes
"""In the movie 'In the Name of the King 2008', was the character Trumaine portrayed by an actor other than Terence Kelly?""",no,yes
"""Is Colin Ford not involved in the movie 'In the Name of the King 2008'?""",no,yes
"""Did Colin Ford portray the character Zeph in the movie 'In the Name of the King 2008'?""",yes,yes
