Question,Answer,generated_answer
"""Did the Oogieloves sing the Wonky Wake Up song in a different movie, not 'The Oogieloves in the Big Balloon Adventure 2012'?""",no,yes
"""Is the 'Wonky Wake Up Song' a part of the soundtrack in 'The Oogieloves in the Big Balloon Adventure 2012'?""",yes,yes
"Did the Oogieloves and company perform a song called ""Banana Split Sundae"" in the movie ""The Oogieloves in the Big Balloon Adventure 2012""?",no,yes
"In the movie ""The Oogieloves in the Big Balloon Adventure 2012"", did the Oogieloves and company perform a song called ""Pineapple Upsidedown Flapjacks""?",yes,yes
"""Did Chazz Palminteri refuse to sing 'March and Moo' with the Oogieloves in the movie 'The Oogieloves in the Big Balloon Adventure 2012'?""",no,yes
"""Is 'March and Moo' a song sung by Chazz Palminteri in the movie 'The Oogieloves in the Big Balloon Adventure 2012'?""",yes,yes
"[""Did Cloris Leachman sing a song called 'Polkadotty Shake Your Body' in the movie 'The Oogieloves in the Big Balloon Adventure 2012'?""]",yes,yes
"[""Did Cloris Leachman perform 'Polkadotty Shake Your Body' solo in 'The Oogieloves in the Big Balloon Adventure 2012'?""]",no,yes
"Did Kylie O'Brien sing a song titled ""Polkadotty Shake Your Body"" in the movie ""The Oogieloves in the Big Balloon Adventure 2012"" with Cloris Leachman?",yes,yes
"Is ""Polkadotty Shake Your Body"" a song that was not featured in the soundtrack of ""The Oogieloves in the Big Balloon Adventure 2012""?",no,yes
"[""Is 'Ode to Adelaide (Scratchy Sneezy Cough Cough)' in 'The Oogieloves in the Big Balloon Adventure 2012' sung by an artist other than Toni Braxton?""]",no,yes
"[""Does Toni Braxton sing 'Ode to Adelaide (Scratchy Sneezy Cough Cough)' in the movie 'The Oogieloves in the Big Balloon Adventure 2012'?""]",yes,yes
"[""Did Cary Elwes sing 'Wobble with your Wiggle' in the movie 'The Oogieloves in the Big Balloon Adventure 2012'?""]",yes,yes
"[""Is 'Wobble with your Wiggle' a song in 'The Oogieloves in the Big Balloon Adventure 2012' that was not sung by Cary Elwes?""]",no,yes
"[""Did Christopher Lloyd not sing 'Jump, Step, Clap' in the movie 'The Oogieloves in the Big Balloon Adventure 2012'?""]",no,yes
"[""Did Christopher Lloyd and Jaime Pressly perform the song 'Jump, Step, Clap' in the movie 'The Oogieloves in the Big Balloon Adventure 2012'?""]",yes,yes
