Question,Answer,generated_answer
"[""Did Adam Sandler not portray the character of Jack Sadelstein in the 2011 movie 'Jack and Jill'?""]",no,yes
"[""Did Adam Sandler portray the character of Jack Sadelstein in the 2011 movie 'Jack and Jill'?""]",yes,yes
"[""Did Katie Holmes not play the role of Erin Sadelstein in the 2011 movie 'Jack and Jill'?""]",no,yes
"[""Did Katie Holmes play the role of Erin Sadelstein in the 2011 movie 'Jack and Jill'?""]",yes,yes
"[""In the 2011 movie 'Jack and Jill', are the characters Jack Sadelstein and Jill Sadelstein unrelated strangers?""]",no,yes
"[""Are the characters Jack Sadelstein and Jill Sadelstein fraternal twins in the 2011 movie 'Jack and Jill'?""]",yes,yes
"[""Did Eugenio Derbez play the role of Felipe in the 2011 movie 'Jack and Jill'?""]",yes,yes
"[""Did Eugenio Derbez portray a character other than Felipe in the 2011 movie 'Jack and Jill'?""]",no,yes
"[""In the 2011 movie 'Jack and Jill', is Juangelina not related to Felipe?""]",no,yes
"[""Is Juangelina Felipe's grandmother in the 2011 movie 'Jack and Jill'?""]",yes,yes
"""Did Al Pacino not appear as himself in the 2011 movie 'Jack and Jill'?""",no,yes
"""Did Al Pacino appear as himself in the 2011 movie 'Jack and Jill'?""",yes,yes
"""Did Tim Meadows play the role of a character named Ted in the 2011 movie, Jack and Jill?""",yes,yes
"""In the 2011 film Jack and Jill, did Tim Meadows play the role of a character named Jack?""",no,yes
"""Did Santiago Segura portray the character of Eduardo in the movie 'Jack and Jill' released in 2011?""",yes,yes
"""In the 2011 movie 'Jack and Jill', was the character of Eduardo played by an actor other than Santiago Segura?""",no,yes
"""In the 2011 movie 'Jack and Jill', did Nick Swardson play a character named Jack?""",no,yes
"""Did Nick Swardson play the role of Todd in the 2011 movie 'Jack and Jill'?""",yes,yes
"""In the 2011 movie 'Jack and Jill', was the character of Otto played by an actor other than Allen Covert?""",no,yes
"""Does Allen Covert portray the character of Otto, a homeless man who attends Jack's Thanksgiving dinner, in the 2011 movie 'Jack and Jill'?""",yes,yes
"[""In the 2011 movie 'Jack and Jill', is the character of Gary Sadelstein portrayed by an actor other than Rohan Chand?""]",no,yes
"[""In 'Jack and Jill', released in 2011, does Rohan Chand play the role of Gary Sadelstein, the adoptive son of Jack and Erin?""]",yes,yes
"""In the 2011 movie 'Jack and Jill', did Elodie Tougne play the role of Jack and Erin's adopted daughter, Sofia Sadelstein?""",no,yes
"""In the film 'Jack and Jill' released in 2011, is Sofia Sadelstein, the biological daughter of Jack and Erin, portrayed by Elodie Tougne?""",yes,yes
"[""Did Geoff Pierson not portray the character of Carter Simmons in the 2011 movie 'Jack and Jill'?""]",no,yes
"[""In the 2011 movie 'Jack and Jill', does Geoff Pierson portray the character of Carter Simmons?""]",yes,yes
"[""Did Valerie Mahaffey play the role of Bitsy Simmons in the 2011 movie, Jack and Jill?""]",yes,yes
"[""In the 2011 movie, Jack and Jill, was Bitsy Simmons, Erin's mother, portrayed by an actor other than Valerie Mahaffey?""]",no,yes
"[""Did Gad Elmaleh portray the character of Xavier in the 2011 movie 'Jack and Jill'?""]",no,yes
"[""Is Gad Elmaleh associated with the movie 'Jack and Jill' that was released in 2011 by portraying a character?""]",yes,yes
"[""Did Gary Valentine not appear as Dallas in the 2011 movie, Jack and Jill?""]",no,yes
"[""Did Gary Valentine play the character Dallas in the movie Jack and Jill released in 2011?""]",yes,yes
"[""Did Kristin Davis portray the character of Delilah in the 2011 movie Jack and Jill?""]",yes,yes
"[""In the 2011 movie Jack and Jill, was Kristin Davis cast as the main character, Jack?""]",no,yes
"""Did Norm Macdonald not play the role of Jill's blind date, Funbucket, in the 2011 movie 'Jack and Jill'?""",no,yes
"""In the 2011 movie 'Jack and Jill', did Norm Macdonald appear as Jill's blind date, Funbucket?""",yes,yes
"""Did Julia Perri not play the character of Sally Cashier in the 2011 movie 'Jack and Jill'?""",no,yes
"""In the 2011 movie 'Jack and Jill', did Julia Perri portray the character of Sally Cashier?""",yes,yes
"""In the 2011 film 'Jack and Jill', did David Spade play the character named Jack?""",no,yes
"""Does David Spade appear as a character named Monica in the 2011 movie 'Jack and Jill'?""",yes,yes
"""In the 2011 movie 'Jack and Jill', was the character Tracy portrayed by an actor named Jackie Seiden?""",yes,yes
"""In 'Jack and Jill' released in 2011, was the character Tracy played by an actor other than Jackie Seiden?""",no,yes
"[""Did Julia Perri not play the character Sally Cashier in the 2011 movie Jack and Jill?""]",no,yes
"[""In the 2011 movie Jack and Jill, was the character Sally Cashier portrayed by Julia Perri?""]",yes,yes
"[""Did Dana Carvey not play the role of a Scrappy Puppeteer in the 2011 movie Jack and Jill?""]",no,yes
"[""Did Dana Carvey act as a Scrappy Puppeteer in the movie Jack and Jill released in 2011?""]",yes,yes
"[""In the 2011 movie 'Jack and Jill', did David Spade play the character named Jack?""]",no,yes
"[""In the 2011 movie 'Jack and Jill', did David Spade play a character named Monica?""]",yes,yes
"""In the 2011 film 'Jack and Jill', was the character Carol portrayed by an actress other than Georgia Hatzis?""",no,yes
"""In 'Jack and Jill' released in 2011, did Georgia Hatzis play the role of Carol?""",yes,yes
"""Did Johnny Depp not appear as himself in the 2011 movie 'Jack and Jill'?""",no,yes
"""Does Johnny Depp appear as himself in the 2011 movie 'Jack and Jill'?""",yes,yes
"[""Did Regis Philbin not make a cameo as himself in the 2011 movie 'Jack and Jill'?""]",no,yes
"[""Is the 2011 movie 'Jack and Jill' the final film where Regis Philbin made a cameo as himself?""]",yes,yes
"""Did Dan Patrick not appear as himself in the 2011 movie, Jack and Jill?""",no,yes
"""Did Dan Patrick appear as himself in the 2011 movie, Jack and Jill?""",yes,yes
"[""Did Shaquille O'Neal play a fictional character in the 2011 movie Jack and Jill?""]",no,yes
"[""In the 2011 movie Jack and Jill, did Shaquille O'Neal play himself?""]",yes,yes
"""Did Drew Carey not appear as himself in the 2011 movie 'Jack and Jill'?""",no,yes
"""Did Drew Carey appear as himself in the 2011 movie 'Jack and Jill'?""",yes,yes
"""Did John McEnroe play a fictional character in the 2011 movie 'Jack and Jill'?""",no,yes
"""Did John McEnroe appear as himself in the 2011 movie 'Jack and Jill'?""",yes,yes
"[""Did Christie Brinkley not appear as herself in the 2011 movie Jack and Jill?""]",no,yes
"[""Did Christie Brinkley play herself in the 2011 movie Jack and Jill?""]",yes,yes
"[""Did Bill Romanowski play a fictional character in the 2011 movie 'Jack and Jill'?""]",no,yes
"[""Did Bill Romanowski play himself in the 2011 movie 'Jack and Jill'?""]",yes,yes
"""Did Michael Irvin play a fictional character in the 2011 movie 'Jack and Jill'?""",no,yes
"""Does Michael Irvin appear as himself in the 2011 movie 'Jack and Jill'?""",yes,yes
"""Is it true that Jared Fogle did not appear as himself in the 2011 movie 'Jack and Jill'?""",no,yes
"""Did Jared Fogle play himself in the 2011 movie 'Jack and Jill'?""",yes,yes
"""Did Billy Blanks not appear as himself in the 2011 movie Jack and Jill?""",no,yes
"""Did Billy Blanks appear as himself in the 2011 movie Jack and Jill?""",yes,yes
"""Did Vince Offer not feature as himself in the 2011 movie 'Jack and Jill'?""",no,yes
"""Did Vince Offer play himself in the 2011 movie 'Jack and Jill'?""",yes,yes
"""Did Günter Schlierkamp play a fictional character in the 2011 movie 'Jack and Jill'?""",no,yes
"""Did Günter Schlierkamp appear as himself in the 2011 movie 'Jack and Jill'?""",yes,yes
