Question,Answer,generated_answer
"""In the 2009 movie 'Miss March', did Tucker fall into a coma due to excessive alcohol consumption at the after prom party?""",no,yes
"""In 'Miss March', released in 2009, is Tucker the one who wakes Eugene from his four-year-long coma?""",yes,yes
"[""Is the 2009 movie 'Miss March' about Eugene not being able to have a romantic relationship with Cindi Whitehall because he falls into a coma before they can?""]",no,yes
"[""In the 2009 movie 'Miss March', do Eugene and Cindi Whitehall plan to have a romantic relationship before Eugene falls into a coma?""]",yes,yes
"[""In the 2009 film 'Miss March', did Tucker not devise a plan to go cross country to the Playboy Mansion?""]",no,yes
"[""In 'Miss March' released in 2009, does Tucker devise a plan to go cross country to the Playboy Mansion to reunite Eugene with his old girlfriend?""]",yes,yes
"[""Is it true that in the 2009 movie 'Miss March', Tucker did not have a girlfriend named Candace?""]",no,yes
"[""In the 2009 movie 'Miss March', did Candace start hunting Tucker after an incident where he accidentally stabbed her during an epileptic seizure?""]",yes,yes
"[""In the 2009 movie 'Miss March', is Rick Candace's sister?""]",no,yes
"[""Does Rick, Candace's brother, lead a group of local firefighters in the 2009 movie 'Miss March'?""]",yes,yes
"[""In the 2009 movie 'Miss March', did Tucker escape without being targeted by the local firefighters led by Candace's brother, Rick?""]",no,yes
"[""In 'Miss March' released in 2009, was there a bounty placed on Tucker's head by the local firefighters after losing him in a chase?""]",yes,yes
"[""In the 2009 movie 'Miss March', did Eugene accidentally burn down a hotel room which did not result in firefighters hunting him and Tucker down?""]",no,yes
"[""In the plot of 'Miss March' released in 2009, does an incident of accidentally burning down a hotel room lead to firefighters hunting Eugene and Tucker?""]",yes,yes
"[""In the 2009 movie 'Miss March', does Tucker manage to evade the firefighters throughout the entire movie?""]",no,yes
"[""In the 2009 film 'Miss March', does a bounty get placed on Tucker's head by firefighters?""]",yes,yes
"[""Did Eugene have a friendly conversation with Horsedick in the 2009 movie 'Miss March'?""]",no,yes
"[""In the 2009 movie 'Miss March', does a scene occur where Eugene argues with Horsedick, resulting in Eugene defecating on board?""]",yes,yes
"[""In the 2009 movie 'Miss March', did Tucker avoid a conversation with Hugh Hefner about his issues?""]",no,yes
"[""In the 2009 movie 'Miss March', does Tucker have a discussion with Hugh Hefner about the first woman he ever fell in love with?""]",yes,yes
"""In the 2009 movie 'Miss March', was Tucker handed over to the police instead of the firefighters for a beheading?""",no,yes
"""In the plot of 'Miss March' released in 2009, was the character Tucker handed over to the firefighters for a beheading?""",yes,yes
"""In the 2009 movie 'Miss March', did Candace refuse to give Tucker a second chance after he apologized to her?""",no,yes
"""In the plot of the movie 'Miss March' released in 2009, does Tucker apologize to Candace and ask for a second chance, which she decides to give him?""",yes,yes
"[""In the 2009 movie 'Miss March', does Rick feel pleased when Candace gives Tucker another chance?""]",no,yes
"[""In 'Miss March', released in 2009, is Rick infuriated when Candace gives Tucker another chance?""]",yes,yes
"""In the 2009 movie 'Miss March', did Cindi, a Playboy Bunny, refuse to help pay for Eugene's hospital bills with the money she made from modeling?""",no,yes
"""In 'Miss March' released in 2009, does Cindi use her earnings from modeling and being a Playboy Bunny to help pay for Eugene's hospital bills?""",yes,yes
"[""In the 2009 movie 'Miss March', does Eugene have a romantic or intimate relationship with a character other than Cindi?""]",no,yes
"[""Based on the plot of 'Miss March' released in 2009, does Eugene have a romantic or intimate relationship with Cindi?""]",yes,yes
"""In the 2009 movie 'Miss March', does the interaction between Eugene and Tucker imply that they are sexual partners?""",no,yes
"""In the 2009 movie 'Miss March', does the interaction between Eugene and Tucker suggest that Eugene has a connection with a woman named Cindi?""",yes,yes
"""In the 2009 movie 'Miss March', did Crystal and Tucker have a friendly relationship?""",no,yes
"""In the 2009 film 'Miss March', is there a scene during the credits where Crystal wakes up from a coma and threatens Tucker with death?""",yes,yes
"""In the 2009 movie 'Miss March', did Hefner refuse to let everyone back into the Mansion after Eugene's embarrassing incident?""",no,yes
"""In the 2009 movie 'Miss March', does Hefner allow everyone back into the Mansion after an embarrassing incident involving Eugene?""",yes,yes
"""In the 2009 movie 'Miss March', did Horsedick ignore Eugene's incident entirely, showing no signs of embarrassment or shame?""",no,yes
"""In the 2009 film 'Miss March', did Horsedick witness an incident involving Eugene, leaving him feeling embarrassed and ashamed?""",yes,yes
