Question,Answer,generated_answer
"""Did someone else other than Nick Swardson portray the character Bucky Larson in the 2011 movie 'Bucky Larson Born to Be a Star'?""",no,yes
"""Did Nick Swardson portray the character Bucky Larson in the 2011 movie 'Bucky Larson Born to Be a Star'?""",yes,yes
"[""Did Christina Ricci portray the character of Kathy McGee in the 2011 movie 'Bucky Larson Born to Be a Star'?""]",yes,yes
"[""Did Christina Ricci play the role of a male character in the 2011 movie 'Bucky Larson Born to Be a Star'?""]",no,yes
"""Did Edward Herrmann play the role of Jeremiah Larson in the 2011 movie 'Bucky Larson Born to Be a Star'?""",yes,yes
"""In the 2011 movie 'Bucky Larson Born to Be a Star', was the character Jeremiah Larson portrayed by an actor other than Edward Herrmann?""",no,yes
"[""Did Kevin Nealon not play a character named Gary in the 2011 movie 'Bucky Larson Born to Be a Star'?""]",no,yes
"[""In the movie 'Bucky Larson Born to Be a Star' released in 2011, was the character Gary portrayed by Kevin Nealon?""]",yes,yes
"""Did Don Johnson play the role of Miles Deep in the 2011 movie 'Bucky Larson Born to Be a Star'?""",yes,yes
"""In the movie 'Bucky Larson Born to Be a Star' released in 2011, was Don Johnson's character named 'John Miles'?""",no,yes
"[""Did Stephen Dorff play the character of Dick Shadow in the 2011 movie 'Bucky Larson Born to Be a Star'?""]",yes,yes
"[""Did Stephen Dorff play the character of Bucky Larson in the 2011 movie 'Bucky Larson Born to Be a Star'?""]",no,yes
"""Did Miriam Flynn play the character of Debbie Larson in the 2011 movie 'Bucky Larson Born to Be a Star'?""",yes,yes
"""In the 2011 movie 'Bucky Larson Born to Be a Star', was the character Debbie Larson portrayed by an actor other than Miriam Flynn?""",no,yes
"""Did Ido Mosseri play the character of J. Day in the 2011 movie 'Bucky Larson Born to Be a Star'?""",yes,yes
"""In the 2011 movie 'Bucky Larson Born to Be a Star', was the character J. Day portrayed by an actor other than Ido Mosseri?""",no,yes
"[""Did Nick Turturro play the role of Antonio in the 2011 movie 'Bucky Larson Born to Be a Star'?""]",yes,yes
"[""In the movie 'Bucky Larson Born to Be a Star' released in 2011, was Nick Turturro cast as the character 'Bucky Larson'?""]",no,yes
"""In the 2011 movie 'Bucky Larson Born to Be a Star', was the character Clint portrayed by an actor other than Curtis Armstrong?""",no,yes
"""Did Curtis Armstrong play the character Clint in the film 'Bucky Larson Born to Be a Star' released in 2011?""",yes,yes
"[""Did Mario Joyner portray the character of Claudio in the 2011 movie 'Bucky Larson Born to Be a Star'?""]",yes,yes
"[""In the movie 'Bucky Larson Born to Be a Star' released in 2011, was the role of Claudio played by an actor other than Mario Joyner?""]",no,yes
"[""Did Mary Pat Gleason play the character Marge in the 2011 movie 'Bucky Larson Born to Be a Star'?""]",yes,yes
"[""In the 2011 movie 'Bucky Larson Born to Be a Star', was the character Marge portrayed by an actor other than Mary Pat Gleason?""]",no,yes
"[""Did Brandon Hardesty play the character named Lars in the 2011 movie 'Bucky Larson Born to Be a Star'?""]",yes,yes
"[""Did Brandon Hardesty play the lead role in the film 'Bucky Larson Born to Be a Star' released in 2011?""]",no,yes
"[""Did Adam Herschman portray a character named Dale in the 2011 movie 'Bucky Larson Born to Be a Star'?""]",yes,yes
"[""In the 2011 movie 'Bucky Larson Born to Be a Star', was the character Dale played by someone other than Adam Herschman?""]",no,yes
"[""Did Beverly Polcyn play the role of Mr. Bozobop in the 2011 movie 'Bucky Larson Born to Be a Star'?""]",no,yes
"[""In the 2011 movie 'Bucky Larson Born to Be a Star', is the character Mrs. Bozobop portrayed by Beverly Polcyn?""]",yes,yes
"""Did Jonathan Loughran play the role of a Bondage guy in a movie other than 'Bucky Larson Born to Be a Star' in 2011?""",no,yes
"""In the 2011 movie 'Bucky Larson Born to Be a Star', did Jonathan Loughran play the role of the Bondage guy?""",yes,yes
"[""Did Peter Dante not portray the character Dante in the 2011 film 'Bucky Larson Born to Be a Star'?""]",no,yes
"[""In the movie 'Bucky Larson Born to Be a Star' released in 2011, did Peter Dante play the character named Dante?""]",yes,yes
"""Did Jimmy Fallon play a fictional character in the 2011 movie 'Bucky Larson Born to Be a Star'?""",no,yes
"""In the movie 'Bucky Larson Born to Be a Star' released in 2011, did Jimmy Fallon appear as himself?""",yes,yes
