Question,Answer,generated_answer
"Did James have no involvement in the creative process of the movie ""Fifty Shades of Grey 2015""?",no,yes
"Did author James seek to retain some control during the creative process of the movie ""Fifty Shades of Grey 2015""?",yes,yes
"Did Universal hire Mark Bomback for costume design in the movie ""Fifty Shades of Grey 2015""?",no,yes
"Was Mark Bomback hired by Universal for script doctoring on the movie ""Fifty Shades of Grey 2015""?",yes,yes
"Did Joe Wright end up directing the movie ""Fifty Shades of Grey 2015""?",no,yes
"Was Joe Wright considered by the studio to direct the movie ""Fifty Shades of Grey 2015""?",yes,yes
"[""Did Charlie Hunnam play the role of Christian Grey in the movie 'Fifty Shades of Grey 2015'?""]",no,yes
"[""Was Charlie Hunnam initially considered for the role of Christian Grey in 'Fifty Shades of Grey 2015'?""]",yes,yes
"Did Robert Pattinson play the role of Christian Grey in the movie ""Fifty Shades of Grey 2015""?",no,yes
"Was Robert Pattinson originally considered for the role of Christian Grey in the movie ""Fifty Shades of Grey 2015""?",yes,yes
"Did Ian Somerhalder play the role of Christian Grey in the movie ""Fifty Shades of Grey 2015""?",no,yes
"Did Ian Somerhalder express interest in playing the role of Christian Grey in the movie ""Fifty Shades of Grey 2015""?",yes,yes
"Did Chace Crawford refuse to play the role of Christian Grey in the movie ""Fifty Shades of Grey 2015""?",no,yes
"Did Chace Crawford express interest in playing the role of Christian Grey in the movie ""Fifty Shades of Grey 2015""?",yes,yes
"""Was Dakota Johnson not considered for the role of Anastasia Steele in 'Fifty Shades of Grey 2015'?""",no,yes
"""Did Dakota Johnson play the role of Anastasia Steele in 'Fifty Shades of Grey 2015'?""",yes,yes
"Did Charlie Hunnam reject the role of Christian Grey in ""Fifty Shades of Grey 2015"" and never reconsidered it?",no,yes
"Did Dakota Johnson perform a reading for the role of Anastasia Steele in ""Fifty Shades of Grey 2015"" at the suggestion of Taylor-Johnson?",yes,yes
"Did Anastasia Steele initially turn down the role of Christian Grey in the movie ""Fifty Shades of Grey 2015""?",no,yes
"Is there a relation between the characters Christian Grey and Anastasia Steele in the movie ""Fifty Shades of Grey 2015""?",yes,yes
"Did actress Jennifer Ehle decline the role of Carla in ""Fifty Shades of Grey 2015""?",no,yes
"Was Jennifer Ehle in talks for the role of Carla, Anastasia's mother, in ""Fifty Shades of Grey 2015"" during October 2013?",yes,yes
"[""Was Victor Rasuk cast as José Rodriguez, Jr. in Fifty Shades of Grey 2015 after October 31, 2013?""]",no,yes
"[""In the production of Fifty Shades of Grey 2015, was Victor Rasuk cast as José Rodriguez, Jr. on October 31, 2013?""]",yes,yes
"Did Eloise Mumford refuse to play the role of Kate Kavanagh in the movie ""Fifty Shades of Grey 2015""?",no,yes
"Was Eloise Mumford cast as Kate Kavanagh in the movie ""Fifty Shades of Grey 2015"" on November 22, 2013?",yes,yes
"Did Rita Ora refuse to play the role of Mia in the movie ""Fifty Shades of Grey 2015""?",no,yes
"Was Rita Ora cast as Christian's younger sister Mia in the movie ""Fifty Shades of Grey 2015""?",yes,yes
"""Is Kate Kavanagh not a character in the movie Fifty Shades of Grey 2015?""",no,yes
"""Does the character Kate Kavanagh have some relation to Christian Grey in the movie Fifty Shades of Grey 2015?""",yes,yes
"Did Rita Ora play the role of Christian's mother in the movie ""Fifty Shades of Grey 2015""?",no,yes
"In the movie ""Fifty Shades of Grey 2015"", was Rita Ora cast as Christian's younger sister Mia?",yes,yes
"[""Did Marcia Gay Harden play the role of Christian's sister in the movie Fifty Shades of Grey 2015?""]",no,yes
"[""In the movie Fifty Shades of Grey 2015, does actress Marcia Gay Harden portray Christian's mother, Grace?""]",yes,yes
"[""Was 'Fifty Shades of Grey 2015' the first project that Anne V. Coates worked on?""]",no,yes
"[""Was 'Fifty Shades of Grey 2015' the last project that prolific Academy Award-winning editor Anne V. Coates worked on before her death in 2018?""]",yes,yes
"Did Christian never experience any flashbacks in an alternative ending of the film ""Fifty Shades of Grey 2015""?",no,yes
"Does Christian experience flashbacks in an alternative ending of the film ""Fifty Shades of Grey 2015""?",yes,yes
"Did Ana not experience any flashbacks in an alternative ending of the film ""Fifty Shades of Grey 2015""?",no,yes
"Does Ana experience flashbacks in an alternative ending of the film ""Fifty Shades of Grey 2015""?",yes,yes
"[""Did Christian never jog in the rain in an alternative ending of the movie Fifty Shades of Grey 2015?""]",no,yes
"[""Does Christian jog in the rain in an alternative ending of the movie Fifty Shades of Grey 2015?""]",yes,yes
"Did Ana laugh in her apartment in an alternative ending of the film ""Fifty Shades of Grey 2015""?",no,yes
"Does Ana sob in her apartment in an alternative ending of the film ""Fifty Shades of Grey 2015""?",yes,yes
"Did Christian find a gift from Ana with a note saying 'This reminded me of a happy time. —Ana' in the original ending of ""Fifty Shades of Grey 2015""?",no,yes
"In an alternative ending of ""Fifty Shades of Grey 2015"", did Christian encounter a gift from Ana with a note saying 'This reminded me of a happy time. —Ana'?",yes,yes
