Question,Answer,generated_answer
"""Did Adam Sandler not play the role of Lenny Feder in the 2013 movie Grown Ups 2?""",no,yes
"""Did Adam Sandler play the role of Lenny Feder in the 2013 movie Grown Ups 2?""",yes,yes
"""Did Kevin James portray a character other than Eric Lamonsoff in the 2013 movie 'Grown Ups 2'?""",no,yes
"""Is Kevin James the actor who portrayed Eric Lamonsoff in the 2013 film 'Grown Ups 2'?""",yes,yes
"""Did Chris Rock not play the role of Kurt McKenzie in the 2013 film 'Grown Ups 2'?""",no,yes
"""Did Chris Rock portray the character Kurt McKenzie in the movie 'Grown Ups 2' released in 2013?""",yes,yes
"[""Did David Spade not play the role of Marcus Higgins in the 2013 movie 'Grown Ups 2'?""]",no,yes
"[""Was David Spade cast as Marcus Higgins in the movie 'Grown Ups 2', released in 2013?""]",yes,yes
"[""Did Jennifer Aniston play the character of Roxanne Chase-Feder in the 2013 movie 'Grown Ups 2'?""]",no,yes
"[""Did Salma Hayek depict the character of Roxanne Chase-Feder in the 2013 movie 'Grown Ups 2'?""]",yes,yes
"""Did Maya Rudolph not play the role of Deanne McKenzie in the 2013 movie 'Grown Ups 2'?""",no,yes
"""Did Maya Rudolph play the role of Deanne McKenzie in the 2013 movie 'Grown Ups 2'?""",yes,yes
"[""Was Maria Bello not part of the cast in the 2013 movie 'Grown Ups 2'?""]",no,yes
"[""Did Maria Bello play the character Sally Lamonsoff in the 2013 movie 'Grown Ups 2'?""]",yes,yes
"[""Did Nick Swardson not portray the character of an unstable bus driver named Nick in the 2013 movie 'Grown Ups 2'?""]",no,yes
"[""In the movie 'Grown Ups 2' released in 2013, did Nick Swardson play the role of an unstable bus driver named Nick?""]",yes,yes
"[""Did Colin Quinn play the role of Dickie Bailey in the 2013 movie 'Grown Ups 2'?""]",yes,yes
"[""In the movie 'Grown Ups 2' released in 2013, did Colin Quinn play the role of a character other than Dickie Bailey?""]",no,yes
"[""Did Steve Buscemi not play a character named Wiley in the 2013 movie 'Grown Ups 2'?""]",no,yes
"[""Did Steve Buscemi portray the character Wiley, who is one of Dickie's friends, in the movie 'Grown Ups 2' released in 2013?""]",yes,yes
"[""Did Tim Meadows portray a character other than Malcolm Fluzoo in the 2013 movie 'Grown Ups 2'?""]",no,yes
"[""Is Malcolm Fluzoo, one of Dickie's friends and an old rival of Kurt, portrayed by Tim Meadows in the 2013 movie 'Grown Ups 2'?""]",yes,yes
"[""Did Jon Lovitz not play the role of a Squats Fitness janitor in the 2013 movie 'Grown Ups 2'?""]",no,yes
"[""Did Jon Lovitz play the role of a Squats Fitness janitor in the 2013 movie 'Grown Ups 2'?""]",yes,yes
"""In the 2013 movie 'Grown Ups 2', did Shaquille O'Neal play a character named Officer Fluzoo who is not a police officer?""",no,yes
"""In 'Grown Ups 2', released in 2013, does Shaquille O'Neal take on the role of Officer Fluzoo, a police officer of the Stanton Police Department and the big but younger brother of Malcolm?""",yes,yes
"[""Is it accurate to say that Alexander Ludwig did not play the character Braden, the 17-year-old son of Marcus from one of his old flings, in the 2013 movie 'Grown Ups 2'?""]",no,yes
"[""Did Alexander Ludwig play the role of Braden, the 17-year-old son of Marcus from one of his old flings, in the 2013 movie 'Grown Ups 2'?""]",yes,yes
"[""Did Georgia Engel play the role of Mrs. Lamonsoff in the 2013 movie 'Grown Ups 2'?""]",yes,yes
"[""In the movie 'Grown Ups 2' released in 2013, is Georgia Engel the actress who plays the role of Sally, Eric's wife?""]",no,yes
"""Did Georgia Engel portray the character of Mrs. Lamonsoff in the 2013 movie 'Grown Ups 2'?""",yes,yes
"""In the 2013 film 'Grown Ups 2', was Mrs. Lamonsoff, the mother of Eric and the mother-in-law of Sally, portrayed by an actor other than Georgia Engel?""",no,yes
"[""Is Sally the mother of Eric in the 2013 movie 'Grown Ups 2'?""]",no,yes
"[""Is Eric the son of Georgia Engel's character and Sally his wife in the 2013 movie 'Grown Ups 2'?""]",yes,yes
"[""Did Peter Dante not play the role of Officer Dante in the 2013 movie 'Grown Ups 2'?""]",no,yes
"[""Did Peter Dante play the role of a police officer at the Stanton Police Department in the 2013 movie 'Grown Ups 2'?""]",yes,yes
"[""Did Oliver Hudson portray a character named Kyle in the 2013 movie 'Grown Ups 2'?""]",yes,yes
"[""In the movie 'Grown Ups 2' released in 2013, did Oliver Hudson portray a straight yoga teacher named Kyle?""]",no,yes
"""In the 2013 film 'Grown Ups 2', does Allen Covert play the role of a police officer?""",no,yes
"""Does Allen Covert play the role of a hippie teacher at Stanton High School in the 2013 movie 'Grown Ups 2'?""",yes,yes
"[""Did Steve Austin not play the role of Tommy Cavanaugh in the 2013 movie 'Grown Ups 2'?""]",no,yes
"[""In the movie 'Grown Ups 2' released in 2013, did Steve Austin portray the character Tommy Cavanaugh, who is a former bully of Lenny?""]",yes,yes
"[""Was Taylor Lautner not a part of the cast in the 2013 movie 'Grown Ups 2'?""]",no,yes
"[""In the 2013 movie 'Grown Ups 2', did Taylor Lautner play the character 'Andy', the leader of the Kappa Eta Sigma fraternity that antagonizes Lenny, Eric, Kurt, and Marcus?""]",yes,yes
"[""In the 2013 movie 'Grown Ups 2', was Jake Goldberg's character, Greg Feder, the youngest son of Lenny and Roxanne?""]",no,yes
"[""In 'Grown Ups 2' released in 2013, did Jake Goldberg play the character of Greg Feder, who becomes Dickie's co-worker at the Ice Cream House?""]",yes,yes
"[""In the 2013 movie 'Grown Ups 2', was the character Keithie Feder portrayed by an actor other than Cameron Boyce?""]",no,yes
"[""In 'Grown Ups 2', released in 2013, did Cameron Boyce play the role of Keithie Feder, the 14-year-old son of Lenny and Roxanne?""]",yes,yes
"[""Did Alexys Nycole Sanchez not play the role of Donna Lamonsoff in the 2013 movie 'Grown Ups 2'?""]",no,yes
"[""Did Alexys Nycole Sanchez portray the character of Donna Lamonsoff, the 14-year-old daughter of Eric and Sally, in the movie 'Grown Ups 2' released in 2013?""]",yes,yes
"[""Did Frank Gingerich play the character of Bean Lamonsoff, the 7-year-old son of Eric and Sally, in the 2013 movie 'Grown Ups 2'?""]",yes,yes
"[""In the movie 'Grown Ups 2' released in 2013, was Bean Lamonsoff portrayed by an actor other than Frank Gingerich?""]",no,yes
"[""In the 2013 movie 'Grown Ups 2', was Nadji Jeter portraying a character other than Andre McKenzie, the 17-year-old son of Kurt and Deanne and Greg's best friend?""]",no,yes
"[""In the movie 'Grown Ups 2' released in 2013, did Nadji Jeter portray the character Andre McKenzie, the 17-year-old son of Kurt and Deanne and Greg's best friend?""]",yes,yes
"""In the 2013 film 'Grown Ups 2', did China Anne McClain play the role of a character named Charlotte McKenzie?""",yes,yes
"""In 'Grown Ups 2', released in 2013, was Charlotte McKenzie portrayed by an actress other than China Anne McClain?""",no,yes
"[""Did Kaleo Elam play a character other than Ronnie McKenzie in the 2013 movie 'Grown Ups 2'?""]",no,yes
