Question,Answer,generated_answer
"[""Does the movie 'Thunderbirds' released in 2004 lack a summary associated with it?""]",no,yes
"[""Does the movie 'Thunderbirds' from 2004 have a summary associated with it to give an idea about its plot and storyline?""]",yes,yes
"[""Is the movie 'Thunderbirds' from 2004 a romantic comedy?""]",no,yes
"[""In the 2004 film 'Thunderbirds', is International Rescue led by a widowed former astronaut named Jeff Tracy?""]",yes,yes
"[""Is it correct to say that in the 2004 film 'Thunderbirds', a character named Jeff Tracy does not have any leadership role in the International Rescue organisation?""]",no,yes
"[""In the 2004 movie 'Thunderbirds', does Jeff Tracy lead the International Rescue organisation that operates as a secret organisation to aid those in need?""]",yes,yes
"""In the 2004 movie 'Thunderbirds', did The Hood trap Jeff Tracy and his sons to steal their lunch?""",no,yes
"""In the movie 'Thunderbirds' released in 2004, did The Hood trap International Rescue leader Jeff Tracy and his sons on board the damaged Thunderbird 5 to steal the other Thunderbirds vehicles and commit heists?""",yes,yes
"[""Did the Hood not steal the Thunderbirds vehicles in the 2004 film 'Thunderbirds'?""]",no,yes
"[""In the 2004 movie 'Thunderbirds', were the Thunderbirds vehicles stolen by the Hood to commit heists that International Rescue would be blamed for?""]",yes,yes
"[""Did Alan Tracy fail to stop The Hood in the 2004 movie 'Thunderbirds'?""]",no,yes
"[""In the 2004 movie 'Thunderbirds', did Alan Tracy and his friends successfully stop The Hood from committing heists?""]",yes,yes
"""In the 2004 movie 'Thunderbirds', did Tin-Tin help Alan Tracy to save Jeff Tracy and his sons who were trapped on board the damaged Thunderbird 5 by The Hood?""",yes,yes
"""In the 2004 film 'Thunderbirds', was Tin-Tin the villain who trapped Jeff Tracy and his sons on board the damaged Thunderbird 5?""",no,yes
"[""Is Fermat a character who helps Alan Tracy in the 2004 movie 'Thunderbirds'?""]",yes,yes
"[""In the 2004 film 'Thunderbirds', does Fermat betray Alan Tracy and join The Hood?""]",no,yes
"[""Was the pop-rock band Busted's song 'Thunderbirds Are Go' not included in the soundtrack of the 2004 film Thunderbirds?""]",no,yes
"[""Is the song 'Thunderbirds Are Go' by the pop-rock band Busted featured in the soundtrack of the 2004 film Thunderbirds?""]",yes,yes
"[""Is Jeff Tracy, in the 2004 movie 'Thunderbirds', a married current astronaut?""]",no,yes
"[""In the 2004 film 'Thunderbirds', is Jeff Tracy a widowed former astronaut who leads International Rescue (IR)?""]",yes,yes
"Is the character Jeff Tracy not part of the Tracy family in the 2004 movie ""Thunderbirds""?",no,yes
"Is Jeff Tracy, a widowed former astronaut, a member of the Tracy family in the 2004 movie ""Thunderbirds""?",yes,yes
"[""Is the movie 'Thunderbirds' from 2004 about a group that operates technologically backward machines?""]",no,yes
"[""In the 2004 movie 'Thunderbirds', are the technologically advanced machines called Thunderbirds operated by International Rescue (IR)?""]",yes,yes
"Is Fermat Hackenbacker the son of the Thunderbirds’ resident engineer Brains in the 2004 movie ""Thunderbirds""?",yes,yes
"In the 2004 movie ""Thunderbirds"", is Fermat Hackenbacker the father of the Thunderbirds’ resident engineer Brains?",no,yes
"[""Is it true that in the 2004 movie 'Thunderbirds', Aloysius Parker is not the valet of Lady Penelope Creighton-Ward?""]",no,yes
"[""In the movie 'Thunderbirds', released in 2004, can Aloysius Parker be considered as the valet of Lady Penelope Creighton-Ward?""]",yes,yes
"[""Is Tin-Tin the daughter of the Tracy family butler Kyrano in the 2004 movie Thunderbirds?""]",yes,yes
"[""In the 2004 movie Thunderbirds, is Tin-Tin the daughter of one of the Tracy brothers?""]",no,yes
"[""Was the movie 'Thunderbirds' released in 2005?""]",no,yes
"[""In the 2004 movie 'Thunderbirds', is 'The Hood' a character that targets the Thunderbirds?""]",yes,yes
"""In the 2004 movie 'Thunderbirds', was Thunderbird 3 not associated with Jeff Tracy?""",no,yes
"""In the 2004 movie 'Thunderbirds', was Thunderbird 3 associated with Jeff Tracy?""",yes,yes
"""In the 2004 movie 'Thunderbirds', was 'John Tracy' not associated with 'Thunderbird 5'?""",no,yes
"""In the 2004 movie 'Thunderbirds', were both 'John Tracy' and 'Gordon Tracy' associated with 'Thunderbird 5'?""",yes,yes
"[""Did 'The Hood' fire a missile from a plane in the 2004 movie 'Thunderbirds'?""]",no,yes
"[""In the 2004 movie 'Thunderbirds', did 'The Hood' fire a missile into space from a submarine?""]",yes,yes
"[""In the 2004 movie 'Thunderbirds', does the character 'Hood' have no interaction with 'Thunderbird 5'?""]",no,yes
"[""In the 2004 movie 'Thunderbirds', does the character 'Hood' take over the island's command center and shut off power to 'Thunderbird 5'?""]",yes,yes
"[""Did Fermat contribute to the delay of the Hood's plan in the 2004 movie 'Thunderbirds' by not removing Thunderbird 2's guidance chip?""]",no,yes
"[""In the 2004 movie 'Thunderbirds', did Fermat remove Thunderbird 2's guidance chip, contributing to the delay of the Hood's plan?""]",yes,yes
"[""In the 2004 movie 'Thunderbirds', does the character 'Hood' help Alan's captured friends?""]",no,yes
"[""In 'Thunderbirds', released in 2004, does the character 'Hood' threaten to hurt Alan's captured friends?""]",yes,yes
"[""In the 2004 movie 'Thunderbirds', did Alan refuse to give up the guidance chip in response to The Hood's threats?""]",no,yes
"[""In 'Thunderbirds', released in 2004, does Alan comply with The Hood's threats and give up the guidance chip?""]",yes,yes
"[""In the 2004 movie 'Thunderbirds', were Alan and his company locked in the compound's walk-in freezer by someone other than The Hood?""]",no,yes
"[""In the 2004 film 'Thunderbirds', does The Hood lock Alan and his company in the compound's walk-in freezer?""]",yes,yes
"[""Did the monorail line in the 2004 movie 'Thunderbirds' remain undamaged throughout the film?""]",no,yes
"[""In the 2004 film 'Thunderbirds', does The Hood sink a monorail line into the Thames?""]",yes,yes
"[""Did Alan fail to rescue the submerged monorail car in the 2004 movie 'Thunderbirds'?""]",no,yes
"[""In the 2004 movie 'Thunderbirds', did Alan and Tin-Tin use Thunderbird 4 to rescue the submerged monorail car?""]",yes,yes
"[""Did the Tracy family return from space in a vehicle other than Thunderbird 3 in the 2004 movie 'Thunderbirds'?""]",no,yes
"[""In the 2004 movie 'Thunderbirds', did the Tracy family return from space in Thunderbird 3?""]",yes,yes
"[""Did Alan lose to The Hood in a fight on a catwalk in the 2004 movie 'Thunderbirds'?""]",no,yes
"[""In the 2004 movie 'Thunderbirds', did Alan fight The Hood on a catwalk over the moving drill of The Mole?""]",yes,yes
"[""In the 2004 movie 'Thunderbirds', did Alan let 'The Hood' die as his father did?""]",no,yes
"[""In 'Thunderbirds' released in 2004, did Alan rescue 'The Hood' despite his taunts?""]",yes,yes
"[""In the 2004 movie 'Thunderbirds', did Alan confront The Hood at the Bank without any support from the Tracy family?""]",no,yes
"[""In the film 'Thunderbirds' released in 2004, is Alan a part of the Tracy family?""]",yes,yes
"[""Did Peter Hewitt, the faithful director of the Thunderbirds series, refuse to direct the movie adaptation 'Thunderbirds' released in 2004?""]",no,yes
"[""Was Peter Hewitt, who was the faithful director of the Thunderbirds series, signed on to direct the movie adaptation 'Thunderbirds' released in 2004?""]",yes,yes
"""Did Karey Kirkpatrick, the writer of the 2004 film 'Thunderbirds', have no prior knowledge or interest in the original 'Thunderbirds' series before writing the movie adaptation?""",no,yes
"""Did Karey Kirkpatrick, the writer of the 2004 film 'Thunderbirds', watch all 32 episodes of the original series to familiarize himself with the lore before writing the movie adaptation?""",yes,yes
"""Did Peter Hewitt remain as the director for the 2004 movie 'Thunderbirds' despite his dislike for the new direction the film was taking?""",no,yes
"""Was Jonathan Frakes the one who replaced Peter Hewitt as the director of the 2004 movie 'Thunderbirds' due to Hewitt's dislike for the new direction the film was taking?""",yes,yes
"Is the 'Telehandler' not an example of an original pod vehicle in the 2004 movie ""Thunderbirds""?",no,yes
"Does the 'Telehandler' represent an example of an original pod vehicle in the 2004 movie ""Thunderbirds""?",yes,yes
"[""Did Brady Corbet play the antagonist in the 2004 movie 'Thunderbirds'?""]",no,yes
"[""In the 2004 movie 'Thunderbirds', is Brady Corbet the actor who played the protagonist Alan Tracy?""]",yes,yes
"""Did Bill Paxton not play the role of Alan's father Jeff Tracy in the 2004 movie Thunderbirds?""",no,yes
"""In the 2004 movie Thunderbirds, was the character of Alan's father Jeff Tracy portrayed by Bill Paxton?""",yes,yes
"""Did Bill Paxton portray a character other than Jeff Tracy in the 2004 film Thunderbirds?""",no,yes
"""Did Bill Paxton portray the character of Jeff Tracy in the 2004 film Thunderbirds?""",yes,yes
"[""Did Ben Kingsley play the role of a character named 'The Hood' in the 2004 movie 'Thunderbirds'?""]",yes,yes
"[""In the 2004 movie 'Thunderbirds', was the role of 'The Hood' played by an actor other than Ben Kingsley?""]",no,yes
"[""Did Sophia Myles not play the role of Lady Penelope in the 2004 movie Thunderbirds?""]",no,yes
"[""Did Sophia Myles portray the character Lady Penelope in the movie Thunderbirds released in 2004?""]",yes,yes
"[""Was Frakes described as 'unpleasant' by Sophia Myles while working on the set of the 2004 movie 'Thunderbirds'?""]",no,yes
