Question,Answer,generated_answer
"""In the 2005 film 'Deuce Bigalow: European Gigolo', was the character of Deuce Bigalow portrayed by Tom Hanks?""",no,yes
"""Did Rob Schneider portray the character of Deuce Bigalow in the 2005 film 'Deuce Bigalow: European Gigolo'?""",yes,yes
"""In the 2005 film 'Deuce Bigalow: European Gigolo', was the role of T.J. Hicks played by actor Tom Cruise?""",no,yes
"""In the film 'Deuce Bigalow: European Gigolo' released in 2005, did Eddie Griffin play the role of T.J. Hicks?""",yes,yes
"""Did Til Schweiger play the role of Heinz Hummer in the 2005 movie 'Deuce Bigalow: European Gigolo'?""",yes,yes
"""In the film 'Deuce Bigalow: European Gigolo' released in 2005, was the character of Heinz Hummer not portrayed by Til Schweiger?""",no,yes
"""Did Jeroen Krabbé play the role of a character other than Gaspar Voorsboch in the 2005 movie 'Deuce Bigalow: European Gigolo'?""",no,yes
"""In the 2005 movie 'Deuce Bigalow: European Gigolo', did Jeroen Krabbé perform the role of Gaspar Voorsboch?""",yes,yes
"""In the 2005 movie 'Deuce Bigalow  European Gigolo', did Hanna Verboom play the role of a character named Eva?""",yes,yes
"""In the 2005 film 'Deuce Bigalow  European Gigolo', was the character Eva played by an actress other than Hanna Verboom?""",no,yes
"""Did Douglas Sills not play the character of Chadsworth Buckingham III in the 2005 movie 'Deuce Bigalow European Gigolo'?""",no,yes
"""Did Douglas Sills portray the role of Chadsworth Buckingham III in the movie 'Deuce Bigalow European Gigolo' released in 2005?""",yes,yes
"""In the 2005 film 'Deuce Bigalow European Gigolo', was the character of Gian-Carlo enacted by an actor named John Smith?""",no,yes
"""Did Charles Keating play the role of Gian-Carlo in the 2005 movie 'Deuce Bigalow European Gigolo'?""",yes,yes
"""In the 2005 film 'Deuce Bigalow European Gigolo', did Carlos Ponce not appear as the character Rodrigo Bollas De Madera?""",no,yes
"""In 'Deuce Bigalow European Gigolo', released in 2005, does Carlos Ponce play the role of Rodrigo Bollas De Madera?""",yes,yes
